Parti,Nombre de sièges,Nombre de voix,province,date,election
CVP,,253534,Anvers,1995,sénat
SP,,204096,Anvers,1995,sénat
VLD,,175468,Anvers,1995,sénat
AGALEV,,80717,Anvers,1995,sénat
VU,,80806,Anvers,1995,sénat
VLAAMS BLOK,,184365,Anvers,1995,sénat
VVP,,1893,Anvers,1995,sénat
PVDA-AE,,8382,Anvers,1995,sénat
HOERA,,7232,Anvers,1995,sénat
WOW,,11376,Anvers,1995,sénat
BANAAN,,9901,Anvers,1995,sénat
W.O.W.,,10101,Anvers,1995,sénat
N.W.P.,,1194,Anvers,1995,sénat
D,,2526,Anvers,1995,sénat
CVP,,66695,Brabant flamand,1995,sénat
SP,,83922,Brabant flamand,1995,sénat
VLD,,65304,Brabant flamand,1995,sénat
AGALEV,,16513,Brabant flamand,1995,sénat
VU,,25255,Brabant flamand,1995,sénat
VLAAMS BLOK,,23635,Brabant flamand,1995,sénat
VVP,,441,Brabant flamand,1995,sénat
PVDA-AE,,1306,Brabant flamand,1995,sénat
HOERA,,1667,Brabant flamand,1995,sénat
WOW,,2075,Brabant flamand,1995,sénat
BANAAN,,2626,Brabant flamand,1995,sénat
W.O.W.,,1156,Brabant flamand,1995,sénat
N.W.P.,,417,Brabant flamand,1995,sénat
D,,626,Brabant flamand,1995,sénat
PSC,,37608,Brabant wallon,1995,sénat
PS,,48904,Brabant wallon,1995,sénat
ECOLO,,25647,Brabant wallon,1995,sénat
PRL-FDF,,76162,Brabant wallon,1995,sénat
PTB,,932,Brabant wallon,1995,sénat
VLAAMS,,1620,Brabant wallon,1995,sénat
PDB,,597,Brabant wallon,1995,sénat
PCN,,611,Brabant wallon,1995,sénat
SAMUEL,,2183,Brabant wallon,1995,sénat
G.U.,,1297,Brabant wallon,1995,sénat
CVP,,220875,Flandre occidentale,1995,sénat
SP,,162686,Flandre occidentale,1995,sénat
VLD,,160713,Flandre occidentale,1995,sénat
AGALEV,,36625,Flandre occidentale,1995,sénat
VU,,58647,Flandre occidentale,1995,sénat
VLAAMS BLOK,,58288,Flandre occidentale,1995,sénat
VVP,,1241,Flandre occidentale,1995,sénat
PVDA-AE,,2635,Flandre occidentale,1995,sénat
HOERA,,3348,Flandre occidentale,1995,sénat
WOW,,7054,Flandre occidentale,1995,sénat
BANAAN,,6243,Flandre occidentale,1995,sénat
W.O.W.,,2739,Flandre occidentale,1995,sénat
N.W.P.,,824,Flandre occidentale,1995,sénat
D,,1069,Flandre occidentale,1995,sénat
CVP,,241059,Flandre orientale,1995,sénat
SP,,177021,Flandre orientale,1995,sénat
VLD,,220079,Flandre orientale,1995,sénat
AGALEV,,49173,Flandre orientale,1995,sénat
VU,,78882,Flandre orientale,1995,sénat
VLAAMS BLOK,,97526,Flandre orientale,1995,sénat
VVP,,1960,Flandre orientale,1995,sénat
PVDA-AE,,5016,Flandre orientale,1995,sénat
HOERA,,4368,Flandre orientale,1995,sénat
WOW,,6837,Flandre orientale,1995,sénat
BANAAN,,7465,Flandre orientale,1995,sénat
W.O.W.,,3597,Flandre orientale,1995,sénat
N.W.P.,,804,Flandre orientale,1995,sénat
D,,1427,Flandre orientale,1995,sénat
PSC,,128127,Hainaut,1995,sénat
PS,,290628,Hainaut,1995,sénat
ECOLO,,69036,Hainaut,1995,sénat
PRL-FDF,,161341,Hainaut,1995,sénat
PTB,,6512,Hainaut,1995,sénat
VLAAMS,,8387,Hainaut,1995,sénat
PDB,,4181,Hainaut,1995,sénat
PCN,,4754,Hainaut,1995,sénat
SAMUEL,,14779,Hainaut,1995,sénat
G.U.,,5992,Hainaut,1995,sénat
PSC,,113150,Liège,1995,sénat
PS,,215061,Liège,1995,sénat
ECOLO,,69744,Liège,1995,sénat
PRL-FDF,,141620,Liège,1995,sénat
PTB,,4543,Liège,1995,sénat
VLAAMS,,4261,Liège,1995,sénat
PDB,,6242,Liège,1995,sénat
PCN,,2210,Liège,1995,sénat
SAMUEL,,4932,Liège,1995,sénat
G.U.,,3883,Liège,1995,sénat
CVP,,136633,Limbourg,1995,sénat
SP,,111868,Limbourg,1995,sénat
VLD,,94661,Limbourg,1995,sénat
AGALEV,,23689,Limbourg,1995,sénat
VU,,38234,Limbourg,1995,sénat
VLAAMS BLOK,,46644,Limbourg,1995,sénat
VVP,,698,Limbourg,1995,sénat
PVDA-AE,,3069,Limbourg,1995,sénat
HOERA,,2306,Limbourg,1995,sénat
WOW,,3375,Limbourg,1995,sénat
BANAAN,,2812,Limbourg,1995,sénat
W.O.W.,,1678,Limbourg,1995,sénat
N.W.P.,,745,Limbourg,1995,sénat
D,,908,Limbourg,1995,sénat
PSC,,48586,Luxembourg,1995,sénat
PS,,32940,Luxembourg,1995,sénat
ECOLO,,14039,Luxembourg,1995,sénat
PRL-FDF,,38502,Luxembourg,1995,sénat
PTB,,395,Luxembourg,1995,sénat
VLAAMS,,785,Luxembourg,1995,sénat
PDB,,386,Luxembourg,1995,sénat
PCN,,317,Luxembourg,1995,sénat
SAMUEL,,1584,Luxembourg,1995,sénat
G.U.,,440,Luxembourg,1995,sénat
PSC,,59808,Namur,1995,sénat
PS,,85064,Namur,1995,sénat
ECOLO,,29786,Namur,1995,sénat
PRL-FDF,,69215,Namur,1995,sénat
PTB,,1703,Namur,1995,sénat
VLAAMS,,1746,Namur,1995,sénat
PDB,,795,Namur,1995,sénat
PCN,,938,Namur,1995,sénat
SAMUEL,,5026,Namur,1995,sénat
G.U.,,944,Namur,1995,sénat
