Parti,Nombre de sièges,Nombre de voix,arrondissement,date,election
Cath/Kath,3.0,34856,Alost,1904,chambre-des-représentants
Social,,2839,Alost,1904,chambre-des-représentants
Liberal/Liberaal,1.0,11325,Alost,1904,chambre-des-représentants
DAENSIST,1.0,9480,Alost,1904,chambre-des-représentants
Cath/Kath,2.0,17651,Audenarde,1904,chambre-des-représentants
Diss. Kath.,,2572,Audenarde,1904,chambre-des-représentants
Social,,1632,Audenarde,1904,chambre-des-représentants
Liberal/Liberaal,1.0,10382,Audenarde,1904,chambre-des-représentants
Cath/Kath,3.0,43963,Charleroi,1904,chambre-des-représentants
Social,4.0,73075,Charleroi,1904,chambre-des-représentants
Liberal/Liberaal,2.0,29299,Charleroi,1904,chambre-des-représentants
Cath/Kath,6.0,73644,Gand-Eeklo,1904,chambre-des-représentants
Social,2.0,21746,Gand-Eeklo,1904,chambre-des-représentants
Liberal/Liberaal,3.0,33029,Gand-Eeklo,1904,chambre-des-représentants
christ democr,,7271,Gand-Eeklo,1904,chambre-des-représentants
Cath/Kath,2.0,23204,Hasselt,1904,chambre-des-représentants
Liberal/Liberaal,1.0,8625,Hasselt,1904,chambre-des-représentants
Cath/Kath,2.0,28005,Huy-Waremme,1904,chambre-des-représentants
Social,1.0,23600,Huy-Waremme,1904,chambre-des-représentants
Liberal/Liberaal,1.0,15778,Huy-Waremme,1904,chambre-des-représentants
Cath/Kath,4.0,48617,Liège,1904,chambre-des-représentants
Social,5.0,64703,Liège,1904,chambre-des-représentants
Liberal/Liberaal,3.0,39492,Liège,1904,chambre-des-représentants
Cath/Kath,1.0,24192,Mons,1904,chambre-des-représentants
Social,3.0,39692,Mons,1904,chambre-des-représentants
Diss. Social,,3702,Mons,1904,chambre-des-représentants
Liberal/Liberaal,2.0,25415,Mons,1904,chambre-des-représentants
Cath/Kath,3.0,36603,Saint-Nicolas,1904,chambre-des-représentants
Liberal/Liberaal,1.0,9487,Saint-Nicolas,1904,chambre-des-représentants
ONAFH,,3184,Saint-Nicolas,1904,chambre-des-représentants
Cath/Kath,2.0,22636,Soignies,1904,chambre-des-représentants
Social,1.0,22298,Soignies,1904,chambre-des-représentants
Liberal/Liberaal,1.0,15991,Soignies,1904,chambre-des-représentants
Cath/Kath,2.0,26159,Termonde,1904,chambre-des-représentants
Liberal/Liberaal,1.0,9052,Termonde,1904,chambre-des-représentants
christ democr,,3276,Termonde,1904,chambre-des-représentants
Cath/Kath,1.0,18589,Thuin,1904,chambre-des-représentants
Social,1.0,15171,Thuin,1904,chambre-des-représentants
Diss. Social,,553,Thuin,1904,chambre-des-représentants
Liberal/Liberaal,1.0,18090,Thuin,1904,chambre-des-représentants
Cath/Kath,2.0,24258,Tongres-Maaseik,1904,chambre-des-représentants
Diss. Kath.,1.0,14819,Tongres-Maaseik,1904,chambre-des-représentants
Social,,1288,Tongres-Maaseik,1904,chambre-des-représentants
Liberal/Liberaal,,4470,Tongres-Maaseik,1904,chambre-des-représentants
christ democr,,734,Tongres-Maaseik,1904,chambre-des-représentants
Cath/Kath,3.0,41999,Tournai-Ath-Mouscron,1904,chambre-des-représentants
Social,,12718,Tournai-Ath-Mouscron,1904,chambre-des-représentants
Diss. Social,,1194,Tournai-Ath-Mouscron,1904,chambre-des-représentants
Liberal/Liberaal,3.0,39929,Tournai-Ath-Mouscron,1904,chambre-des-représentants
Cath/Kath,2.0,22267,Verviers,1904,chambre-des-représentants
Social,2.0,19085,Verviers,1904,chambre-des-représentants
Liberal/Liberaal,1.0,13047,Verviers,1904,chambre-des-représentants
FED AGRICOLE,,3254,Verviers,1904,chambre-des-représentants
