Parti,Nombre de sièges,Nombre de voix,province,date,election
Socialistische Partij/ P,10.0,219332,Anvers,1949,chambre-des-représentants
KPB/PCB,1.0,26932,Anvers,1949,chambre-des-représentants
PSC/CVP,18.0,385524,Anvers,1949,chambre-des-représentants
Parti Liberale/Liberale,3.0,85367,Anvers,1949,chambre-des-représentants
Middenstand/Classes Moye,,9739,Anvers,1949,chambre-des-représentants
Vlaamse Concentratie,,21255,Anvers,1949,chambre-des-représentants
SYND GENER INDEP,,610,Anvers,1949,chambre-des-représentants
COSMOCRATEN,,685,Anvers,1949,chambre-des-représentants
PARTI PATRIOTIQUE BELGE,,55,Anvers,1949,chambre-des-représentants
LUMIERE,,680,Anvers,1949,chambre-des-représentants
Socialistische Partij/ P,13.0,312791,Brabant,1949,chambre-des-représentants
KPB/PCB,3.0,87288,Brabant,1949,chambre-des-représentants
PSC/CVP,18.0,402509,Brabant,1949,chambre-des-représentants
Parti Liberale/Liberale,10.0,241150,Brabant,1949,chambre-des-représentants
Vlaamse Concentratie,,16325,Brabant,1949,chambre-des-représentants
onafh/isolés,,1026,Brabant,1949,chambre-des-représentants
Unité walonne,,3104,Brabant,1949,chambre-des-représentants
Union commerçants,,6709,Brabant,1949,chambre-des-représentants
Onafh. Partij,,20107,Brabant,1949,chambre-des-représentants
Socialistische Partij/ P,6.0,128632,Flandre occidentale,1949,chambre-des-représentants
KPB/PCB,,18850,Flandre occidentale,1949,chambre-des-représentants
PSC/CVP,15.0,321539,Flandre occidentale,1949,chambre-des-représentants
Parti Liberale/Liberale,3.0,71632,Flandre occidentale,1949,chambre-des-représentants
Vlaamse Concentratie,,30240,Flandre occidentale,1949,chambre-des-représentants
onafh/isolés,,442,Flandre occidentale,1949,chambre-des-représentants
Socialistische Partij/ P,8.0,175926,Flandre orientale,1949,chambre-des-représentants
KPB/PCB,,31924,Flandre orientale,1949,chambre-des-représentants
PSC/CVP,17.0,383155,Flandre orientale,1949,chambre-des-représentants
Parti Liberale/Liberale,5.0,109076,Flandre orientale,1949,chambre-des-représentants
Vlaamse Concentratie,,32427,Flandre orientale,1949,chambre-des-représentants
onafh/isolés,,3885,Flandre orientale,1949,chambre-des-représentants
Socialistische Partij/ P,15.0,314901,Hainaut,1949,chambre-des-représentants
KPB/PCB,5.0,111593,Hainaut,1949,chambre-des-représentants
PSC/CVP,8.0,185670,Hainaut,1949,chambre-des-représentants
Parti Liberale/Liberale,4.0,104001,Hainaut,1949,chambre-des-représentants
Middenstand/Classes Moye,,21933,Hainaut,1949,chambre-des-représentants
Unité walonne,,933,Hainaut,1949,chambre-des-représentants
Socialistische Partij/ P,9.0,216653,Liège,1949,chambre-des-représentants
KPB/PCB,3.0,75469,Liège,1949,chambre-des-représentants
PSC/CVP,8.0,185252,Liège,1949,chambre-des-représentants
Parti Liberale/Liberale,4.0,87501,Liège,1949,chambre-des-représentants
Middenstand/Classes Moye,,14049,Liège,1949,chambre-des-représentants
onafh/isolés,,661,Liège,1949,chambre-des-représentants
Unité walonne,,1815,Liège,1949,chambre-des-représentants
Socialistische Partij/ P,1.0,30017,Limbourg,1949,chambre-des-représentants
KPB/PCB,,3040,Limbourg,1949,chambre-des-représentants
PSC/CVP,10.0,162736,Limbourg,1949,chambre-des-représentants
Parti Liberale/Liberale,,22271,Limbourg,1949,chambre-des-représentants
Vlaamse Concentratie,,3649,Limbourg,1949,chambre-des-représentants
Socialistische Partij/ P,,24711,Luxembourg,1949,chambre-des-représentants
KPB/PCB,,5702,Luxembourg,1949,chambre-des-représentants
PSC/CVP,6.0,72770,Luxembourg,1949,chambre-des-représentants
Parti Liberale/Liberale,,19448,Luxembourg,1949,chambre-des-représentants
Défence du Luxembourg,,2024,Luxembourg,1949,chambre-des-représentants
Socialistische Partij/ P,4.0,73576,Namur,1949,chambre-des-représentants
KPB/PCB,,15967,Namur,1949,chambre-des-représentants
PSC/CVP,5.0,91740,Namur,1949,chambre-des-représentants
Parti Liberale/Liberale,,26734,Namur,1949,chambre-des-représentants
onafh/isolés,,731,Namur,1949,chambre-des-représentants
Onafh. Partij,,343,Namur,1949,chambre-des-représentants
Nat Belg Verzameling,,6077,Namur,1949,chambre-des-représentants
