Parti,Nombre de sièges,Nombre de voix,arrondissement,date,election
Socialistische Partij/ P,1.0,29727,Alost,1949,chambre-des-représentants
KPB/PCB,,13351,Alost,1949,chambre-des-représentants
PSC/CVP,4.0,67325,Alost,1949,chambre-des-représentants
Parti Liberale/Liberale,1.0,25577,Alost,1949,chambre-des-représentants
Vlaamse Concentratie,,7783,Alost,1949,chambre-des-représentants
Socialistische Partij/ P,7.0,151046,Anvers,1949,chambre-des-représentants
KPB/PCB,1.0,22337,Anvers,1949,chambre-des-représentants
PSC/CVP,9.0,209802,Anvers,1949,chambre-des-représentants
Parti Liberale/Liberale,3.0,59955,Anvers,1949,chambre-des-représentants
Middenstand/Classes Moye,,8033,Anvers,1949,chambre-des-représentants
Vlaamse Concentratie,,17614,Anvers,1949,chambre-des-représentants
SYND GENER INDEP,,610,Anvers,1949,chambre-des-représentants
COSMOCRATEN,,685,Anvers,1949,chambre-des-représentants
PARTI PATRIOTIQUE BELGE,,55,Anvers,1949,chambre-des-représentants
LUMIERE,,680,Anvers,1949,chambre-des-représentants
Socialistische Partij/ P,,13648,Arlon-Marche-Bastogne,1949,chambre-des-représentants
KPB/PCB,,3287,Arlon-Marche-Bastogne,1949,chambre-des-représentants
PSC/CVP,3.0,38956,Arlon-Marche-Bastogne,1949,chambre-des-représentants
Parti Liberale/Liberale,,10303,Arlon-Marche-Bastogne,1949,chambre-des-représentants
Défence du Luxembourg,,2024,Arlon-Marche-Bastogne,1949,chambre-des-représentants
Socialistische Partij/ P,1.0,15667,Audenarde,1949,chambre-des-représentants
KPB/PCB,,2968,Audenarde,1949,chambre-des-représentants
PSC/CVP,1.0,33497,Audenarde,1949,chambre-des-représentants
Parti Liberale/Liberale,1.0,18741,Audenarde,1949,chambre-des-représentants
Vlaamse Concentratie,,1118,Audenarde,1949,chambre-des-représentants
Socialistische Partij/ P,1.0,31659,Bruges,1949,chambre-des-représentants
KPB/PCB,,1979,Bruges,1949,chambre-des-représentants
PSC/CVP,3.0,60403,Bruges,1949,chambre-des-représentants
Parti Liberale/Liberale,1.0,16844,Bruges,1949,chambre-des-représentants
Vlaamse Concentratie,,4000,Bruges,1949,chambre-des-représentants
onafh/isolés,,442,Bruges,1949,chambre-des-représentants
Socialistische Partij/ P,9.0,220863,Bruxelles,1949,chambre-des-représentants
KPB/PCB,3.0,67597,Bruxelles,1949,chambre-des-représentants
PSC/CVP,12.0,279949,Bruxelles,1949,chambre-des-représentants
Parti Liberale/Liberale,8.0,181404,Bruxelles,1949,chambre-des-représentants
Vlaamse Concentratie,,13989,Bruxelles,1949,chambre-des-représentants
onafh/isolés,,1026,Bruxelles,1949,chambre-des-représentants
Unité walonne,,2583,Bruxelles,1949,chambre-des-représentants
Union commerçants,,5514,Bruxelles,1949,chambre-des-représentants
Onafh. Partij,,15729,Bruxelles,1949,chambre-des-représentants
Socialistische Partij/ P,5.0,122280,Charleroi,1949,chambre-des-représentants
KPB/PCB,2.0,39872,Charleroi,1949,chambre-des-représentants
PSC/CVP,2.0,57679,Charleroi,1949,chambre-des-représentants
Parti Liberale/Liberale,2.0,33873,Charleroi,1949,chambre-des-représentants
Middenstand/Classes Moye,,4461,Charleroi,1949,chambre-des-représentants
