Parti,Nombre de sièges,Nombre de voix,arrondissement,date,election
Socialist,1.0,25744,Alost-Audenarde,1936,sénat
Cath/Kath,1.0,29485,Alost-Audenarde,1936,sénat
Liberal/Liberaal,1.0,18696,Alost-Audenarde,1936,sénat
Rex,,8654,Alost-Audenarde,1936,sénat
Vl. National.Fl,1.0,13626,Alost-Audenarde,1936,sénat
Socialist,4.0,75950,Anvers,1936,sénat
Cath/Kath,3.0,63456,Anvers,1936,sénat
Liberal/Liberaal,2.0,28063,Anvers,1936,sénat
onafh/isol1,,1265,Anvers,1936,sénat
onafh/isol2,,4037,Anvers,1936,sénat
Rex,,12872,Anvers,1936,sénat
Vl. National.Fl,,11335,Anvers,1936,sénat
Socialist,1.0,15852,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1936,sénat
Cath/Kath,1.0,21568,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1936,sénat
Liberal/Liberaal,,7482,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1936,sénat
Rex,1.0,19975,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1936,sénat
Socialist,1.0,14017,Bruges,1936,sénat
Cath/Kath,1.0,18611,Bruges,1936,sénat
Liberal/Liberaal,,4519,Bruges,1936,sénat
Rex,,4044,Bruges,1936,sénat
Vl. National.Fl,,7075,Bruges,1936,sénat
Socialist,4.0,83117,Bruxelles,1936,sénat
Communist,1.0,29706,Bruxelles,1936,sénat
Cath/Kath,4.0,82587,Bruxelles,1936,sénat
Liberal/Liberaal,3.0,54412,Bruxelles,1936,sénat
onafh/isol1,,9002,Bruxelles,1936,sénat
Rex,2.0,50982,Bruxelles,1936,sénat
Vl. National.Fl,1.0,17965,Bruxelles,1936,sénat
Socialist,4.0,86732,Charleroi-Thuin,1936,sénat
Communist,1.0,22301,Charleroi-Thuin,1936,sénat
Cath/Kath,1.0,24244,Charleroi-Thuin,1936,sénat
Liberal/Liberaal,1.0,18256,Charleroi-Thuin,1936,sénat
Rex,,14569,Charleroi-Thuin,1936,sénat
Dem Chrét,,10016,Charleroi-Thuin,1936,sénat
Socialist,2.0,33761,Courtrai-Ypres,1936,sénat
Cath/Kath,2.0,40783,Courtrai-Ypres,1936,sénat
Liberal/Liberaal,,8536,Courtrai-Ypres,1936,sénat
Rex,,9689,Courtrai-Ypres,1936,sénat
Vl. National.Fl,,12943,Courtrai-Ypres,1936,sénat
Socialist,,11453,Furnes-Dixmude-Ostende,1936,sénat
Cath/Kath,2.0,17331,Furnes-Dixmude-Ostende,1936,sénat
Liberal/Liberaal,,7248,Furnes-Dixmude-Ostende,1936,sénat
Rex,,3224,Furnes-Dixmude-Ostende,1936,sénat
Vl. National.Fl,,9624,Furnes-Dixmude-Ostende,1936,sénat
Socialist,2.0,41440,Gand-Eeklo,1936,sénat
Cath/Kath,2.0,52652,Gand-Eeklo,1936,sénat
Liberal/Liberaal,1.0,14282,Gand-Eeklo,1936,sénat
onafh/isol1,,2934,Gand-Eeklo,1936,sénat
Rex,,9007,Gand-Eeklo,1936,sénat
Vl. National.Fl,1.0,22707,Gand-Eeklo,1936,sénat
Socialist,1.0,14035,Hasselt-Tongeren-Maaseik,1936,sénat
Cath/Kath,2.0,40786,Hasselt-Tongeren-Maaseik,1936,sénat
