Parti,Nombre de sièges,Nombre de voix,province,date,election
Socialistische Partij/ P,5.0,234092,Anvers,1950,sénat
KPB/PCB,,18532,Anvers,1950,sénat
PSC/CVP,10.0,425523,Anvers,1950,sénat
Parti Liberale/Liberale,1.0,54287,Anvers,1950,sénat
Socialistische Partij/ P,8.0,399805,Brabant,1950,sénat
KPB/PCB,1.0,49441,Brabant,1950,sénat
PSC/CVP,9.0,436404,Brabant,1950,sénat
Parti Liberale/Liberale,4.0,179339,Brabant,1950,sénat
Socialistische Partij/ P,3.0,83386,Flandre occidentale,1950,sénat
KPB/PCB,,4054,Flandre occidentale,1950,sénat
PSC/CVP,8.0,209577,Flandre occidentale,1950,sénat
Parti Liberale/Liberale,1.0,30948,Flandre occidentale,1950,sénat
onafh/isolés,,262,Flandre occidentale,1950,sénat
Socialistische Partij/ P,4.0,190349,Flandre orientale,1950,sénat
KPB/PCB,,22583,Flandre orientale,1950,sénat
PSC/CVP,10.0,418316,Flandre orientale,1950,sénat
Parti Liberale/Liberale,1.0,83485,Flandre orientale,1950,sénat
Socialistische Partij/ P,9.0,374571,Hainaut,1950,sénat
KPB/PCB,1.0,70472,Hainaut,1950,sénat
PSC/CVP,4.0,198375,Hainaut,1950,sénat
Parti Liberale/Liberale,2.0,83601,Hainaut,1950,sénat
Socialistische Partij/ P,6.0,262077,Liège,1950,sénat
KPB/PCB,1.0,48131,Liège,1950,sénat
PSC/CVP,4.0,187291,Liège,1950,sénat
Parti Liberale/Liberale,1.0,73287,Liège,1950,sénat
KPB/PCB,,3443,Limbourg,1950,sénat
PSC/CVP,4.0,166867,Limbourg,1950,sénat
KARTEL,1.0,44676,Limbourg,1950,sénat
KPB/PCB,,3992,Luxembourg,1950,sénat
PSC/CVP,2.0,74580,Luxembourg,1950,sénat
KARTEL,1.0,42125,Luxembourg,1950,sénat
Socialistische Partij/ P,2.0,87088,Namur,1950,sénat
KPB/PCB,,8445,Namur,1950,sénat
PSC/CVP,3.0,93779,Namur,1950,sénat
Parti Liberale/Liberale,,21628,Namur,1950,sénat
