Parti,Nombre de sièges,Nombre de voix,canton,date,election
CVP,,9749,Aarschot,1989,parlement-européen
SP,,6347,Aarschot,1989,parlement-européen
PVV,,6182,Aarschot,1989,parlement-européen
AGALEV-GR,,3032,Aarschot,1989,parlement-européen
VU-EVA,,1906,Aarschot,1989,parlement-européen
VLAAMS BLOK,,1314,Aarschot,1989,parlement-européen
PVDA,,110,Aarschot,1989,parlement-européen
REGEBO,,188,Aarschot,1989,parlement-européen
CVP,,20889,Alost,1989,parlement-européen
SP,,18889,Alost,1989,parlement-européen
PVV,,15725,Alost,1989,parlement-européen
AGALEV-GR,,7224,Alost,1989,parlement-européen
VU-EVA,,7666,Alost,1989,parlement-européen
VLAAMS BLOK,,4246,Alost,1989,parlement-européen
PVDA,,201,Alost,1989,parlement-européen
REGEBO,,762,Alost,1989,parlement-européen
PSC,,4312,Andenne,1989,parlement-européen
PS,,9524,Andenne,1989,parlement-européen
PRL,,1777,Andenne,1989,parlement-européen
ECOLO,,2499,Andenne,1989,parlement-européen
ERE-FDF,,149,Andenne,1989,parlement-européen
LETD,,22,Andenne,1989,parlement-européen
P.H.-H.P.,,61,Andenne,1989,parlement-européen
POS,,71,Andenne,1989,parlement-européen
PTB,,34,Andenne,1989,parlement-européen
CVP,,9734,Anderlecht,1989,parlement-européen
SP,,4113,Anderlecht,1989,parlement-européen
PVV,,5634,Anderlecht,1989,parlement-européen
AGALEV-GR,,3224,Anderlecht,1989,parlement-européen
VU-EVA,,5287,Anderlecht,1989,parlement-européen
VLAAMS BLOK,,3781,Anderlecht,1989,parlement-européen
PSC,,4012,Anderlecht,1989,parlement-européen
PS,,13833,Anderlecht,1989,parlement-européen
PRL,,10425,Anderlecht,1989,parlement-européen
ECOLO,,9560,Anderlecht,1989,parlement-européen
ERE-FDF,,5749,Anderlecht,1989,parlement-européen
LETD,,171,Anderlecht,1989,parlement-européen
P.H.-H.P.,,117,Anderlecht,1989,parlement-européen
POS,,313,Anderlecht,1989,parlement-européen
PVDA,,157,Anderlecht,1989,parlement-européen
PTB,,301,Anderlecht,1989,parlement-européen
REGEBO,,263,Anderlecht,1989,parlement-européen
PSC,,2500,Antoing,1989,parlement-européen
PS,,5908,Antoing,1989,parlement-européen
PRL,,1544,Antoing,1989,parlement-européen
ECOLO,,1945,Antoing,1989,parlement-européen
ERE-FDF,,59,Antoing,1989,parlement-européen
LETD,,24,Antoing,1989,parlement-européen
P.H.-H.P.,,26,Antoing,1989,parlement-européen
POS,,35,Antoing,1989,parlement-européen
PTB,,43,Antoing,1989,parlement-européen
CVP,,67253,Anvers,1989,parlement-européen
SP,,67786,Anvers,1989,parlement-européen
PVV,,36106,Anvers,1989,parlement-européen
AGALEV-GR,,44694,Anvers,1989,parlement-européen
VU-EVA,,16641,Anvers,1989,parlement-européen
VLAAMS BLOK,,62355,Anvers,1989,parlement-européen
PVDA,,3993,Anvers,1989,parlement-européen
REGEBO,,4322,Anvers,1989,parlement-européen
CVP,,12867,Arendonk,1989,parlement-européen
SP,,3623,Arendonk,1989,parlement-européen
PVV,,3127,Arendonk,1989,parlement-européen
AGALEV-GR,,2799,Arendonk,1989,parlement-européen
VU-EVA,,1153,Arendonk,1989,parlement-européen
VLAAMS BLOK,,701,Arendonk,1989,parlement-européen
PVDA,,127,Arendonk,1989,parlement-européen
REGEBO,,120,Arendonk,1989,parlement-européen
PSC,,4988,Arlon,1989,parlement-européen
PS,,4333,Arlon,1989,parlement-européen
PRL,,3132,Arlon,1989,parlement-européen
ECOLO,,3095,Arlon,1989,parlement-européen
ERE-FDF,,244,Arlon,1989,parlement-européen
LETD,,47,Arlon,1989,parlement-européen
P.H.-H.P.,,27,Arlon,1989,parlement-européen
POS,,48,Arlon,1989,parlement-européen
PTB,,46,Arlon,1989,parlement-européen
CVP,,17716,Asse,1989,parlement-européen
SP,,6812,Asse,1989,parlement-européen
PVV,,10822,Asse,1989,parlement-européen
AGALEV-GR,,5396,Asse,1989,parlement-européen
VU-EVA,,7258,Asse,1989,parlement-européen
VLAAMS BLOK,,3014,Asse,1989,parlement-européen
PSC,,194,Asse,1989,parlement-européen
PS,,383,Asse,1989,parlement-européen
PRL,,348,Asse,1989,parlement-européen
ECOLO,,451,Asse,1989,parlement-européen
ERE-FDF,,121,Asse,1989,parlement-européen
LETD,,36,Asse,1989,parlement-européen
P.H.-H.P.,,20,Asse,1989,parlement-européen
POS,,37,Asse,1989,parlement-européen
PVDA,,156,Asse,1989,parlement-européen
PTB,,53,Asse,1989,parlement-européen
