Parti,Nombre de sièges,Nombre de voix,province,date,election
CVP,,345098,Anvers,1989,parlement-européen
SP,,187956,Anvers,1989,parlement-européen
PVV,,136575,Anvers,1989,parlement-européen
AGALEV-GR,,145912,Anvers,1989,parlement-européen
VU-EVA,,62943,Anvers,1989,parlement-européen
VLAAMS BLOK,,118849,Anvers,1989,parlement-européen
PVDA,,8369,Anvers,1989,parlement-européen
REGEBO,,9741,Anvers,1989,parlement-européen
CVP,,193435,Brabant,1989,parlement-européen
SP,,116249,Brabant,1989,parlement-européen
PVV,,124131,Brabant,1989,parlement-européen
AGALEV-GR,,71051,Brabant,1989,parlement-européen
VU-EVA,,63901,Brabant,1989,parlement-européen
VLAAMS BLOK,,43577,Brabant,1989,parlement-européen
PSC,,86561,Brabant,1989,parlement-européen
PS,,157921,Brabant,1989,parlement-européen
PRL,,165370,Brabant,1989,parlement-européen
ECOLO,,116659,Brabant,1989,parlement-européen
ERE-FDF,,71813,Brabant,1989,parlement-européen
LETD,,1660,Brabant,1989,parlement-européen
P.H.-H.P.,,1138,Brabant,1989,parlement-européen
POS,,2738,Brabant,1989,parlement-européen
PVDA,,2637,Brabant,1989,parlement-européen
PTB,,2544,Brabant,1989,parlement-européen
REGEBO,,4163,Brabant,1989,parlement-européen
CVP,,260871,Flandre occidentale,1989,parlement-européen
SP,,147906,Flandre occidentale,1989,parlement-européen
PVV,,121020,Flandre occidentale,1989,parlement-européen
AGALEV-GR,,88824,Flandre occidentale,1989,parlement-européen
VU-EVA,,61865,Flandre occidentale,1989,parlement-européen
VLAAMS BLOK,,20430,Flandre occidentale,1989,parlement-européen
PVDA,,2371,Flandre occidentale,1989,parlement-européen
REGEBO,,3754,Flandre occidentale,1989,parlement-européen
CVP,,290119,Flandre orientale,1989,parlement-européen
SP,,177107,Flandre orientale,1989,parlement-européen
PVV,,185252,Flandre orientale,1989,parlement-européen
AGALEV-GR,,98917,Flandre orientale,1989,parlement-européen
VU-EVA,,71616,Flandre orientale,1989,parlement-européen
VLAAMS BLOK,,44238,Flandre orientale,1989,parlement-européen
PVDA,,3933,Flandre orientale,1989,parlement-européen
REGEBO,,6231,Flandre orientale,1989,parlement-européen
PSC,,146218,Hainaut,1989,parlement-européen
PS,,317042,Hainaut,1989,parlement-européen
PRL,,105714,Hainaut,1989,parlement-européen
ECOLO,,107033,Hainaut,1989,parlement-européen
ERE-FDF,,4961,Hainaut,1989,parlement-européen
LETD,,1596,Hainaut,1989,parlement-européen
P.H.-H.P.,,1458,Hainaut,1989,parlement-européen
POS,,3516,Hainaut,1989,parlement-européen
PTB,,3078,Hainaut,1989,parlement-européen
PSC,,116043,Liège,1989,parlement-européen
PS,,248224,Liège,1989,parlement-européen
PRL,,90841,Liège,1989,parlement-européen
ECOLO,,88984,Liège,1989,parlement-européen
ERE-FDF,,4571,Liège,1989,parlement-européen
LETD,,1488,Liège,1989,parlement-européen
P.H.-H.P.,,1029,Liège,1989,parlement-européen
POS,,2684,Liège,1989,parlement-européen
PTB,,2504,Liège,1989,parlement-européen
CVP,,157552,Limbourg,1989,parlement-européen
SP,,104024,Limbourg,1989,parlement-européen
PVV,,58583,Limbourg,1989,parlement-européen
AGALEV-GR,,41835,Limbourg,1989,parlement-européen
VU-EVA,,57828,Limbourg,1989,parlement-européen
VLAAMS BLOK,,14023,Limbourg,1989,parlement-européen
PVDA,,3437,Limbourg,1989,parlement-européen
REGEBO,,2583,Limbourg,1989,parlement-européen
PSC,,52549,Luxembourg,1989,parlement-européen
PS,,37382,Luxembourg,1989,parlement-européen
PRL,,25251,Luxembourg,1989,parlement-européen
ECOLO,,18383,Luxembourg,1989,parlement-européen
ERE-FDF,,1344,Luxembourg,1989,parlement-européen
LETD,,264,Luxembourg,1989,parlement-européen
P.H.-H.P.,,197,Luxembourg,1989,parlement-européen
POS,,393,Luxembourg,1989,parlement-européen
PTB,,313,Luxembourg,1989,parlement-européen
PSC,,75424,Namur,1989,parlement-européen
PS,,93638,Namur,1989,parlement-européen
PRL,,36303,Namur,1989,parlement-européen
ECOLO,,39994,Namur,1989,parlement-européen
ERE-FDF,,3178,Namur,1989,parlement-européen
LETD,,495,Namur,1989,parlement-européen
P.H.-H.P.,,520,Namur,1989,parlement-européen
POS,,786,Namur,1989,parlement-européen
PTB,,592,Namur,1989,parlement-européen
