Parti,Nombre de sièges,Nombre de voix,arrondissement,date,election
CVP,,51276,Alost,1989,parlement-européen
SP,,44190,Alost,1989,parlement-européen
PVV,,36831,Alost,1989,parlement-européen
AGALEV-GR,,15390,Alost,1989,parlement-européen
VU-EVA,,15872,Alost,1989,parlement-européen
VLAAMS BLOK,,8139,Alost,1989,parlement-européen
PVDA,,460,Alost,1989,parlement-européen
REGEBO,,1499,Alost,1989,parlement-européen
CVP,,162679,Anvers,1989,parlement-européen
SP,,109868,Anvers,1989,parlement-européen
PVV,,77198,Anvers,1989,parlement-européen
AGALEV-GR,,90328,Anvers,1989,parlement-européen
VU-EVA,,34583,Anvers,1989,parlement-européen
VLAAMS BLOK,,90757,Anvers,1989,parlement-européen
PVDA,,5789,Anvers,1989,parlement-européen
REGEBO,,6913,Anvers,1989,parlement-européen
PSC,,30594,Arlon-Marche-Bastogne,1989,parlement-européen
PS,,21081,Arlon-Marche-Bastogne,1989,parlement-européen
PRL,,13515,Arlon-Marche-Bastogne,1989,parlement-européen
ECOLO,,10740,Arlon-Marche-Bastogne,1989,parlement-européen
ERE-FDF,,735,Arlon-Marche-Bastogne,1989,parlement-européen
LETD,,186,Arlon-Marche-Bastogne,1989,parlement-européen
P.H.-H.P.,,112,Arlon-Marche-Bastogne,1989,parlement-européen
POS,,230,Arlon-Marche-Bastogne,1989,parlement-européen
PTB,,187,Arlon-Marche-Bastogne,1989,parlement-européen
CVP,,24845,Audenarde,1989,parlement-européen
SP,,14126,Audenarde,1989,parlement-européen
PVV,,21595,Audenarde,1989,parlement-européen
AGALEV-GR,,7014,Audenarde,1989,parlement-européen
VU-EVA,,2968,Audenarde,1989,parlement-européen
VLAAMS BLOK,,1658,Audenarde,1989,parlement-européen
PVDA,,164,Audenarde,1989,parlement-européen
REGEBO,,357,Audenarde,1989,parlement-européen
CVP,,54951,Bruges,1989,parlement-européen
SP,,36595,Bruges,1989,parlement-européen
PVV,,31196,Bruges,1989,parlement-européen
AGALEV-GR,,26723,Bruges,1989,parlement-européen
VU-EVA,,11384,Bruges,1989,parlement-européen
VLAAMS BLOK,,6421,Bruges,1989,parlement-européen
PVDA,,640,Bruges,1989,parlement-européen
REGEBO,,1195,Bruges,1989,parlement-européen
CVP,,111394,Bruxelles,1989,parlement-européen
SP,,49974,Bruxelles,1989,parlement-européen
PVV,,69818,Bruxelles,1989,parlement-européen
AGALEV-GR,,37270,Bruxelles,1989,parlement-européen
VU-EVA,,38492,Bruxelles,1989,parlement-européen
VLAAMS BLOK,,31752,Bruxelles,1989,parlement-européen
PSC,,55264,Bruxelles,1989,parlement-européen
PS,,99960,Bruxelles,1989,parlement-européen
PRL,,115608,Bruxelles,1989,parlement-européen
ECOLO,,81091,Bruxelles,1989,parlement-européen
ERE-FDF,,66085,Bruxelles,1989,parlement-européen
LETD,,1342,Bruxelles,1989,parlement-européen
P.H.-H.P.,,898,Bruxelles,1989,parlement-européen
POS,,2111,Bruxelles,1989,parlement-européen
PVDA,,1461,Bruxelles,1989,parlement-européen
PTB,,2156,Bruxelles,1989,parlement-européen
REGEBO,,2395,Bruxelles,1989,parlement-européen
PSC,,47601,Charleroi,1989,parlement-européen
PS,,102668,Charleroi,1989,parlement-européen
PRL,,28066,Charleroi,1989,parlement-européen
ECOLO,,35155,Charleroi,1989,parlement-européen
ERE-FDF,,1697,Charleroi,1989,parlement-européen
LETD,,636,Charleroi,1989,parlement-européen
P.H.-H.P.,,462,Charleroi,1989,parlement-européen
POS,,1240,Charleroi,1989,parlement-européen
PTB,,1376,Charleroi,1989,parlement-européen
CVP,,76633,Courtrai,1989,parlement-européen
SP,,40488,Courtrai,1989,parlement-européen
PVV,,24483,Courtrai,1989,parlement-européen
AGALEV-GR,,21759,Courtrai,1989,parlement-européen
VU-EVA,,11055,Courtrai,1989,parlement-européen
VLAAMS BLOK,,4149,Courtrai,1989,parlement-européen
PVDA,,683,Courtrai,1989,parlement-européen
REGEBO,,920,Courtrai,1989,parlement-européen
PSC,,34023,Dinant-Philippeville,1989,parlement-européen
PS,,30566,Dinant-Philippeville,1989,parlement-européen
PRL,,14871,Dinant-Philippeville,1989,parlement-européen
ECOLO,,11297,Dinant-Philippeville,1989,parlement-européen
ERE-FDF,,903,Dinant-Philippeville,1989,parlement-européen
LETD,,149,Dinant-Philippeville,1989,parlement-européen
P.H.-H.P.,,182,Dinant-Philippeville,1989,parlement-européen
POS,,272,Dinant-Philippeville,1989,parlement-européen
PTB,,210,Dinant-Philippeville,1989,parlement-européen
CVP,,43419,Furnes-Dixmude-Ostende,1989,parlement-européen
SP,,29785,Furnes-Dixmude-Ostende,1989,parlement-européen
PVV,,31545,Furnes-Dixmude-Ostende,1989,parlement-européen
AGALEV-GR,,18140,Furnes-Dixmude-Ostende,1989,parlement-européen
VU-EVA,,18999,Furnes-Dixmude-Ostende,1989,parlement-européen
VLAAMS BLOK,,5783,Furnes-Dixmude-Ostende,1989,parlement-européen
PVDA,,482,Furnes-Dixmude-Ostende,1989,parlement-européen
REGEBO,,885,Furnes-Dixmude-Ostende,1989,parlement-européen
CVP,,119491,Gand-Eeklo,1989,parlement-européen
SP,,69727,Gand-Eeklo,1989,parlement-européen
PVV,,80067,Gand-Eeklo,1989,parlement-européen
AGALEV-GR,,49451,Gand-Eeklo,1989,parlement-européen
VU-EVA,,28475,Gand-Eeklo,1989,parlement-européen
VLAAMS BLOK,,17532,Gand-Eeklo,1989,parlement-européen
PVDA,,2061,Gand-Eeklo,1989,parlement-européen
REGEBO,,2790,Gand-Eeklo,1989,parlement-européen
CVP,,75372,Hasselt,1989,parlement-européen
SP,,56824,Hasselt,1989,parlement-européen
PVV,,26601,Hasselt,1989,parlement-européen
AGALEV-GR,,24315,Hasselt,1989,parlement-européen
VU-EVA,,19073,Hasselt,1989,parlement-européen
VLAAMS BLOK,,8714,Hasselt,1989,parlement-européen
PVDA,,1902,Hasselt,1989,parlement-européen
REGEBO,,1531,Hasselt,1989,parlement-européen
PSC,,19744,Huy-Waremme,1989,parlement-européen
PS,,50263,Huy-Waremme,1989,parlement-européen
PRL,,15431,Huy-Waremme,1989,parlement-européen
ECOLO,,11803,Huy-Waremme,1989,parlement-européen
ERE-FDF,,753,Huy-Waremme,1989,parlement-européen
LETD,,167,Huy-Waremme,1989,parlement-européen
P.H.-H.P.,,207,Huy-Waremme,1989,parlement-européen
POS,,334,Huy-Waremme,1989,parlement-européen
PTB,,225,Huy-Waremme,1989,parlement-européen
PSC,,52994,Liège,1989,parlement-européen
PS,,154477,Liège,1989,parlement-européen
PRL,,48638,Liège,1989,parlement-européen
ECOLO,,53063,Liège,1989,parlement-européen
ERE-FDF,,2729,Liège,1989,parlement-européen
LETD,,1016,Liège,1989,parlement-européen
P.H.-H.P.,,594,Liège,1989,parlement-européen
POS,,1794,Liège,1989,parlement-européen
PTB,,1728,Liège,1989,parlement-européen
CVP,,82041,Louvain,1989,parlement-européen
SP,,66275,Louvain,1989,parlement-européen
PVV,,54313,Louvain,1989,parlement-européen
AGALEV-GR,,33781,Louvain,1989,parlement-européen
VU-EVA,,25409,Louvain,1989,parlement-européen
VLAAMS BLOK,,11825,Louvain,1989,parlement-européen
PVDA,,1176,Louvain,1989,parlement-européen
REGEBO,,1768,Louvain,1989,parlement-européen
CVP,,70756,Malines,1989,parlement-européen
SP,,38617,Malines,1989,parlement-européen
PVV,,26222,Malines,1989,parlement-européen
AGALEV-GR,,23498,Malines,1989,parlement-européen
VU-EVA,,14762,Malines,1989,parlement-européen
VLAAMS BLOK,,17653,Malines,1989,parlement-européen
PVDA,,1007,Malines,1989,parlement-européen
REGEBO,,1274,Malines,1989,parlement-européen
PSC,,26988,Mons,1989,parlement-européen
PS,,73967,Mons,1989,parlement-européen
PRL,,13399,Mons,1989,parlement-européen
ECOLO,,17751,Mons,1989,parlement-européen
ERE-FDF,,842,Mons,1989,parlement-européen
LETD,,242,Mons,1989,parlement-européen
P.H.-H.P.,,289,Mons,1989,parlement-européen
POS,,731,Mons,1989,parlement-européen
PTB,,581,Mons,1989,parlement-européen
PSC,,41401,Namur,1989,parlement-européen
PS,,63072,Namur,1989,parlement-européen
PRL,,21432,Namur,1989,parlement-européen
ECOLO,,28697,Namur,1989,parlement-européen
ERE-FDF,,2275,Namur,1989,parlement-européen
LETD,,346,Namur,1989,parlement-européen
P.H.-H.P.,,338,Namur,1989,parlement-européen
POS,,514,Namur,1989,parlement-européen
PTB,,382,Namur,1989,parlement-européen
PSC,,21955,Neufchâteau-Virton,1989,parlement-européen
PS,,16301,Neufchâteau-Virton,1989,parlement-européen
PRL,,11736,Neufchâteau-Virton,1989,parlement-européen
ECOLO,,7643,Neufchâteau-Virton,1989,parlement-européen
ERE-FDF,,609,Neufchâteau-Virton,1989,parlement-européen
LETD,,78,Neufchâteau-Virton,1989,parlement-européen
P.H.-H.P.,,85,Neufchâteau-Virton,1989,parlement-européen
POS,,163,Neufchâteau-Virton,1989,parlement-européen
PTB,,126,Neufchâteau-Virton,1989,parlement-européen
PSC,,31297,Nivelles,1989,parlement-européen
PS,,57961,Nivelles,1989,parlement-européen
PRL,,49762,Nivelles,1989,parlement-européen
ECOLO,,35568,Nivelles,1989,parlement-européen
ERE-FDF,,5728,Nivelles,1989,parlement-européen
LETD,,318,Nivelles,1989,parlement-européen
P.H.-H.P.,,240,Nivelles,1989,parlement-européen
POS,,627,Nivelles,1989,parlement-européen
PTB,,388,Nivelles,1989,parlement-européen
CVP,,59321,Roulers-Tielt,1989,parlement-européen
SP,,27531,Roulers-Tielt,1989,parlement-européen
PVV,,22432,Roulers-Tielt,1989,parlement-européen
AGALEV-GR,,15850,Roulers-Tielt,1989,parlement-européen
VU-EVA,,13125,Roulers-Tielt,1989,parlement-européen
VLAAMS BLOK,,3069,Roulers-Tielt,1989,parlement-européen
PVDA,,427,Roulers-Tielt,1989,parlement-européen
REGEBO,,478,Roulers-Tielt,1989,parlement-européen
CVP,,48987,Saint-Nicolas,1989,parlement-européen
SP,,26535,Saint-Nicolas,1989,parlement-européen
PVV,,21821,Saint-Nicolas,1989,parlement-européen
AGALEV-GR,,15738,Saint-Nicolas,1989,parlement-européen
VU-EVA,,14377,Saint-Nicolas,1989,parlement-européen
VLAAMS BLOK,,11015,Saint-Nicolas,1989,parlement-européen
PVDA,,803,Saint-Nicolas,1989,parlement-européen
REGEBO,,936,Saint-Nicolas,1989,parlement-européen
PSC,,16394,Soignies,1989,parlement-européen
PS,,42525,Soignies,1989,parlement-européen
PRL,,15513,Soignies,1989,parlement-européen
ECOLO,,14183,Soignies,1989,parlement-européen
ERE-FDF,,754,Soignies,1989,parlement-européen
LETD,,213,Soignies,1989,parlement-européen
P.H.-H.P.,,195,Soignies,1989,parlement-européen
POS,,538,Soignies,1989,parlement-européen
PTB,,320,Soignies,1989,parlement-européen
CVP,,45520,Termonde,1989,parlement-européen
SP,,22529,Termonde,1989,parlement-européen
PVV,,24938,Termonde,1989,parlement-européen
AGALEV-GR,,11324,Termonde,1989,parlement-européen
VU-EVA,,9924,Termonde,1989,parlement-européen
VLAAMS BLOK,,5894,Termonde,1989,parlement-européen
PVDA,,445,Termonde,1989,parlement-européen
REGEBO,,649,Termonde,1989,parlement-européen
PSC,,14954,Thuin,1989,parlement-européen
PS,,33365,Thuin,1989,parlement-européen
PRL,,18572,Thuin,1989,parlement-européen
ECOLO,,11937,Thuin,1989,parlement-européen
ERE-FDF,,475,Thuin,1989,parlement-européen
LETD,,173,Thuin,1989,parlement-européen
P.H.-H.P.,,165,Thuin,1989,parlement-européen
POS,,407,Thuin,1989,parlement-européen
PTB,,306,Thuin,1989,parlement-européen
CVP,,82180,Tongres-Maaseik,1989,parlement-européen
SP,,47200,Tongres-Maaseik,1989,parlement-européen
PVV,,31982,Tongres-Maaseik,1989,parlement-européen
AGALEV-GR,,17520,Tongres-Maaseik,1989,parlement-européen
VU-EVA,,38755,Tongres-Maaseik,1989,parlement-européen
VLAAMS BLOK,,5309,Tongres-Maaseik,1989,parlement-européen
PVDA,,1535,Tongres-Maaseik,1989,parlement-européen
REGEBO,,1052,Tongres-Maaseik,1989,parlement-européen
PSC,,40281,Tournai-Ath-Mouscron,1989,parlement-européen
PS,,64517,Tournai-Ath-Mouscron,1989,parlement-européen
PRL,,30164,Tournai-Ath-Mouscron,1989,parlement-européen
ECOLO,,28007,Tournai-Ath-Mouscron,1989,parlement-européen
ERE-FDF,,1193,Tournai-Ath-Mouscron,1989,parlement-européen
LETD,,332,Tournai-Ath-Mouscron,1989,parlement-européen
P.H.-H.P.,,347,Tournai-Ath-Mouscron,1989,parlement-européen
POS,,600,Tournai-Ath-Mouscron,1989,parlement-européen
