Parti,Nombre de sièges,Nombre de voix,commune,date,election
P.S.,15.0,3338,Antoing,2000,conseils-communaux
G.O.,4.0,1120,Antoing,2000,conseils-communaux
AGALEV,6.0,29966,Anvers,2000,conseils-communaux
SP,12.0,52760,Anvers,2000,conseils-communaux
CVP,6.0,30096,Anvers,2000,conseils-communaux
VU-ID,1.0,8422,Anvers,2000,conseils-communaux
VLD,10.0,45903,Anvers,2000,conseils-communaux
VLAAMS BLOK,20.0,89213,Anvers,2000,conseils-communaux
VIVANT,,4193,Anvers,2000,conseils-communaux
PVDA,,4847,Anvers,2000,conseils-communaux
W.O.W.,,1844,Anvers,2000,conseils-communaux
E.D.B.,,397,Anvers,2000,conseils-communaux
AABC,,680,Anvers,2000,conseils-communaux
HUP-GSM,,495,Anvers,2000,conseils-communaux
SEX,,1934,Anvers,2000,conseils-communaux
VLAAMS BLOK,,405,Anzegem,2000,conseils-communaux
AKTIVI,3.0,1499,Anzegem,2000,conseils-communaux
RED,2.0,1114,Anzegem,2000,conseils-communaux
E.D.,10.0,3680,Anzegem,2000,conseils-communaux
GMB-CVP,8.0,3236,Anzegem,2000,conseils-communaux
CVP,6.0,1883,Ardooie,2000,conseils-communaux
GR.TW.,14.0,3975,Ardooie,2000,conseils-communaux
SOKA,1.0,740,Ardooie,2000,conseils-communaux
AGALEV,1.0,558,Arendonk,2000,conseils-communaux
SP,5.0,1829,Arendonk,2000,conseils-communaux
CVP,10.0,2889,Arendonk,2000,conseils-communaux
VLD,2.0,873,Arendonk,2000,conseils-communaux
VLAAMS BLOK,1.0,667,Arendonk,2000,conseils-communaux
NN.V.A.,2.0,971,Arendonk,2000,conseils-communaux
ECOLO,3.0,1938,Arlon,2000,conseils-communaux
P.S.,8.0,3943,Arlon,2000,conseils-communaux
PSC,9.0,4492,Arlon,2000,conseils-communaux
P.R.L.M.C.C.,7.0,3837,Arlon,2000,conseils-communaux
R.L.,,635,Arlon,2000,conseils-communaux
UDDU,,232,Arlon,2000,conseils-communaux
SP,5.0,1214,As,2000,conseils-communaux
CVP,5.0,1190,As,2000,conseils-communaux
VLD,1.0,552,As,2000,conseils-communaux
TRUYEN,8.0,1951,As,2000,conseils-communaux
AGALEV,1.0,1368,Asse,2000,conseils-communaux
SP,1.0,1221,Asse,2000,conseils-communaux
CVP,7.0,4113,Asse,2000,conseils-communaux
VLD,7.0,3891,Asse,2000,conseils-communaux
VLAAMS BLOK,3.0,2087,Asse,2000,conseils-communaux
SAMEN,8.0,4591,Asse,2000,conseils-communaux
ZELLIK,2.0,1813,Asse,2000,conseils-communaux
AGALEV,1.0,757,Assenede,2000,conseils-communaux
SP,2.0,1100,Assenede,2000,conseils-communaux
CVP,8.0,3084,Assenede,2000,conseils-communaux
SAMEN,12.0,4674,Assenede,2000,conseils-communaux
ECOLO,2.0,542,Assesse,2000,conseils-communaux
P.S.,1.0,351,Assesse,2000,conseils-communaux
ALN,4.0,985,Assesse,2000,conseils-communaux
U.C.A.,6.0,1269,Assesse,2000,conseils-communaux
AS.COM,4.0,860,Assesse,2000,conseils-communaux
ECOLO,1.0,1051,Ath,2000,conseils-communaux
P.S.,22.0,11743,Ath,2000,conseils-communaux
P.R.L.M.C.C.,5.0,3198,Ath,2000,conseils-communaux
PTB,,178,Ath,2000,conseils-communaux
IC-PSC,1.0,1146,Ath,2000,conseils-communaux
ECOLO,1.0,305,Attert,2000,conseils-communaux
P.R.L.M.C.C.,3.0,515,Attert,2000,conseils-communaux
ENSEMB,11.0,1608,Attert,2000,conseils-communaux
ACDL,,169,Attert,2000,conseils-communaux
ECOLO,2.0,898,Aubange,2000,conseils-communaux
P.S.,9.0,3006,Aubange,2000,conseils-communaux
PSC,7.0,2434,Aubange,2000,conseils-communaux
UDDU,,116,Aubange,2000,conseils-communaux
P.R.L.,5.0,1723,Aubange,2000,conseils-communaux
ECOLO,,237,Aubel,2000,conseils-communaux
A.D.,10.0,1659,Aubel,2000,conseils-communaux
O.S.E.R.,3.0,616,Aubel,2000,conseils-communaux
AGALEV,,1091,Audenarde,2000,conseils-communaux
VLD,12.0,7517,Audenarde,2000,conseils-communaux
VLAAMS BLOK,1.0,1140,Audenarde,2000,conseils-communaux
SAMEN,8.0,4912,Audenarde,2000,conseils-communaux
CVP-VU,8.0,5427,Audenarde,2000,conseils-communaux
ECOLO,4.0,2361,Auderghem,2000,conseils-communaux
P.S.,2.0,1267,Auderghem,2000,conseils-communaux
PSC,1.0,877,Auderghem,2000,conseils-communaux
P.R.L.,4.0,2230,Auderghem,2000,conseils-communaux
FDF,17.0,7754,Auderghem,2000,conseils-communaux
SAMEN,1.0,1058,Auderghem,2000,conseils-communaux
D.D.,,417,Auderghem,2000,conseils-communaux
AGALEV,,401,Avelgem,2000,conseils-communaux
CVP,11.0,3141,Avelgem,2000,conseils-communaux
NIEUW,10.0,3016,Avelgem,2000,conseils-communaux
ECOLO,1.0,543,Awans,2000,conseils-communaux
P.S.,9.0,2151,Awans,2000,conseils-communaux
P.R.L.,4.0,1267,Awans,2000,conseils-communaux
E.C.,5.0,1481,Awans,2000,conseils-communaux
ECOLO,2.0,837,Aywaille,2000,conseils-communaux
E.C.,13.0,3643,Aywaille,2000,conseils-communaux
V.I.S.A.,6.0,1764,Aywaille,2000,conseils-communaux
ECOLO,3.0,601,Baelen,2000,conseils-communaux
UNION,10.0,1617,Baelen,2000,conseils-communaux
AGALEV,1.0,199,Baerle-Duc,2000,conseils-communaux
C.D.K.,7.0,575,Baerle-Duc,2000,conseils-communaux
D.N.S.,3.0,321,Baerle-Duc,2000,conseils-communaux
AGALEV,,631,Balen,2000,conseils-communaux
CVP,10.0,4755,Balen,2000,conseils-communaux
VLD,6.0,2990,Balen,2000,conseils-communaux
VLAAMS BLOK,3.0,1807,Balen,2000,conseils-communaux
INZET,6.0,3152,Balen,2000,conseils-communaux
ECOLO,2.0,665,Bassenge,2000,conseils-communaux
P.S.,3.0,948,Bassenge,2000,conseils-communaux
PSC,11.0,2622,Bassenge,2000,conseils-communaux
A.P.C.,3.0,979,Bassenge,2000,conseils-communaux
PSC,9.0,3375,Bastogne,2000,conseils-communaux
OUVERT,,480,Bastogne,2000,conseils-communaux
AVENIR,14.0,4732,Bastogne,2000,conseils-communaux
P.S.,2.0,722,Beaumont,2000,conseils-communaux
P.R.L.M.C.C.,3.0,908,Beaumont,2000,conseils-communaux
I.C.I.,9.0,1926,Beaumont,2000,conseils-communaux
VIES,3.0,848,Beaumont,2000,conseils-communaux
ECOLO,1.0,476,Beauraing,2000,conseils-communaux
P.R.L.M.C.C.,4.0,1074,Beauraing,2000,conseils-communaux
I.N.,3.0,810,Beauraing,2000,conseils-communaux
R.D.P.,7.0,1513,Beauraing,2000,conseils-communaux
H.N.,4.0,972,Beauraing,2000,conseils-communaux
E,,207,Beauraing,2000,conseils-communaux
A,,319,Beauraing,2000,conseils-communaux
DEMAIN,,77,Beauraing,2000,conseils-communaux
ECOLO,2.0,580,Beauvechain,2000,conseils-communaux
E.C.,13.0,2790,Beauvechain,2000,conseils-communaux
R.R.C.,2.0,728,Beauvechain,2000,conseils-communaux
AGALEV,2.0,1049,Beernem,2000,conseils-communaux
CVP,13.0,5061,Beernem,2000,conseils-communaux
VLAAMS BLOK,,623,Beernem,2000,conseils-communaux
BRON,8.0,3479,Beernem,2000,conseils-communaux
AGALEV,1.0,899,Beerse,2000,conseils-communaux
VLD,3.0,1324,Beerse,2000,conseils-communaux
VLAAMS BLOK,2.0,1104,Beerse,2000,conseils-communaux
INZET,7.0,2550,Beerse,2000,conseils-communaux
VLIMBE,2.0,952,Beerse,2000,conseils-communaux
C.D.E.,10.0,3587,Beerse,2000,conseils-communaux
AGALEV,1.0,935,Beersel,2000,conseils-communaux
SP,1.0,912,Beersel,2000,conseils-communaux
CVP,11.0,4683,Beersel,2000,conseils-communaux
VU-ID,1.0,978,Beersel,2000,conseils-communaux
VLD,5.0,2700,Beersel,2000,conseils-communaux
VLAAMS BLOK,2.0,1241,Beersel,2000,conseils-communaux
UF,6.0,2776,Beersel,2000,conseils-communaux
O.R.B.,,711,Beersel,2000,conseils-communaux
SP,3.0,1083,Begijnendijk,2000,conseils-communaux
CVP,2.0,1038,Begijnendijk,2000,conseils-communaux
VIVANT,,313,Begijnendijk,2000,conseils-communaux
M.G.B.,11.0,3143,Begijnendijk,2000,conseils-communaux
C.D.B.,3.0,1072,Begijnendijk,2000,conseils-communaux
SP,6.0,1319,Bekkevoort,2000,conseils-communaux
CVP,4.0,1065,Bekkevoort,2000,conseils-communaux
VLD,4.0,1031,Bekkevoort,2000,conseils-communaux
G.B.L.,3.0,727,Bekkevoort,2000,conseils-communaux
ECOLO,,567,Beloeil,2000,conseils-communaux
P.S.,13.0,4273,Beloeil,2000,conseils-communaux
P.R.L.M.C.C.,7.0,2412,Beloeil,2000,conseils-communaux
I.C.2000,3.0,1379,Beloeil,2000,conseils-communaux
ECOLO,3.0,1345,Berchem-Sainte-Agathe,2000,conseils-communaux
PS-SP,2.0,1197,Berchem-Sainte-Agathe,2000,conseils-communaux
P.R.L.,5.0,1986,Berchem-Sainte-Agathe,2000,conseils-communaux
FDF,4.0,1582,Berchem-Sainte-Agathe,2000,conseils-communaux
VLAAMS BLOK,2.0,915,Berchem-Sainte-Agathe,2000,conseils-communaux
BERCHM,2.0,1014,Berchem-Sainte-Agathe,2000,conseils-communaux
L.B.G.,7.0,2656,Berchem-Sainte-Agathe,2000,conseils-communaux
SP,10.0,6988,Beringen,2000,conseils-communaux
CVP,12.0,8051,Beringen,2000,conseils-communaux
VLD,4.0,3694,Beringen,2000,conseils-communaux
VLAAMS BLOK,7.0,5185,Beringen,2000,conseils-communaux
V.V.D.,,1197,Beringen,2000,conseils-communaux
SP,4.0,1352,Berlaar,2000,conseils-communaux
CVP,9.0,2728,Berlaar,2000,conseils-communaux
VU-ID,4.0,1478,Berlaar,2000,conseils-communaux
VLD,3.0,1123,Berlaar,2000,conseils-communaux
VLAAMS BLOK,1.0,704,Berlaar,2000,conseils-communaux
AGALEV,,361,Berlare,2000,conseils-communaux
SP,1.0,873,Berlare,2000,conseils-communaux
CVP,12.0,4267,Berlare,2000,conseils-communaux
VLD,10.0,3916,Berlare,2000,conseils-communaux
BAL,,277,Berlare,2000,conseils-communaux
VIVANT,,91,Berlare,2000,conseils-communaux
I.C.,5.0,684,Berloz,2000,conseils-communaux
U.S.C.B.,2.0,326,Berloz,2000,conseils-communaux
G-B.,3.0,507,Berloz,2000,conseils-communaux
RGN,1.0,263,Berloz,2000,conseils-communaux
ECOLO,1.0,666,Bernissart,2000,conseils-communaux
P.S.,15.0,3908,Bernissart,2000,conseils-communaux
P.R.L.M.C.C.,3.0,1179,Bernissart,2000,conseils-communaux
H.C.,2.0,833,Bernissart,2000,conseils-communaux
AGALEV,2.0,835,Bertem,2000,conseils-communaux
SP,2.0,782,Bertem,2000,conseils-communaux
CVP,6.0,1764,Bertem,2000,conseils-communaux
GB-VLD,9.0,2328,Bertem,2000,conseils-communaux
ECOLO,,126,Bertogne,2000,conseils-communaux
G.C.,6.0,980,Bertogne,2000,conseils-communaux
I.C.,5.0,799,Bertogne,2000,conseils-communaux
ECOLO,1.0,431,Bertrix,2000,conseils-communaux
P.S.,1.0,506,Bertrix,2000,conseils-communaux
P.R.L.,6.0,1449,Bertrix,2000,conseils-communaux
UNION,7.0,1727,Bertrix,2000,conseils-communaux
E.T.E.,4.0,1202,Bertrix,2000,conseils-communaux
SP,2.0,3017,Beveren,2000,conseils-communaux
CVP,15.0,12436,Beveren,2000,conseils-communaux
VLAAMS BLOK,7.0,6333,Beveren,2000,conseils-communaux
VIVANT,,519,Beveren,2000,conseils-communaux
VLD.VU.A,11.0,9420,Beveren,2000,conseils-communaux
ECOLO,2.0,801,Beyne-Heusay,2000,conseils-communaux
P.S.,14.0,3678,Beyne-Heusay,2000,conseils-communaux
P.R.L.M.C.C.,3.0,942,Beyne-Heusay,2000,conseils-communaux
VIVANT,,114,Beyne-Heusay,2000,conseils-communaux
A.C.,2.0,847,Beyne-Heusay,2000,conseils-communaux
BLOC-W.,,182,Beyne-Heusay,2000,conseils-communaux
UPA,4.0,721,Bièvre,2000,conseils-communaux
ESPOIR,3.0,523,Bièvre,2000,conseils-communaux
HOR-NOU,6.0,905,Bièvre,2000,conseils-communaux
CVP,7.0,984,Biévène,2000,conseils-communaux
VLD,2.0,427,Biévène,2000,conseils-communaux
AGALEV,2.0,769,Bierbeek,2000,conseils-communaux
SP,2.0,706,Bierbeek,2000,conseils-communaux
CVP,7.0,1915,Bierbeek,2000,conseils-communaux
VU-ID,2.0,796,Bierbeek,2000,conseils-communaux
VLD,6.0,1805,Bierbeek,2000,conseils-communaux
AGALEV,,673,Bilzen,2000,conseils-communaux
SP,5.0,3257,Bilzen,2000,conseils-communaux
CVP,5.0,3663,Bilzen,2000,conseils-communaux
VLD,6.0,3703,Bilzen,2000,conseils-communaux
VLAAMS BLOK,2.0,1643,Bilzen,2000,conseils-communaux
NIEUW,10.0,6054,Bilzen,2000,conseils-communaux
DEMO,1.0,1499,Bilzen,2000,conseils-communaux
ECOLO,1.0,1198,Binche,2000,conseils-communaux
P.S.,11.0,6513,Binche,2000,conseils-communaux
P.R.L.M.C.C.,3.0,2287,Binche,2000,conseils-communaux
UNION,16.0,9131,Binche,2000,conseils-communaux
AGALEV,,627,Blankenberge,2000,conseils-communaux
SP,6.0,2747,Blankenberge,2000,conseils-communaux
CVP,5.0,2216,Blankenberge,2000,conseils-communaux
VLD,12.0,4893,Blankenberge,2000,conseils-communaux
VLAAMS BLOK,1.0,1043,Blankenberge,2000,conseils-communaux
DWARS,1.0,795,Blankenberge,2000,conseils-communaux
ECOLO,1.0,728,Blegny,2000,conseils-communaux
P.S.,12.0,3764,Blegny,2000,conseils-communaux
A.R.C.,10.0,3470,Blegny,2000,conseils-communaux
CVP,8.0,3095,Bocholt,2000,conseils-communaux
NU,9.0,3197,Bocholt,2000,conseils-communaux
SP-AGA,4.0,1660,Bocholt,2000,conseils-communaux
AGALEV,4.0,1569,Boechout,2000,conseils-communaux
SP,4.0,1621,Boechout,2000,conseils-communaux
VU-ID,6.0,2126,Boechout,2000,conseils-communaux
VLD,4.0,1613,Boechout,2000,conseils-communaux
VLAAMS BLOK,3.0,1137,Boechout,2000,conseils-communaux
CVP,4.0,1621,Boechout,2000,conseils-communaux
AGALEV,2.0,1118,Bonheiden,2000,conseils-communaux
SP,1.0,751,Bonheiden,2000,conseils-communaux
CVP,6.0,2180,Bonheiden,2000,conseils-communaux
VLD,2.0,1092,Bonheiden,2000,conseils-communaux
VLAAMS BLOK,2.0,1028,Bonheiden,2000,conseils-communaux
B.R.,10.0,3682,Bonheiden,2000,conseils-communaux
AGALEV,1.0,625,Boom,2000,conseils-communaux
SP,9.0,3345,Boom,2000,conseils-communaux
CVP,5.0,2096,Boom,2000,conseils-communaux
VU-ID,,226,Boom,2000,conseils-communaux
VLD,3.0,1543,Boom,2000,conseils-communaux
VLAAMS BLOK,5.0,2131,Boom,2000,conseils-communaux
BOB,,159,Boom,2000,conseils-communaux
ONA,,97,Boom,2000,conseils-communaux
AGALEV,,513,Boortmeerbeek,2000,conseils-communaux
SP,3.0,1125,Boortmeerbeek,2000,conseils-communaux
CVP,5.0,1635,Boortmeerbeek,2000,conseils-communaux
VLD,12.0,3808,Boortmeerbeek,2000,conseils-communaux
DOEN,1.0,728,Boortmeerbeek,2000,conseils-communaux
AGALEV,,243,Borgloon,2000,conseils-communaux
SP,6.0,1818,Borgloon,2000,conseils-communaux
CVP,3.0,1267,Borgloon,2000,conseils-communaux
VLD,10.0,3062,Borgloon,2000,conseils-communaux
VLAAMS BLOK,,334,Borgloon,2000,conseils-communaux
D.O.E.N.,2.0,881,Borgloon,2000,conseils-communaux
AGALEV,1.0,1199,Bornem,2000,conseils-communaux
SP,6.0,3132,Bornem,2000,conseils-communaux
CVP,14.0,6745,Bornem,2000,conseils-communaux
VLAAMS BLOK,2.0,1614,Bornem,2000,conseils-communaux
VLD-VU,2.0,1475,Bornem,2000,conseils-communaux
AGALEV,2.0,725,Borsbeek,2000,conseils-communaux
SP,1.0,539,Borsbeek,2000,conseils-communaux
CVP,7.0,2120,Borsbeek,2000,conseils-communaux
VU-ID,2.0,707,Borsbeek,2000,conseils-communaux
VLD,3.0,1021,Borsbeek,2000,conseils-communaux
VLAAMS BLOK,6.0,1680,Borsbeek,2000,conseils-communaux
VIVANT,,135,Borsbeek,2000,conseils-communaux
GEMBEL,,125,Borsbeek,2000,conseils-communaux
ACTION,3.0,675,Bouillon,2000,conseils-communaux
UNION,3.0,727,Bouillon,2000,conseils-communaux
P.R.,7.0,1268,Bouillon,2000,conseils-communaux
IDEES,4.0,932,Bouillon,2000,conseils-communaux
F.C.P.T.,,131,Bouillon,2000,conseils-communaux
SP,8.0,2889,Bourg-Léopold,2000,conseils-communaux
CVP,6.0,2347,Bourg-Léopold,2000,conseils-communaux
VLD,3.0,1551,Bourg-Léopold,2000,conseils-communaux
VLAAMS BLOK,4.0,1603,Bourg-Léopold,2000,conseils-communaux
VIVANT,,88,Bourg-Léopold,2000,conseils-communaux
DORP,2.0,997,Bourg-Léopold,2000,conseils-communaux
ECOLO,6.0,2258,Boussu,2000,conseils-communaux
P.S.,17.0,6080,Boussu,2000,conseils-communaux
PSC,2.0,1188,Boussu,2000,conseils-communaux
P.R.L.M.C.C.,2.0,1175,Boussu,2000,conseils-communaux
PC,,386,Boussu,2000,conseils-communaux
AGALEV,1.0,430,Boutersem,2000,conseils-communaux
SP,8.0,1968,Boutersem,2000,conseils-communaux
CVP,4.0,1153,Boutersem,2000,conseils-communaux
VLD,6.0,1395,Boutersem,2000,conseils-communaux
G.B.L.,,190,Boutersem,2000,conseils-communaux
ECOLO,6.0,4215,Braine-l' Alleud,2000,conseils-communaux
P.R.L.F.D.F.,14.0,9408,Braine-l' Alleud,2000,conseils-communaux
P.S.,8.0,5475,Braine-l' Alleud,2000,conseils-communaux
PSC-HJ,3.0,2597,Braine-l' Alleud,2000,conseils-communaux
ECOLO,2.0,814,Braine-le-Château,2000,conseils-communaux
P.S.,3.0,1052,Braine-le-Château,2000,conseils-communaux
R.B.,12.0,3006,Braine-le-Château,2000,conseils-communaux
AVENIR,2.0,736,Braine-le-Château,2000,conseils-communaux
VIVANT,,106,Braine-le-Château,2000,conseils-communaux
ECOLO,1.0,1086,Braine-le-Comte,2000,conseils-communaux
P.S.,7.0,3304,Braine-le-Comte,2000,conseils-communaux
I.C.,7.0,3007,Braine-le-Comte,2000,conseils-communaux
LB-PRL,10.0,4347,Braine-le-Comte,2000,conseils-communaux
ECOLO,1.0,392,Braives,2000,conseils-communaux
P.S.,8.0,1600,Braives,2000,conseils-communaux
E.C.,8.0,1641,Braives,2000,conseils-communaux
AGALEV,,563,Brakel,2000,conseils-communaux
SP,4.0,1803,Brakel,2000,conseils-communaux
CVP,7.0,2976,Brakel,2000,conseils-communaux
VLD,12.0,4789,Brakel,2000,conseils-communaux
AGALEV,3.0,2451,Brasschaat,2000,conseils-communaux
SP,1.0,1400,Brasschaat,2000,conseils-communaux
CVP,11.0,7224,Brasschaat,2000,conseils-communaux
VU-ID,3.0,2252,Brasschaat,2000,conseils-communaux
VLD,8.0,5517,Brasschaat,2000,conseils-communaux
VLAAMS BLOK,7.0,4870,Brasschaat,2000,conseils-communaux
R.B.,,460,Brasschaat,2000,conseils-communaux
AGALEV,2.0,1378,Brecht,2000,conseils-communaux
SP,1.0,1091,Brecht,2000,conseils-communaux
CVP,3.0,2098,Brecht,2000,conseils-communaux
VU-ID,,632,Brecht,2000,conseils-communaux
VLD,5.0,2732,Brecht,2000,conseils-communaux
VLAAMS BLOK,5.0,3018,Brecht,2000,conseils-communaux
CDB,11.0,5505,Brecht,2000,conseils-communaux
SP,16.0,5660,Bredene,2000,conseils-communaux
CVP,4.0,1584,Bredene,2000,conseils-communaux
VLD,1.0,812,Bredene,2000,conseils-communaux
VLAAMS BLOK,1.0,751,Bredene,2000,conseils-communaux
V.O.B.,1.0,787,Bredene,2000,conseils-communaux
V.I.T.A.L.,,82,Bredene,2000,conseils-communaux
CVP,7.0,2979,Bree,2000,conseils-communaux
VLAAMS BLOK,1.0,735,Bree,2000,conseils-communaux
BROS,2.0,1096,Bree,2000,conseils-communaux
JONG,13.0,5124,Bree,2000,conseils-communaux
ECOLO,,189,Brugelette,2000,conseils-communaux
P.S.,4.0,648,Brugelette,2000,conseils-communaux
B.R.,8.0,1003,Brugelette,2000,conseils-communaux
I.C.B.,1.0,269,Brugelette,2000,conseils-communaux
F.M.,,69,Brugelette,2000,conseils-communaux
AGALEV,3.0,6706,Bruges,2000,conseils-communaux
SP,12.0,18959,Bruges,2000,conseils-communaux
CVP,19.0,28895,Bruges,2000,conseils-communaux
VU-ID,1.0,2960,Bruges,2000,conseils-communaux
VLD,8.0,13651,Bruges,2000,conseils-communaux
VLAAMS BLOK,4.0,8375,Bruges,2000,conseils-communaux
PVDA,,257,Bruges,2000,conseils-communaux
NWP,,203,Bruges,2000,conseils-communaux
Z.O.O.Z.,,328,Bruges,2000,conseils-communaux
ECOLO,1.0,412,Brunehaut,2000,conseils-communaux
P.S.,12.0,2405,Brunehaut,2000,conseils-communaux
PSC,,355,Brunehaut,2000,conseils-communaux
I.C.,6.0,1427,Brunehaut,2000,conseils-communaux
AGALEV,1.0,1766,Bruxelles,2000,conseils-communaux
ECOLO,9.0,9265,Bruxelles,2000,conseils-communaux
P.S.,13.0,12662,Bruxelles,2000,conseils-communaux
VU-ID,1.0,2108,Bruxelles,2000,conseils-communaux
VLAAMS BLOK,2.0,2885,Bruxelles,2000,conseils-communaux
FN,,1602,Bruxelles,2000,conseils-communaux
UDB,1.0,1760,Bruxelles,2000,conseils-communaux
L.B.,16.0,14977,Bruxelles,2000,conseils-communaux
PSC/CVP,4.0,4962,Bruxelles,2000,conseils-communaux
VIVANT,,880,Bruxelles,2000,conseils-communaux
FNB,,947,Bruxelles,2000,conseils-communaux
P.T.B.-P.V.D.A.,,318,Bruxelles,2000,conseils-communaux
SP,2.0,955,Buggenhout,2000,conseils-communaux
CVP,8.0,3026,Buggenhout,2000,conseils-communaux
VLD,2.0,1050,Buggenhout,2000,conseils-communaux
VLAAMS BLOK,1.0,785,Buggenhout,2000,conseils-communaux
BAL,2.0,1200,Buggenhout,2000,conseils-communaux
VIVANT,,98,Buggenhout,2000,conseils-communaux
NCD,8.0,2873,Buggenhout,2000,conseils-communaux
EG-EVG,9.0,1676,Bullange,2000,conseils-communaux
J-2000,1.0,369,Bullange,2000,conseils-communaux
GB2000,7.0,1252,Bullange,2000,conseils-communaux
INTCOM,11.0,1541,Burdinne,2000,conseils-communaux
VIVANT,,214,Burdinne,2000,conseils-communaux
G.I.,10.0,1571,Burg-Reuland,2000,conseils-communaux
Z.O.K.,3.0,606,Burg-Reuland,2000,conseils-communaux
F.B.,,184,Burg-Reuland,2000,conseils-communaux
F.B.L.,9.0,1662,Butgenbach,2000,conseils-communaux
REUTER,8.0,1590,Butgenbach,2000,conseils-communaux
