Parti,Nombre de sièges,Nombre de voix,canton,date,election
Cath/Kath,,3994,Aarschot,1936,chambre-des-représentants
Liberal/Liberaal,,1258,Aarschot,1936,chambre-des-représentants
Social,,1848,Aarschot,1936,chambre-des-représentants
Vl. National.Fl,,677,Aarschot,1936,chambre-des-représentants
Comm,,104,Aarschot,1936,chambre-des-représentants
Rex,,376,Aarschot,1936,chambre-des-représentants
Isolé,,193,Aarschot,1936,chambre-des-représentants
Cath/Kath,,5220,Alost,1936,chambre-des-représentants
Liberal/Liberaal,,2681,Alost,1936,chambre-des-représentants
Social,,6972,Alost,1936,chambre-des-représentants
Vl. National.Fl,,4535,Alost,1936,chambre-des-représentants
Comm,,1611,Alost,1936,chambre-des-représentants
Rex,,1939,Alost,1936,chambre-des-représentants
Realist.,,101,Alost,1936,chambre-des-représentants
Diss. Vl. National.Fl,,501,Alost,1936,chambre-des-représentants
Boeren,,407,Alost,1936,chambre-des-représentants
Indép/onafh.,,2106,Alost,1936,chambre-des-représentants
Cath/Kath,,1271,Andenne,1936,chambre-des-représentants
Liberal/Liberaal,,1063,Andenne,1936,chambre-des-représentants
Social,,3157,Andenne,1936,chambre-des-représentants
Rex,,1110,Andenne,1936,chambre-des-représentants
Cath/Kath,,5731,Anderlecht,1936,chambre-des-représentants
Liberal/Liberaal,,3704,Anderlecht,1936,chambre-des-représentants
Social,,10815,Anderlecht,1936,chambre-des-représentants
Vl. National.Fl,,1291,Anderlecht,1936,chambre-des-représentants
Comm,,3699,Anderlecht,1936,chambre-des-représentants
Rex,,3999,Anderlecht,1936,chambre-des-représentants
Realist.,,895,Anderlecht,1936,chambre-des-représentants
Parti National indépenda,,103,Anderlecht,1936,chambre-des-représentants
Handelaars/Marchands,,29,Anderlecht,1936,chambre-des-représentants
Isolé,,23,Anderlecht,1936,chambre-des-représentants
Cath/Kath,,1654,Antoing,1936,chambre-des-représentants
Liberal/Liberaal,,806,Antoing,1936,chambre-des-représentants
Social,,3933,Antoing,1936,chambre-des-représentants
Comm,,193,Antoing,1936,chambre-des-représentants
Rex,,894,Antoing,1936,chambre-des-représentants
Démocrates Chrétiens,,601,Antoing,1936,chambre-des-représentants
Agrariens,,268,Antoing,1936,chambre-des-représentants
Cath/Kath,,20540,Anvers,1936,chambre-des-représentants
Liberal/Liberaal,,14388,Anvers,1936,chambre-des-représentants
Social,,29384,Anvers,1936,chambre-des-représentants
Vl. National.Fl,,3930,Anvers,1936,chambre-des-représentants
Comm,,3355,Anvers,1936,chambre-des-représentants
Rex,,6531,Anvers,1936,chambre-des-représentants
Realist.,,992,Anvers,1936,chambre-des-représentants
Radical.,,345,Anvers,1936,chambre-des-représentants
Volkskandidaten,,4589,Anvers,1936,chambre-des-représentants
Cath/Kath,,1770,Ardooie,1936,chambre-des-représentants
Liberal/Liberaal,,25,Ardooie,1936,chambre-des-représentants
Social,,619,Ardooie,1936,chambre-des-représentants
Vl. National.Fl,,766,Ardooie,1936,chambre-des-représentants
Rex,,263,Ardooie,1936,chambre-des-représentants
Duivenliefhebbers,,116,Ardooie,1936,chambre-des-représentants
Cath/Kath,,2796,Arendonk,1936,chambre-des-représentants
Liberal/Liberaal,,43,Arendonk,1936,chambre-des-représentants
Social,,794,Arendonk,1936,chambre-des-représentants
Vl. National.Fl,,1388,Arendonk,1936,chambre-des-représentants
Comm,,77,Arendonk,1936,chambre-des-représentants
Rex,,190,Arendonk,1936,chambre-des-représentants
Cath/Kath,,2572,Arlon,1936,chambre-des-représentants
Liberal/Liberaal,,1143,Arlon,1936,chambre-des-représentants
Social,,2170,Arlon,1936,chambre-des-représentants
Rex,,1191,Arlon,1936,chambre-des-représentants
Cath/Kath,,6601,Asse,1936,chambre-des-représentants
Liberal/Liberaal,,1407,Asse,1936,chambre-des-représentants
Social,,1844,Asse,1936,chambre-des-représentants
Vl. National.Fl,,3760,Asse,1936,chambre-des-représentants
Comm,,567,Asse,1936,chambre-des-représentants
Rex,,390,Asse,1936,chambre-des-représentants
Realist.,,162,Asse,1936,chambre-des-représentants
Parti National indépenda,,73,Asse,1936,chambre-des-représentants
Handelaars/Marchands,,20,Asse,1936,chambre-des-représentants
Isolé,,22,Asse,1936,chambre-des-représentants
Cath/Kath,,3045,Assenede,1936,chambre-des-représentants
Liberal/Liberaal,,733,Assenede,1936,chambre-des-représentants
Social,,2203,Assenede,1936,chambre-des-représentants
Vl. National.Fl,,640,Assenede,1936,chambre-des-représentants
Comm,,135,Assenede,1936,chambre-des-représentants
Rex,,129,Assenede,1936,chambre-des-représentants
Realist.,,8,Assenede,1936,chambre-des-représentants
Lastenbetalers,,30,Assenede,1936,chambre-des-représentants
Cath/Kath,,1167,Ath,1936,chambre-des-représentants
Liberal/Liberaal,,1156,Ath,1936,chambre-des-représentants
Social,,2558,Ath,1936,chambre-des-représentants
Comm,,286,Ath,1936,chambre-des-représentants
Rex,,600,Ath,1936,chambre-des-représentants
Démocrates Chrétiens,,143,Ath,1936,chambre-des-représentants
Agrariens,,178,Ath,1936,chambre-des-représentants
Cath/Kath,,2776,Aubel,1936,chambre-des-représentants
Liberal/Liberaal,,287,Aubel,1936,chambre-des-représentants
Social,,671,Aubel,1936,chambre-des-représentants
Comm,,300,Aubel,1936,chambre-des-représentants
