Parti,Nombre de sièges,Nombre de voix,arrondissement,date,election
Cath/Kath,2.0,16054,Alost,1936,chambre-des-représentants
Liberal/Liberaal,1.0,9034,Alost,1936,chambre-des-représentants
Social,2.0,16999,Alost,1936,chambre-des-représentants
Vl. National.Fl,1.0,10723,Alost,1936,chambre-des-représentants
Comm,,2834,Alost,1936,chambre-des-représentants
Rex,,4243,Alost,1936,chambre-des-représentants
Realist.,,357,Alost,1936,chambre-des-représentants
Diss. Vl. National.Fl,,897,Alost,1936,chambre-des-représentants
Boeren,,743,Alost,1936,chambre-des-représentants
Indép/onafh.,,4236,Alost,1936,chambre-des-représentants
Cath/Kath,6.0,64540,Anvers,1936,chambre-des-représentants
Liberal/Liberaal,3.0,26349,Anvers,1936,chambre-des-représentants
Social,7.0,71151,Anvers,1936,chambre-des-représentants
Vl. National.Fl,1.0,10584,Anvers,1936,chambre-des-représentants
Comm,,6269,Anvers,1936,chambre-des-représentants
Rex,1.0,13811,Anvers,1936,chambre-des-représentants
Realist.,,2429,Anvers,1936,chambre-des-représentants
Radical.,,709,Anvers,1936,chambre-des-représentants
Volkskandidaten,,7997,Anvers,1936,chambre-des-représentants
Cath/Kath,1.0,12461,Arlon-Marche-Bastogne,1936,chambre-des-représentants
Liberal/Liberaal,,4906,Arlon-Marche-Bastogne,1936,chambre-des-représentants
Social,1.0,8739,Arlon-Marche-Bastogne,1936,chambre-des-représentants
Rex,1.0,10457,Arlon-Marche-Bastogne,1936,chambre-des-représentants
Cath/Kath,1.0,10330,Audenarde,1936,chambre-des-représentants
Liberal/Liberaal,1.0,7918,Audenarde,1936,chambre-des-représentants
Social,,8270,Audenarde,1936,chambre-des-représentants
Vl. National.Fl,,2308,Audenarde,1936,chambre-des-représentants
Comm,,968,Audenarde,1936,chambre-des-représentants
Rex,1.0,3969,Audenarde,1936,chambre-des-représentants
Cath/Kath,1.0,17628,Bruges,1936,chambre-des-représentants
Liberal/Liberaal,1.0,5246,Bruges,1936,chambre-des-représentants
Social,1.0,14105,Bruges,1936,chambre-des-représentants
Vl. National.Fl,1.0,7792,Bruges,1936,chambre-des-représentants
Rex,,4695,Bruges,1936,chambre-des-représentants
Realist.,,198,Bruges,1936,chambre-des-représentants
Cath/Kath,7.0,78800,Bruxelles,1936,chambre-des-représentants
Liberal/Liberaal,5.0,55151,Bruxelles,1936,chambre-des-représentants
Social,8.0,85474,Bruxelles,1936,chambre-des-représentants
Vl. National.Fl,2.0,20139,Bruxelles,1936,chambre-des-représentants
Comm,3.0,34789,Bruxelles,1936,chambre-des-représentants
Rex,5.0,53582,Bruxelles,1936,chambre-des-représentants
Realist.,,8740,Bruxelles,1936,chambre-des-représentants
Parti National indépenda,,2072,Bruxelles,1936,chambre-des-représentants
Handelaars/Marchands,,391,Bruxelles,1936,chambre-des-représentants
Isolé,,573,Bruxelles,1936,chambre-des-représentants
Cath/Kath,1.0,14308,Charleroi,1936,chambre-des-représentants
Liberal/Liberaal,1.0,11759,Charleroi,1936,chambre-des-représentants
Social,5.0,67940,Charleroi,1936,chambre-des-représentants
Comm,2.0,18752,Charleroi,1936,chambre-des-représentants
Rex,1.0,11746,Charleroi,1936,chambre-des-représentants
Démocrates Chrétiens,1.0,9733,Charleroi,1936,chambre-des-représentants
Rev. Soc. Actie,,2082,Charleroi,1936,chambre-des-représentants
Producteurs,,225,Charleroi,1936,chambre-des-représentants
Cath/Kath,3.0,29787,Courtrai,1936,chambre-des-représentants
Liberal/Liberaal,,4612,Courtrai,1936,chambre-des-représentants
Social,3.0,26763,Courtrai,1936,chambre-des-représentants
Vl. National.Fl,,4077,Courtrai,1936,chambre-des-représentants
Rex,,8146,Courtrai,1936,chambre-des-représentants
Realist.,,340,Courtrai,1936,chambre-des-représentants
Diss. Vl. National.Fl,,419,Courtrai,1936,chambre-des-représentants
Cath/Kath,1.0,13542,Dinant-Philippeville,1936,chambre-des-représentants
Liberal/Liberaal,,7231,Dinant-Philippeville,1936,chambre-des-représentants
Social,2.0,13336,Dinant-Philippeville,1936,chambre-des-représentants
Rex,1.0,9556,Dinant-Philippeville,1936,chambre-des-représentants
Cath/Kath,2.0,17238,Furnes-Dixmude-Ostende,1936,chambre-des-représentants
Liberal/Liberaal,1.0,7995,Furnes-Dixmude-Ostende,1936,chambre-des-représentants
Social,1.0,11566,Furnes-Dixmude-Ostende,1936,chambre-des-représentants
Vl. National.Fl,1.0,10499,Furnes-Dixmude-Ostende,1936,chambre-des-représentants
Rex,,3413,Furnes-Dixmude-Ostende,1936,chambre-des-représentants
Cath/Kath,4.0,52646,Gand-Eeklo,1936,chambre-des-représentants
Liberal/Liberaal,1.0,13082,Gand-Eeklo,1936,chambre-des-représentants
Social,4.0,38758,Gand-Eeklo,1936,chambre-des-représentants
Vl. National.Fl,2.0,22922,Gand-Eeklo,1936,chambre-des-représentants
Comm,,7871,Gand-Eeklo,1936,chambre-des-représentants
Rex,1.0,10051,Gand-Eeklo,1936,chambre-des-représentants
Realist.,,975,Gand-Eeklo,1936,chambre-des-représentants
Lastenbetalers,,898,Gand-Eeklo,1936,chambre-des-représentants
Cath/Kath,3.0,17593,Hasselt,1936,chambre-des-représentants
Liberal/Liberaal,,6143,Hasselt,1936,chambre-des-représentants
Social,,6930,Hasselt,1936,chambre-des-représentants
