Parti,Nombre de sièges,Nombre de voix,province,date,election
Cath/Kath,12.0,118896,Anvers,1936,chambre-des-représentants
Liberal/Liberaal,3.0,36530,Anvers,1936,chambre-des-représentants
Social,10.0,102407,Anvers,1936,chambre-des-représentants
Vl. National.Fl,3.0,30001,Anvers,1936,chambre-des-représentants
Comm,,8788,Anvers,1936,chambre-des-représentants
Rex,1.0,19213,Anvers,1936,chambre-des-représentants
Realist.,,2701,Anvers,1936,chambre-des-représentants
Radical.,,709,Anvers,1936,chambre-des-représentants
Volkskandidaten,,7997,Anvers,1936,chambre-des-représentants
Bloc corporatif,,692,Anvers,1936,chambre-des-représentants
Cath/Kath,11.0,120580,Brabant,1936,chambre-des-représentants
Liberal/Liberaal,7.0,80781,Brabant,1936,chambre-des-représentants
Social,13.0,133231,Brabant,1936,chambre-des-représentants
Vl. National.Fl,2.0,26952,Brabant,1936,chambre-des-représentants
Comm,3.0,40344,Brabant,1936,chambre-des-représentants
Rex,6.0,68685,Brabant,1936,chambre-des-représentants
Realist.,,8740,Brabant,1936,chambre-des-représentants
Parti National indépenda,,2072,Brabant,1936,chambre-des-représentants
Handelaars/Marchands,,391,Brabant,1936,chambre-des-représentants
Isolé,,1153,Brabant,1936,chambre-des-représentants
Cath/Kath,9.0,98964,Flandre occidentale,1936,chambre-des-représentants
Liberal/Liberaal,2.0,22147,Flandre occidentale,1936,chambre-des-représentants
Social,7.0,70171,Flandre occidentale,1936,chambre-des-représentants
Vl. National.Fl,4.0,41623,Flandre occidentale,1936,chambre-des-représentants
Rex,,24891,Flandre occidentale,1936,chambre-des-représentants
Realist.,,538,Flandre occidentale,1936,chambre-des-représentants
Diss. Vl. National.Fl,,419,Flandre occidentale,1936,chambre-des-représentants
Duivenliefhebbers,,918,Flandre occidentale,1936,chambre-des-représentants
Cath/Kath,12.0,124428,Flandre orientale,1936,chambre-des-représentants
Liberal/Liberaal,3.0,38885,Flandre orientale,1936,chambre-des-représentants
Social,8.0,91993,Flandre orientale,1936,chambre-des-représentants
Vl. National.Fl,4.0,44480,Flandre orientale,1936,chambre-des-représentants
Comm,,13062,Flandre orientale,1936,chambre-des-représentants
Rex,2.0,22288,Flandre orientale,1936,chambre-des-représentants
Realist.,,1332,Flandre orientale,1936,chambre-des-représentants
Diss. Vl. National.Fl,,1199,Flandre orientale,1936,chambre-des-représentants
Lastenbetalers,,898,Flandre orientale,1936,chambre-des-représentants
Boeren,,743,Flandre orientale,1936,chambre-des-représentants
Indép/onafh.,,4236,Flandre orientale,1936,chambre-des-représentants
Cath/Kath,4.0,54971,Hainaut,1936,chambre-des-représentants
Liberal/Liberaal,4.0,44488,Hainaut,1936,chambre-des-représentants
Social,16.0,177291,Hainaut,1936,chambre-des-représentants
Comm,3.0,42474,Hainaut,1936,chambre-des-représentants
Rex,3.0,33961,Hainaut,1936,chambre-des-représentants
Démocrates Chrétiens,2.0,22224,Hainaut,1936,chambre-des-représentants
Rev. Soc. Actie,,2082,Hainaut,1936,chambre-des-représentants
Producteurs,,225,Hainaut,1936,chambre-des-représentants
Diss. Social.,,7050,Hainaut,1936,chambre-des-représentants
Agrariens,,4989,Hainaut,1936,chambre-des-représentants
Cath/Kath,4.0,47255,Liège,1936,chambre-des-représentants
Liberal/Liberaal,2.0,29409,Liège,1936,chambre-des-représentants
Social,10.0,113426,Liège,1936,chambre-des-représentants
Comm,3.0,38555,Liège,1936,chambre-des-représentants
Rex,5.0,55582,Liège,1936,chambre-des-représentants
Realist.,,1678,Liège,1936,chambre-des-représentants
Agriculteurs-Landbouwers,,1252,Liège,1936,chambre-des-représentants
Cath/Kath,5.0,39204,Limbourg,1936,chambre-des-représentants
Liberal/Liberaal,1.0,13983,Limbourg,1936,chambre-des-représentants
Social,,13285,Limbourg,1936,chambre-des-représentants
Vl. National.Fl,3.0,23681,Limbourg,1936,chambre-des-représentants
Rex,,5738,Limbourg,1936,chambre-des-représentants
Klok,,1518,Limbourg,1936,chambre-des-représentants
Quaedvlieg,,67,Limbourg,1936,chambre-des-représentants
Cath/Kath,2.0,22537,Luxembourg,1936,chambre-des-représentants
Liberal/Liberaal,,8180,Luxembourg,1936,chambre-des-représentants
Social,2.0,16004,Luxembourg,1936,chambre-des-représentants
Rex,2.0,19146,Luxembourg,1936,chambre-des-représentants
Cath/Kath,2.0,26882,Namur,1936,chambre-des-représentants
Liberal/Liberaal,1.0,18567,Namur,1936,chambre-des-représentants
Social,4.0,40677,Namur,1936,chambre-des-représentants
Rex,2.0,21977,Namur,1936,chambre-des-représentants
