Parti,Nombre de sièges,Nombre de voix,province,date,election
Cath/Kath,6,128892,Anvers,1904,sénat
Liberal/Liberaal,4,77651,Anvers,1904,sénat
Cath/Kath,8,158589,Brabant,1904,sénat
Socialist,1,37570,Brabant,1904,sénat
Liberal/Liberaal,6,133112,Brabant,1904,sénat
NATIONAL INDEPENDANT,1,19991,Brabant,1904,sénat
Cath/Kath,7,114221,Flandre occidentale,1904,sénat
Liberal/Liberaal,3,55158,Flandre occidentale,1904,sénat
Cath/Kath,2,43329,Luxembourg,1904,sénat
Liberal/Liberaal,1,27799,Luxembourg,1904,sénat
Cath/Kath,2,66714,Namur,1904,sénat
Liberal/Liberaal,2,58308,Namur,1904,sénat
