Parti,Nombre de sièges,Nombre de voix,province,date,election
F.D.W.,0,311,Province de Hainaut,2009,parlement-wallon
REPUBLICAIN-WALLON,0,248,Province de Hainaut,2009,parlement-wallon
PSL,0,411,Province de Hainaut,2009,parlement-wallon
CAP DORAZIO,0,661,Province de Hainaut,2009,parlement-wallon
MS,0,3858,Province de Hainaut,2009,parlement-wallon
LiDé,0,1855,Province de Hainaut,2009,parlement-wallon
PC - GE,0,3320,Province de Hainaut,2009,parlement-wallon
WALLONS,0,5814,Province de Hainaut,2009,parlement-wallon
FN PLUS,0,7844,Province de Hainaut,2009,parlement-wallon
WALLONIE D'ABORD,0,7649,Province de Hainaut,2009,parlement-wallon
PTB+,0,9723,Province de Hainaut,2009,parlement-wallon
R.W.F.,0,9716,Province de Hainaut,2009,parlement-wallon
FN,0,28078,Province de Hainaut,2009,parlement-wallon
CDH,4,102433,Province de Hainaut,2009,parlement-wallon
MR,6,141906,Province de Hainaut,2009,parlement-wallon
ECOLO,5,109766,Province de Hainaut,2009,parlement-wallon
PS,14,293542,Province de Hainaut,2009,parlement-wallon
RIPOST,0,279,Province de Liège,2009,parlement-wallon
GPS,0,399,Province de Liège,2009,parlement-wallon
VELORUTION,0,429,Province de Liège,2009,parlement-wallon
CAP DORAZIO,0,531,Province de Liège,2009,parlement-wallon
PSL,0,792,Province de Liège,2009,parlement-wallon
MS,0,1821,Province de Liège,2009,parlement-wallon
LiDé,0,1337,Province de Liège,2009,parlement-wallon
PC - GE,0,1952,Province de Liège,2009,parlement-wallon
FN PLUS,0,1669,Province de Liège,2009,parlement-wallon
WALLONS,0,2825,Province de Liège,2009,parlement-wallon
PARTI PENSIONNES,0,3939,Province de Liège,2009,parlement-wallon
WALLONIE D'ABORD,0,5512,Province de Liège,2009,parlement-wallon
R.W.F.,0,6726,Province de Liège,2009,parlement-wallon
PTB+,0,11045,Province de Liège,2009,parlement-wallon
FN,0,16318,Province de Liège,2009,parlement-wallon
CDH,3,88866,Province de Liège,2009,parlement-wallon
MR,6,133896,Province de Liège,2009,parlement-wallon
PS,9,203196,Province de Liège,2009,parlement-wallon
ECOLO,5,124056,Province de Liège,2009,parlement-wallon
MS,0,121,Province de Luxembourg,2009,parlement-wallon
CDF,0,332,Province de Luxembourg,2009,parlement-wallon
ACNV,0,379,Province de Luxembourg,2009,parlement-wallon
PC - GE,0,426,Province de Luxembourg,2009,parlement-wallon
PTB+,0,681,Province de Luxembourg,2009,parlement-wallon
R.W.F.,0,1935,Province de Luxembourg,2009,parlement-wallon
FN PLUS,0,2445,Province de Luxembourg,2009,parlement-wallon
CDH,3,47568,Province de Luxembourg,2009,parlement-wallon
PS,2,41368,Province de Luxembourg,2009,parlement-wallon
MR,0,38989,Province de Luxembourg,2009,parlement-wallon
ECOLO,0,27277,Province de Luxembourg,2009,parlement-wallon
MS,0,536,Province de Namur,2009,parlement-wallon
PC - GE,0,417,Province de Namur,2009,parlement-wallon
OSER,0,717,Province de Namur,2009,parlement-wallon
CDF,0,1010,Province de Namur,2009,parlement-wallon
FN PLUS,0,1158,Province de Namur,2009,parlement-wallon
LiDé,0,1571,Province de Namur,2009,parlement-wallon
PTB+,0,2321,Province de Namur,2009,parlement-wallon
WALLONIE D'ABORD,0,4410,Province de Namur,2009,parlement-wallon
R.W.F.,0,6190,Province de Namur,2009,parlement-wallon
FN,0,8144,Province de Namur,2009,parlement-wallon
CDH,2,51730,Province de Namur,2009,parlement-wallon
MR,3,72519,Province de Namur,2009,parlement-wallon
PS,3,79007,Province de Namur,2009,parlement-wallon
ECOLO,2,57922,Province de Namur,2009,parlement-wallon
MS,0,134,Province du Brabant wallon,2009,parlement-wallon
PSL,0,305,Province du Brabant wallon,2009,parlement-wallon
PC - GE,0,316,Province du Brabant wallon,2009,parlement-wallon
CAP DORAZIO,0,923,Province du Brabant wallon,2009,parlement-wallon
PTB+,0,1105,Province du Brabant wallon,2009,parlement-wallon
WALLONS,0,1369,Province du Brabant wallon,2009,parlement-wallon
Belgique Positif,0,1511,Province du Brabant wallon,2009,parlement-wallon
WALLONIE D'ABORD,0,1684,Province du Brabant wallon,2009,parlement-wallon
R.W.F.,0,3388,Province du Brabant wallon,2009,parlement-wallon
FN,0,4834,Province du Brabant wallon,2009,parlement-wallon
CDH,1,33355,Province du Brabant wallon,2009,parlement-wallon
PS,1,40690,Province du Brabant wallon,2009,parlement-wallon
MR,4,82482,Province du Brabant wallon,2009,parlement-wallon
ECOLO,2,53046,Province du Brabant wallon,2009,parlement-wallon
