Parti,Nombre de sièges,Nombre de voix,canton,date,election
PS,,7617,Canton d'Andenne,2009,parlement-wallon
CDH,,2812,Canton d'Andenne,2009,parlement-wallon
MR,,4612,Canton d'Andenne,2009,parlement-wallon
ECOLO,,4807,Canton d'Andenne,2009,parlement-wallon
R.W.F.,,444,Canton d'Andenne,2009,parlement-wallon
FN,,620,Canton d'Andenne,2009,parlement-wallon
PTB+,,177,Canton d'Andenne,2009,parlement-wallon
PC - GE,,19,Canton d'Andenne,2009,parlement-wallon
MS,,82,Canton d'Andenne,2009,parlement-wallon
WALLONIE D'ABORD,,261,Canton d'Andenne,2009,parlement-wallon
CDF,,51,Canton d'Andenne,2009,parlement-wallon
FN PLUS,,81,Canton d'Andenne,2009,parlement-wallon
OSER,,70,Canton d'Andenne,2009,parlement-wallon
LiDé,,83,Canton d'Andenne,2009,parlement-wallon
PS,,6072,Canton d'Antoing,2009,parlement-wallon
CDH,,1918,Canton d'Antoing,2009,parlement-wallon
MR,,2096,Canton d'Antoing,2009,parlement-wallon
ECOLO,,1528,Canton d'Antoing,2009,parlement-wallon
R.W.F.,,106,Canton d'Antoing,2009,parlement-wallon
FN,,348,Canton d'Antoing,2009,parlement-wallon
PTB+,,43,Canton d'Antoing,2009,parlement-wallon
PC - GE,,53,Canton d'Antoing,2009,parlement-wallon
WALLONIE D'ABORD,,73,Canton d'Antoing,2009,parlement-wallon
FN PLUS,,63,Canton d'Antoing,2009,parlement-wallon
WALLONS,,88,Canton d'Antoing,2009,parlement-wallon
PS,,3658,Canton d'Arlon,2009,parlement-wallon
CDH,,6058,Canton d'Arlon,2009,parlement-wallon
MR,,4116,Canton d'Arlon,2009,parlement-wallon
ECOLO,,4680,Canton d'Arlon,2009,parlement-wallon
R.W.F.,,192,Canton d'Arlon,2009,parlement-wallon
PTB+,,91,Canton d'Arlon,2009,parlement-wallon
PC - GE,,66,Canton d'Arlon,2009,parlement-wallon
MS,,39,Canton d'Arlon,2009,parlement-wallon
FN PLUS,,543,Canton d'Arlon,2009,parlement-wallon
PS,,7965,Canton d'Ath,2009,parlement-wallon
CDH,,1860,Canton d'Ath,2009,parlement-wallon
MR,,3815,Canton d'Ath,2009,parlement-wallon
ECOLO,,2603,Canton d'Ath,2009,parlement-wallon
R.W.F.,,195,Canton d'Ath,2009,parlement-wallon
FN,,475,Canton d'Ath,2009,parlement-wallon
PTB+,,122,Canton d'Ath,2009,parlement-wallon
PC - GE,,62,Canton d'Ath,2009,parlement-wallon
WALLONIE D'ABORD,,225,Canton d'Ath,2009,parlement-wallon
FN PLUS,,76,Canton d'Ath,2009,parlement-wallon
WALLONS,,333,Canton d'Ath,2009,parlement-wallon
PS,,1354,Canton d'Aubel,2009,parlement-wallon
CDH,,2232,Canton d'Aubel,2009,parlement-wallon
MR,,1891,Canton d'Aubel,2009,parlement-wallon
ECOLO,,1433,Canton d'Aubel,2009,parlement-wallon
R.W.F.,,37,Canton d'Aubel,2009,parlement-wallon
FN,,223,Canton d'Aubel,2009,parlement-wallon
PTB+,,44,Canton d'Aubel,2009,parlement-wallon
PC - GE,,12,Canton d'Aubel,2009,parlement-wallon
MS,,8,Canton d'Aubel,2009,parlement-wallon
WALLONIE D'ABORD,,62,Canton d'Aubel,2009,parlement-wallon
WALLONS,,31,Canton d'Aubel,2009,parlement-wallon
FN PLUS,,26,Canton d'Aubel,2009,parlement-wallon
LiDé,,21,Canton d'Aubel,2009,parlement-wallon
VELORUTION,,26,Canton d'Aubel,2009,parlement-wallon
PS,,6903,Canton d'Aywaille,2009,parlement-wallon
CDH,,3834,Canton d'Aywaille,2009,parlement-wallon
MR,,8419,Canton d'Aywaille,2009,parlement-wallon
ECOLO,,6060,Canton d'Aywaille,2009,parlement-wallon
R.W.F.,,397,Canton d'Aywaille,2009,parlement-wallon
FN,,505,Canton d'Aywaille,2009,parlement-wallon
PTB+,,294,Canton d'Aywaille,2009,parlement-wallon
PC - GE,,81,Canton d'Aywaille,2009,parlement-wallon
MS,,15,Canton d'Aywaille,2009,parlement-wallon
CAP DORAZIO,,38,Canton d'Aywaille,2009,parlement-wallon
WALLONIE D'ABORD,,210,Canton d'Aywaille,2009,parlement-wallon
WALLONS,,125,Canton d'Aywaille,2009,parlement-wallon
PSL,,41,Canton d'Aywaille,2009,parlement-wallon
RIPOST,,13,Canton d'Aywaille,2009,parlement-wallon
FN PLUS,,53,Canton d'Aywaille,2009,parlement-wallon
LiDé,,69,Canton d'Aywaille,2009,parlement-wallon
PARTI PENSIONNES,,240,Canton d'Aywaille,2009,parlement-wallon
PS,,4546,Canton d'Eghezée,2009,parlement-wallon
CDH,,4281,Canton d'Eghezée,2009,parlement-wallon
MR,,5261,Canton d'Eghezée,2009,parlement-wallon
