Parti,Nombre de sièges,Nombre de voix,circonscription-électorale,date,election
MR,1,31283,Circonscription de Dinant-Philippeville,2009,parlement-wallon
ECOLO,1,18306,Circonscription de Dinant-Philippeville,2009,parlement-wallon
R.W.F.,0,2247,Circonscription de Dinant-Philippeville,2009,parlement-wallon
FN,0,2987,Circonscription de Dinant-Philippeville,2009,parlement-wallon
PTB+,0,617,Circonscription de Dinant-Philippeville,2009,parlement-wallon
PC - GE,0,154,Circonscription de Dinant-Philippeville,2009,parlement-wallon
MS,0,297,Circonscription de Dinant-Philippeville,2009,parlement-wallon
WALLONIE D'ABORD,0,1433,Circonscription de Dinant-Philippeville,2009,parlement-wallon
CDF,0,385,Circonscription de Dinant-Philippeville,2009,parlement-wallon
FN PLUS,0,447,Circonscription de Dinant-Philippeville,2009,parlement-wallon
LiDé,0,823,Circonscription de Dinant-Philippeville,2009,parlement-wallon
PS,1,35337,Circonscription de Huy-Waremme,2009,parlement-wallon
CDH,0,14554,Circonscription de Huy-Waremme,2009,parlement-wallon
MR,2,26892,Circonscription de Huy-Waremme,2009,parlement-wallon
ECOLO,1,29689,Circonscription de Huy-Waremme,2009,parlement-wallon
R.W.F.,0,1501,Circonscription de Huy-Waremme,2009,parlement-wallon
FN,0,3001,Circonscription de Huy-Waremme,2009,parlement-wallon
PTB+,0,1268,Circonscription de Huy-Waremme,2009,parlement-wallon
PC - GE,0,437,Circonscription de Huy-Waremme,2009,parlement-wallon
MS,0,1241,Circonscription de Huy-Waremme,2009,parlement-wallon
WALLONIE D'ABORD,0,1412,Circonscription de Huy-Waremme,2009,parlement-wallon
GPS,0,399,Circonscription de Huy-Waremme,2009,parlement-wallon
PS,6,129502,Circonscription de Liège,2009,parlement-wallon
CDH,2,40692,Circonscription de Liège,2009,parlement-wallon
MR,3,67685,Circonscription de Liège,2009,parlement-wallon
ECOLO,2,64669,Circonscription de Liège,2009,parlement-wallon
R.W.F.,0,3560,Circonscription de Liège,2009,parlement-wallon
FN,0,8565,Circonscription de Liège,2009,parlement-wallon
PTB+,0,8744,Circonscription de Liège,2009,parlement-wallon
PC - GE,0,1152,Circonscription de Liège,2009,parlement-wallon
MS,0,392,Circonscription de Liège,2009,parlement-wallon
CAP DORAZIO,0,531,Circonscription de Liège,2009,parlement-wallon
WALLONIE D'ABORD,0,2858,Circonscription de Liège,2009,parlement-wallon
WALLONS,0,1724,Circonscription de Liège,2009,parlement-wallon
PSL,0,792,Circonscription de Liège,2009,parlement-wallon
RIPOST,0,279,Circonscription de Liège,2009,parlement-wallon
FN PLUS,0,732,Circonscription de Liège,2009,parlement-wallon
LiDé,0,846,Circonscription de Liège,2009,parlement-wallon
PARTI PENSIONNES,0,3939,Circonscription de Liège,2009,parlement-wallon
PS,3,65581,Circonscription de Mons,2009,parlement-wallon
CDH,1,17685,Circonscription de Mons,2009,parlement-wallon
MR,1,24078,Circonscription de Mons,2009,parlement-wallon
ECOLO,1,18610,Circonscription de Mons,2009,parlement-wallon
R.W.F.,0,1360,Circonscription de Mons,2009,parlement-wallon
FN,0,5280,Circonscription de Mons,2009,parlement-wallon
PTB+,0,1900,Circonscription de Mons,2009,parlement-wallon
PC - GE,0,529,Circonscription de Mons,2009,parlement-wallon
MS,0,175,Circonscription de Mons,2009,parlement-wallon
CAP DORAZIO,0,661,Circonscription de Mons,2009,parlement-wallon
WALLONIE D'ABORD,0,1238,Circonscription de Mons,2009,parlement-wallon
F.D.W.,0,311,Circonscription de Mons,2009,parlement-wallon
PSL,0,411,Circonscription de Mons,2009,parlement-wallon
LiDé,0,443,Circonscription de Mons,2009,parlement-wallon
FN PLUS,0,1119,Circonscription de Mons,2009,parlement-wallon
PS,2,50228,Circonscription de Namur,2009,parlement-wallon
CDH,1,33462,Circonscription de Namur,2009,parlement-wallon
MR,2,41236,Circonscription de Namur,2009,parlement-wallon
ECOLO,1,39616,Circonscription de Namur,2009,parlement-wallon
R.W.F.,0,3943,Circonscription de Namur,2009,parlement-wallon
FN,0,5157,Circonscription de Namur,2009,parlement-wallon
PTB+,0,1704,Circonscription de Namur,2009,parlement-wallon
PC - GE,0,263,Circonscription de Namur,2009,parlement-wallon
MS,0,239,Circonscription de Namur,2009,parlement-wallon
WALLONIE D'ABORD,0,2977,Circonscription de Namur,2009,parlement-wallon
CDF,0,625,Circonscription de Namur,2009,parlement-wallon
FN PLUS,0,711,Circonscription de Namur,2009,parlement-wallon
OSER,0,717,Circonscription de Namur,2009,parlement-wallon
LiDé,0,748,Circonscription de Namur,2009,parlement-wallon
PS,1,18553,Circonscription de Neufchâteau-Virton,2009,parlement-wallon
CDH,1,17085,Circonscription de Neufchâteau-Virton,2009,parlement-wallon
MR,0,19027,Circonscription de Neufchâteau-Virton,2009,parlement-wallon
ECOLO,0,11644,Circonscription de Neufchâteau-Virton,2009,parlement-wallon
R.W.F.,0,900,Circonscription de Neufchâteau-Virton,2009,parlement-wallon
PTB+,0,262,Circonscription de Neufchâteau-Virton,2009,parlement-wallon
PC - GE,0,137,Circonscription de Neufchâteau-Virton,2009,parlement-wallon
CDF,0,332,Circonscription de Neufchâteau-Virton,2009,parlement-wallon
ACNV,0,379,Circonscription de Neufchâteau-Virton,2009,parlement-wallon
PS,1,40690,Circonscription de Nivelles,2009,parlement-wallon
CDH,1,33355,Circonscription de Nivelles,2009,parlement-wallon
MR,4,82482,Circonscription de Nivelles,2009,parlement-wallon
ECOLO,2,53046,Circonscription de Nivelles,2009,parlement-wallon
R.W.F.,0,3388,Circonscription de Nivelles,2009,parlement-wallon
FN,0,4834,Circonscription de Nivelles,2009,parlement-wallon
PTB+,0,1105,Circonscription de Nivelles,2009,parlement-wallon
PC - GE,0,316,Circonscription de Nivelles,2009,parlement-wallon
MS,0,134,Circonscription de Nivelles,2009,parlement-wallon
CAP DORAZIO,0,923,Circonscription de Nivelles,2009,parlement-wallon
WALLONIE D'ABORD,0,1684,Circonscription de Nivelles,2009,parlement-wallon
WALLONS,0,1369,Circonscription de Nivelles,2009,parlement-wallon
Belgique Positif,0,1511,Circonscription de Nivelles,2009,parlement-wallon
PSL,0,305,Circonscription de Nivelles,2009,parlement-wallon
PS,2,36621,Circonscription de Soignies,2009,parlement-wallon
CDH,0,14292,Circonscription de Soignies,2009,parlement-wallon
MR,1,22582,Circonscription de Soignies,2009,parlement-wallon
ECOLO,1,16999,Circonscription de Soignies,2009,parlement-wallon
R.W.F.,0,1395,Circonscription de Soignies,2009,parlement-wallon
FN,0,3744,Circonscription de Soignies,2009,parlement-wallon
PTB+,0,2038,Circonscription de Soignies,2009,parlement-wallon
PC - GE,0,743,Circonscription de Soignies,2009,parlement-wallon
MS,0,193,Circonscription de Soignies,2009,parlement-wallon
WALLONIE D'ABORD,0,1294,Circonscription de Soignies,2009,parlement-wallon
WALLONS,0,793,Circonscription de Soignies,2009,parlement-wallon
REPUBLICAIN-WALLON,0,248,Circonscription de Soignies,2009,parlement-wallon
FN PLUS,0,717,Circonscription de Soignies,2009,parlement-wallon
PS,2,33454,Circonscription de Thuin,2009,parlement-wallon
CDH,0,14059,Circonscription de Thuin,2009,parlement-wallon
MR,1,17831,Circonscription de Thuin,2009,parlement-wallon
ECOLO,0,12517,Circonscription de Thuin,2009,parlement-wallon
R.W.F.,0,1348,Circonscription de Thuin,2009,parlement-wallon
PTB+,0,738,Circonscription de Thuin,2009,parlement-wallon
PC - GE,0,302,Circonscription de Thuin,2009,parlement-wallon
MS,0,3157,Circonscription de Thuin,2009,parlement-wallon
WALLONIE D'ABORD,0,1083,Circonscription de Thuin,2009,parlement-wallon
WALLONS,0,724,Circonscription de Thuin,2009,parlement-wallon
FN PLUS,0,2851,Circonscription de Thuin,2009,parlement-wallon
PS,2,65127,Circonscription de Tournai-Ath-Mouscron,2009,parlement-wallon
CDH,2,28429,Circonscription de Tournai-Ath-Mouscron,2009,parlement-wallon
MR,2,40231,Circonscription de Tournai-Ath-Mouscron,2009,parlement-wallon
ECOLO,1,26068,Circonscription de Tournai-Ath-Mouscron,2009,parlement-wallon
R.W.F.,0,1555,Circonscription de Tournai-Ath-Mouscron,2009,parlement-wallon
FN,0,4702,Circonscription de Tournai-Ath-Mouscron,2009,parlement-wallon
PTB+,0,1019,Circonscription de Tournai-Ath-Mouscron,2009,parlement-wallon
PC - GE,0,727,Circonscription de Tournai-Ath-Mouscron,2009,parlement-wallon
WALLONIE D'ABORD,0,1371,Circonscription de Tournai-Ath-Mouscron,2009,parlement-wallon
FN PLUS,0,762,Circonscription de Tournai-Ath-Mouscron,2009,parlement-wallon
WALLONS,0,1578,Circonscription de Tournai-Ath-Mouscron,2009,parlement-wallon
PS,2,38357,Circonscription de Verviers,2009,parlement-wallon
CDH,1,33620,Circonscription de Verviers,2009,parlement-wallon
MR,1,39319,Circonscription de Verviers,2009,parlement-wallon
ECOLO,2,29698,Circonscription de Verviers,2009,parlement-wallon
R.W.F.,0,1665,Circonscription de Verviers,2009,parlement-wallon
FN,0,4752,Circonscription de Verviers,2009,parlement-wallon
PTB+,0,1033,Circonscription de Verviers,2009,parlement-wallon
PC - GE,0,363,Circonscription de Verviers,2009,parlement-wallon
MS,0,188,Circonscription de Verviers,2009,parlement-wallon
WALLONIE D'ABORD,0,1242,Circonscription de Verviers,2009,parlement-wallon
WALLONS,0,1101,Circonscription de Verviers,2009,parlement-wallon
FN PLUS,0,937,Circonscription de Verviers,2009,parlement-wallon
LiDé,0,491,Circonscription de Verviers,2009,parlement-wallon
VELORUTION,0,429,Circonscription de Verviers,2009,parlement-wallon
