Parti,Nombre de sièges,Nombre de voix,arrondissement,date,election
Socialistische Partij/ P,,27172,Furnes-Dixmude-Ostende,1950,chambre-des-représentants
KPB/PCB,,1885,Furnes-Dixmude-Ostende,1950,chambre-des-représentants
PSC/CVP,,59909,Furnes-Dixmude-Ostende,1950,chambre-des-représentants
Parti Liberale/Liberale,,19354,Furnes-Dixmude-Ostende,1950,chambre-des-représentants
Socialistische Partij/ P,4.0,89428,Gand-Eeklo,1950,chambre-des-représentants
KPB/PCB,,5937,Gand-Eeklo,1950,chambre-des-représentants
PSC/CVP,7.0,182075,Gand-Eeklo,1950,chambre-des-représentants
Parti Liberale/Liberale,2.0,33018,Gand-Eeklo,1950,chambre-des-représentants
KPB/PCB,,1416,Hasselt,1950,chambre-des-représentants
PSC/CVP,4.0,75356,Hasselt,1950,chambre-des-représentants
Kartel Lib Soc,1.0,23702,Hasselt,1950,chambre-des-représentants
Socialistische Partij/ P,2.0,49864,Huy-Waremme,1950,chambre-des-représentants
KPB/PCB,,7405,Huy-Waremme,1950,chambre-des-représentants
PSC/CVP,2.0,32702,Huy-Waremme,1950,chambre-des-représentants
Parti Liberale/Liberale,,14002,Huy-Waremme,1950,chambre-des-représentants
Socialistische Partij/ P,1.0,170782,Liège,1950,chambre-des-représentants
KPB/PCB,2.0,34151,Liège,1950,chambre-des-représentants
PSC/CVP,3.0,88722,Liège,1950,chambre-des-représentants
Parti Liberale/Liberale,1.0,44912,Liège,1950,chambre-des-représentants
Socialistische Partij/ P,2.0,56591,Louvain,1950,chambre-des-représentants
KPB/PCB,,2935,Louvain,1950,chambre-des-représentants
PSC/CVP,4.0,98067,Louvain,1950,chambre-des-représentants
Parti Liberale/Liberale,1.0,25136,Louvain,1950,chambre-des-représentants
Socialistische Partij/ P,2.0,46854,Malines,1950,chambre-des-représentants
KPB/PCB,,2239,Malines,1950,chambre-des-représentants
PSC/CVP,4.0,87683,Malines,1950,chambre-des-représentants
Parti Liberale/Liberale,,11167,Malines,1950,chambre-des-représentants
Socialistische Partij/ P,4.0,85722,Mons,1950,chambre-des-représentants
KPB/PCB,1.0,19534,Mons,1950,chambre-des-représentants
PSC/CVP,1.0,35295,Mons,1950,chambre-des-représentants
Parti Liberale/Liberale,1.0,14299,Mons,1950,chambre-des-représentants
Socialistische Partij/ P,3.0,60309,Namur,1950,chambre-des-représentants
KPB/PCB,,4433,Namur,1950,chambre-des-représentants
PSC/CVP,2.0,52088,Namur,1950,chambre-des-représentants
Parti Liberale/Liberale,,12060,Namur,1950,chambre-des-représentants
KPB/PCB,,1290,Neufchâteau-Virton,1950,chambre-des-représentants
PSC/CVP,2.0,34479,Neufchâteau-Virton,1950,chambre-des-représentants
Kartel Lib Soc,1.0,19376,Neufchâteau-Virton,1950,chambre-des-représentants
Socialistische Partij/ P,3.0,53976,Nivelles,1950,chambre-des-représentants
KPB/PCB,1.0,7227,Nivelles,1950,chambre-des-représentants
PSC/CVP,1.0,33927,Nivelles,1950,chambre-des-représentants
Parti Liberale/Liberale,,18895,Nivelles,1950,chambre-des-représentants
Socialistische Partij/ P,1.0,22650,Roulers-Tielt,1950,chambre-des-représentants
KPB/PCB,,1049,Roulers-Tielt,1950,chambre-des-représentants
PSC/CVP,4.0,83114,Roulers-Tielt,1950,chambre-des-représentants
Parti Liberale/Liberale,,3025,Roulers-Tielt,1950,chambre-des-représentants
Socialistische Partij/ P,1.0,27139,Saint-Nicolas,1950,chambre-des-représentants
KPB/PCB,,2065,Saint-Nicolas,1950,chambre-des-représentants
PSC/CVP,3.0,71276,Saint-Nicolas,1950,chambre-des-représentants
Parti Liberale/Liberale,,5877,Saint-Nicolas,1950,chambre-des-représentants
Socialistische Partij/ P,3.0,54195,Soignies,1950,chambre-des-représentants
KPB/PCB,,7772,Soignies,1950,chambre-des-représentants
PSC/CVP,1.0,25558,Soignies,1950,chambre-des-représentants
Parti Liberale/Liberale,,12134,Soignies,1950,chambre-des-représentants
Socialistische Partij/ P,1.0,24880,Termonde,1950,chambre-des-représentants
KPB/PCB,,2491,Termonde,1950,chambre-des-représentants
PSC/CVP,3.0,54875,Termonde,1950,chambre-des-représentants
Parti Liberale/Liberale,,10491,Termonde,1950,chambre-des-représentants
Socialistische Partij/ P,2.0,35667,Thuin,1950,chambre-des-représentants
KPB/PCB,,6639,Thuin,1950,chambre-des-représentants
PSC/CVP,2.0,26488,Thuin,1950,chambre-des-représentants
Parti Liberale/Liberale,,9566,Thuin,1950,chambre-des-représentants
KPB/PCB,,1934,Tongres-Maaseik,1950,chambre-des-représentants
PSC/CVP,5.0,93827,Tongres-Maaseik,1950,chambre-des-représentants
Kartel Lib Soc,1.0,20829,Tongres-Maaseik,1950,chambre-des-représentants
Socialistische Partij/ P,2.0,54109,Tournai-Ath,1950,chambre-des-représentants
KPB/PCB,1.0,11949,Tournai-Ath,1950,chambre-des-représentants
PSC/CVP,2.0,49090,Tournai-Ath,1950,chambre-des-représentants
Parti Liberale/Liberale,1.0,24858,Tournai-Ath,1950,chambre-des-représentants
Socialistische Partij/ P,1.0,23590,Turnhout,1950,chambre-des-représentants
KPB/PCB,,901,Turnhout,1950,chambre-des-représentants
PSC/CVP,5.0,97392,Turnhout,1950,chambre-des-représentants
Parti Liberale/Liberale,,4183,Turnhout,1950,chambre-des-représentants
Socialistische Partij/ P,2.0,42250,Verviers,1950,chambre-des-représentants
KPB/PCB,,6968,Verviers,1950,chambre-des-représentants
PSC/CVP,3.0,66771,Verviers,1950,chambre-des-représentants
Parti Liberale/Liberale,1.0,14836,Verviers,1950,chambre-des-représentants
Socialistische Partij/ P,,13783,Ypres,1950,chambre-des-représentants
KPB/PCB,,1492,Ypres,1950,chambre-des-représentants
PSC/CVP,2.0,41044,Ypres,1950,chambre-des-représentants
Parti Liberale/Liberale,1.0,13020,Ypres,1950,chambre-des-représentants
