Parti,Nombre de sièges,Nombre de voix,arrondissement,date,election
AGALEV,,13323,Alost,2000,conseils-provinciaux
SP,4.0,37321,Alost,2000,conseils-provinciaux
CVP,4.0,40768,Alost,2000,conseils-provinciaux
VU-ID,,11910,Alost,2000,conseils-provinciaux
VLD,6.0,55948,Alost,2000,conseils-provinciaux
VLAAMS BLOK,2.0,25646,Alost,2000,conseils-provinciaux
PVDA,,779,Alost,2000,conseils-provinciaux
VIVANT,,651,Alost,2000,conseils-provinciaux
AGALEV,6.0,73354,Anvers,2000,conseils-provinciaux
SP,7.0,79549,Anvers,2000,conseils-provinciaux
CVP,8.0,100756,Anvers,2000,conseils-provinciaux
VU-ID,2.0,30794,Anvers,2000,conseils-provinciaux
VLD,11.0,123570,Anvers,2000,conseils-provinciaux
VLAAMS BLOK,14.0,158894,Anvers,2000,conseils-provinciaux
VIVANT,,12043,Anvers,2000,conseils-provinciaux
PVDA,,6998,Anvers,2000,conseils-provinciaux
W.O.W.,,2588,Anvers,2000,conseils-provinciaux
E.D.B.,,777,Anvers,2000,conseils-provinciaux
ECOLO,1.0,4671,Arlon,2000,conseils-provinciaux
P.S.,3.0,7944,Arlon,2000,conseils-provinciaux
PSC,3.0,8239,Arlon,2000,conseils-provinciaux
P.R.L.M.C.C.,3.0,7203,Arlon,2000,conseils-provinciaux
R.L.,,1135,Arlon,2000,conseils-provinciaux
UDDU,,365,Arlon,2000,conseils-provinciaux
ECOLO,,5086,Ath,2000,conseils-provinciaux
P.S.,3.0,22555,Ath,2000,conseils-provinciaux
PSC,,6068,Ath,2000,conseils-provinciaux
P.R.L.M.C.C.,2.0,13041,Ath,2000,conseils-provinciaux
R.W.F.,,893,Ath,2000,conseils-provinciaux
PTB,,404,Ath,2000,conseils-provinciaux
VIVANT,,1036,Ath,2000,conseils-provinciaux
AGALEV,,5739,Audenarde,2000,conseils-provinciaux
SP,1.0,11402,Audenarde,2000,conseils-provinciaux
CVP,3.0,22878,Audenarde,2000,conseils-provinciaux
VU-ID,,1979,Audenarde,2000,conseils-provinciaux
VLD,3.0,27664,Audenarde,2000,conseils-provinciaux
VLAAMS BLOK,,7950,Audenarde,2000,conseils-provinciaux
PVDA,,195,Audenarde,2000,conseils-provinciaux
E.D.B.,,893,Audenarde,2000,conseils-provinciaux
ECOLO,,2200,Bastogne,2000,conseils-provinciaux
P.S.,1.0,4267,Bastogne,2000,conseils-provinciaux
PSC,4.0,10507,Bastogne,2000,conseils-provinciaux
P.R.L.M.C.C.,3.0,8426,Bastogne,2000,conseils-provinciaux
FN,,172,Bastogne,2000,conseils-provinciaux
AGALEV,2.0,18670,Bruges,2000,conseils-provinciaux
SP,4.0,33114,Bruges,2000,conseils-provinciaux
CVP,7.0,59305,Bruges,2000,conseils-provinciaux
VU-ID,1.0,10124,Bruges,2000,conseils-provinciaux
VLD,4.0,38564,Bruges,2000,conseils-provinciaux
VLAAMS BLOK,2.0,21652,Bruges,2000,conseils-provinciaux
