Parti,Nombre de sièges,Nombre de voix,district,date,election
AGALEV,,6213,Alost,2000,conseils-provinciaux
SP,2.0,13792,Alost,2000,conseils-provinciaux
CVP,2.0,17585,Alost,2000,conseils-provinciaux
VU-ID,,6465,Alost,2000,conseils-provinciaux
VLD,2.0,22193,Alost,2000,conseils-provinciaux
VLAAMS BLOK,1.0,13142,Alost,2000,conseils-provinciaux
PVDA,,453,Alost,2000,conseils-provinciaux
ECOLO,,2754,Andenne,2000,conseils-provinciaux
P.S.,2.0,8436,Andenne,2000,conseils-provinciaux
PSC,1.0,3420,Andenne,2000,conseils-provinciaux
P.R.L.M.C.C.,1.0,4516,Andenne,2000,conseils-provinciaux
FN,,395,Andenne,2000,conseils-provinciaux
FNB,,192,Andenne,2000,conseils-provinciaux
AGALEV,3.0,35780,Anvers,2000,conseils-provinciaux
SP,4.0,48994,Anvers,2000,conseils-provinciaux
CVP,3.0,32249,Anvers,2000,conseils-provinciaux
VU-ID,1.0,10482,Anvers,2000,conseils-provinciaux
VLD,5.0,51190,Anvers,2000,conseils-provinciaux
VLAAMS BLOK,8.0,89188,Anvers,2000,conseils-provinciaux
VIVANT,,5021,Anvers,2000,conseils-provinciaux
PVDA,,4888,Anvers,2000,conseils-provinciaux
W.O.W.,,2588,Anvers,2000,conseils-provinciaux
E.D.B.,,777,Anvers,2000,conseils-provinciaux
ECOLO,1.0,4671,Arlon,2000,conseils-provinciaux
P.S.,3.0,7944,Arlon,2000,conseils-provinciaux
PSC,3.0,8239,Arlon,2000,conseils-provinciaux
P.R.L.M.C.C.,3.0,7203,Arlon,2000,conseils-provinciaux
R.L.,,1135,Arlon,2000,conseils-provinciaux
UDDU,,365,Arlon,2000,conseils-provinciaux
ECOLO,,5086,Ath,2000,conseils-provinciaux
P.S.,3.0,22555,Ath,2000,conseils-provinciaux
PSC,,6068,Ath,2000,conseils-provinciaux
P.R.L.M.C.C.,2.0,13041,Ath,2000,conseils-provinciaux
R.W.F.,,893,Ath,2000,conseils-provinciaux
PTB,,404,Ath,2000,conseils-provinciaux
VIVANT,,1036,Ath,2000,conseils-provinciaux
ECOLO,,1094,Bastogne,2000,conseils-provinciaux
P.S.,,1491,Bastogne,2000,conseils-provinciaux
PSC,3.0,6872,Bastogne,2000,conseils-provinciaux
P.R.L.M.C.C.,2.0,5677,Bastogne,2000,conseils-provinciaux
FN,,172,Bastogne,2000,conseils-provinciaux
AGALEV,,4034,Beringen,2000,conseils-provinciaux
SP,3.0,17473,Beringen,2000,conseils-provinciaux
CVP,3.0,18759,Beringen,2000,conseils-provinciaux
VU-ID,,3837,Beringen,2000,conseils-provinciaux
VLD,2.0,12782,Beringen,2000,conseils-provinciaux
VLAAMS BLOK,2.0,12594,Beringen,2000,conseils-provinciaux
PVDA,,374,Beringen,2000,conseils-provinciaux
VIVANT,,636,Beringen,2000,conseils-provinciaux
AGALEV,,1096,Bilzen,2000,conseils-provinciaux
SP,1.0,4336,Bilzen,2000,conseils-provinciaux
CVP,1.0,6322,Bilzen,2000,conseils-provinciaux
VU-ID,1.0,7288,Bilzen,2000,conseils-provinciaux
VLD,1.0,4738,Bilzen,2000,conseils-provinciaux
VLAAMS BLOK,,2780,Bilzen,2000,conseils-provinciaux
PVDA,,121,Bilzen,2000,conseils-provinciaux
ECOLO,,5107,Binche,2000,conseils-provinciaux
P.S.,4.0,18727,Binche,2000,conseils-provinciaux
PSC,1.0,7768,Binche,2000,conseils-provinciaux
