Parti,Nombre de sièges,Nombre de voix,canton,date,election
SP,,3673,Eupen,1990,parlement-de-la-communauté-germanophone
ECOLO,,3938,Eupen,1990,parlement-de-la-communauté-germanophone
PFF,,4151,Eupen,1990,parlement-de-la-communauté-germanophone
CSP,,7093,Eupen,1990,parlement-de-la-communauté-germanophone
P.D.B.,,2260,Eupen,1990,parlement-de-la-communauté-germanophone
SP,,2734,Saint-Vith,1990,parlement-de-la-communauté-germanophone
ECOLO,,1959,Saint-Vith,1990,parlement-de-la-communauté-germanophone
PFF,,3605,Saint-Vith,1990,parlement-de-la-communauté-germanophone
CSP,,6085,Saint-Vith,1990,parlement-de-la-communauté-germanophone
P.D.B.,,3722,Saint-Vith,1990,parlement-de-la-communauté-germanophone
