Parti,Nombre de sièges,Nombre de voix,arrondissement,date,election
CVP,2.0,40650,Alost,1991,chambre-des-représentants
SP,1.0,43082,Alost,1991,chambre-des-représentants
PVV,1.0,39980,Alost,1991,chambre-des-représentants
AGALEV,1.0,9910,Alost,1991,chambre-des-représentants
VU,1.0,16813,Alost,1991,chambre-des-représentants
VLAAMS BLOK,,15954,Alost,1991,chambre-des-représentants
PVDA/PTB,,432,Alost,1991,chambre-des-représentants
ROSSEM,,8240,Alost,1991,chambre-des-représentants
REGEBO,,865,Alost,1991,chambre-des-représentants
V.D.,,4467,Alost,1991,chambre-des-représentants
CVP,4.0,116625,Anvers,1991,chambre-des-représentants
SP,3.0,102445,Anvers,1991,chambre-des-représentants
PVV,3.0,91337,Anvers,1991,chambre-des-représentants
AGALEV,2.0,59237,Anvers,1991,chambre-des-représentants
VU,2.0,46600,Anvers,1991,chambre-des-représentants
VLAAMS BLOK,4.0,125417,Anvers,1991,chambre-des-représentants
PVDA/PTB,,6005,Anvers,1991,chambre-des-représentants
ROSSEM,2.0,48925,Anvers,1991,chambre-des-représentants
REGEBO,,3538,Anvers,1991,chambre-des-représentants
B.E.B,,3976,Anvers,1991,chambre-des-représentants
VCD/PCS,,2305,Anvers,1991,chambre-des-représentants
PSC,1.0,28965,Arlon-Marche-Bastogne,1991,chambre-des-représentants
PS,1.0,19066,Arlon-Marche-Bastogne,1991,chambre-des-représentants
PRL,1.0,20013,Arlon-Marche-Bastogne,1991,chambre-des-représentants
ECOLO,,9921,Arlon-Marche-Bastogne,1991,chambre-des-représentants
FN,,1188,Arlon-Marche-Bastogne,1991,chambre-des-représentants
SAP/POS,,108,Arlon-Marche-Bastogne,1991,chambre-des-représentants
PVDA/PTB,,218,Arlon-Marche-Bastogne,1991,chambre-des-représentants
B.E.B,,553,Arlon-Marche-Bastogne,1991,chambre-des-représentants
CVP,1.0,24215,Audenarde,1991,chambre-des-représentants
SP,,13883,Audenarde,1991,chambre-des-représentants
PVV,,22662,Audenarde,1991,chambre-des-représentants
AGALEV,,4607,Audenarde,1991,chambre-des-représentants
VU,,3917,Audenarde,1991,chambre-des-représentants
VLAAMS BLOK,1.0,3805,Audenarde,1991,chambre-des-représentants
PVDA/PTB,,182,Audenarde,1991,chambre-des-représentants
ROSSEM,,2545,Audenarde,1991,chambre-des-représentants
CVP,2.0,52183,Bruges,1991,chambre-des-représentants
SP,2.0,35982,Bruges,1991,chambre-des-représentants
PVV,1.0,33544,Bruges,1991,chambre-des-représentants
AGALEV,,17085,Bruges,1991,chambre-des-représentants
VU,,13313,Bruges,1991,chambre-des-représentants
VLAAMS BLOK,,11614,Bruges,1991,chambre-des-représentants
PVDA/PTB,,675,Bruges,1991,chambre-des-représentants
ROSSEM,,12826,Bruges,1991,chambre-des-représentants
B.E.B,,1016,Bruges,1991,chambre-des-représentants
CVP,4.0,98388,Bruxelles,1991,chambre-des-représentants
SP,2.0,47408,Bruxelles,1991,chambre-des-représentants
PVV,3.0,76508,Bruxelles,1991,chambre-des-représentants
AGALEV,1.0,23020,Bruxelles,1991,chambre-des-représentants
VU,2.0,40314,Bruxelles,1991,chambre-des-représentants
VLAAMS BLOK,2.0,47542,Bruxelles,1991,chambre-des-représentants
PSC,2.0,51093,Bruxelles,1991,chambre-des-représentants
PS,4.0,91701,Bruxelles,1991,chambre-des-représentants
PRL,6.0,127522,Bruxelles,1991,chambre-des-représentants
ECOLO,2.0,56959,Bruxelles,1991,chambre-des-représentants
FDF/PPW,3.0,71468,Bruxelles,1991,chambre-des-représentants
RAD/UDRT,,1708,Bruxelles,1991,chambre-des-représentants
FN,1.0,33534,Bruxelles,1991,chambre-des-représentants
SAP/POS,,1131,Bruxelles,1991,chambre-des-représentants
PVDA/PTB,,2334,Bruxelles,1991,chambre-des-représentants
ROSSEM,1.0,18116,Bruxelles,1991,chambre-des-représentants
REGEBO,,1041,Bruxelles,1991,chambre-des-représentants
B.E.B,,4768,Bruxelles,1991,chambre-des-représentants
PFN/PCN,,902,Bruxelles,1991,chambre-des-représentants
PVCS,,532,Bruxelles,1991,chambre-des-représentants
D.V.A.,,1139,Bruxelles,1991,chambre-des-représentants
PLI-POL,,709,Bruxelles,1991,chambre-des-représentants
PSC,2.0,39558,Charleroi,1991,chambre-des-représentants
PS,5.0,106260,Charleroi,1991,chambre-des-représentants
PRL,2.0,33989,Charleroi,1991,chambre-des-représentants
ECOLO,1.0,30718,Charleroi,1991,chambre-des-représentants
RW,,2040,Charleroi,1991,chambre-des-représentants
FN,,8755,Charleroi,1991,chambre-des-représentants
PC,,2856,Charleroi,1991,chambre-des-représentants
SAP/POS,,660,Charleroi,1991,chambre-des-représentants
PVDA/PTB,,1567,Charleroi,1991,chambre-des-représentants
PFN/PCN,,637,Charleroi,1991,chambre-des-représentants
CVP,3.0,60196,Courtrai,1991,chambre-des-représentants
SP,2.0,43019,Courtrai,1991,chambre-des-représentants
PVV,1.0,30706,Courtrai,1991,chambre-des-représentants
AGALEV,,15289,Courtrai,1991,chambre-des-représentants
VU,,15079,Courtrai,1991,chambre-des-représentants
VLAAMS BLOK,,10124,Courtrai,1991,chambre-des-représentants
PVDA/PTB,,790,Courtrai,1991,chambre-des-représentants
ROSSEM,,9504,Courtrai,1991,chambre-des-représentants
SRD,,368,Courtrai,1991,chambre-des-représentants
PSC,1.0,28155,Dinant-Philippeville,1991,chambre-des-représentants
PS,1.0,31825,Dinant-Philippeville,1991,chambre-des-représentants
PRL,1.0,23085,Dinant-Philippeville,1991,chambre-des-représentants
ECOLO,,10979,Dinant-Philippeville,1991,chambre-des-représentants
SAP/POS,,190,Dinant-Philippeville,1991,chambre-des-représentants
PVDA/PTB,,344,Dinant-Philippeville,1991,chambre-des-représentants
S.N.W.,,491,Dinant-Philippeville,1991,chambre-des-représentants
CVP,2.0,36678,Furnes-Dixmude-Ostende,1991,chambre-des-représentants
SP,1.0,31506,Furnes-Dixmude-Ostende,1991,chambre-des-représentants
PVV,2.0,37562,Furnes-Dixmude-Ostende,1991,chambre-des-représentants
AGALEV,,11737,Furnes-Dixmude-Ostende,1991,chambre-des-représentants
VU,,17239,Furnes-Dixmude-Ostende,1991,chambre-des-représentants
VLAAMS BLOK,,11024,Furnes-Dixmude-Ostende,1991,chambre-des-représentants
PVDA/PTB,,521,Furnes-Dixmude-Ostende,1991,chambre-des-représentants
ROSSEM,,7731,Furnes-Dixmude-Ostende,1991,chambre-des-représentants
O.A.T.N.B.,,2413,Furnes-Dixmude-Ostende,1991,chambre-des-représentants
CVP,3.0,100297,Gand-Eeklo,1991,chambre-des-représentants
SP,2.0,63611,Gand-Eeklo,1991,chambre-des-représentants
PVV,4.0,102525,Gand-Eeklo,1991,chambre-des-représentants
AGALEV,1.0,33933,Gand-Eeklo,1991,chambre-des-représentants
VU,1.0,31766,Gand-Eeklo,1991,chambre-des-représentants
VLAAMS BLOK,1.0,31978,Gand-Eeklo,1991,chambre-des-représentants
PVDA/PTB,,2001,Gand-Eeklo,1991,chambre-des-représentants
