Parti,Nombre de sièges,Nombre de voix,circonscription-électorale,date,election
CDH,1,26105,Circonscription d'Arlon-Marche-en-Famenne-Bastogne,2004,parlement-wallon
FN,0,4877,Circonscription d'Arlon-Marche-en-Famenne-Bastogne,2004,parlement-wallon
MR,1,21924,Circonscription d'Arlon-Marche-en-Famenne-Bastogne,2004,parlement-wallon
ECOLO,0,6653,Circonscription d'Arlon-Marche-en-Famenne-Bastogne,2004,parlement-wallon
PS,1,27795,Circonscription d'Arlon-Marche-en-Famenne-Bastogne,2004,parlement-wallon
CDF,0,669,Circonscription d'Arlon-Marche-en-Famenne-Bastogne,2004,parlement-wallon
R.W.F.,0,628,Circonscription d'Arlon-Marche-en-Famenne-Bastogne,2004,parlement-wallon
PH,0,162,Circonscription d'Arlon-Marche-en-Famenne-Bastogne,2004,parlement-wallon
VIVANT,0,603,Circonscription d'Arlon-Marche-en-Famenne-Bastogne,2004,parlement-wallon
MS-CW,0,132,Circonscription d'Arlon-Marche-en-Famenne-Bastogne,2004,parlement-wallon
CDH,1,27610,Circonscription de Charleroi,2004,parlement-wallon
FN,2,32971,Circonscription de Charleroi,2004,parlement-wallon
MR,2,36780,Circonscription de Charleroi,2004,parlement-wallon
ECOLO,0,15659,Circonscription de Charleroi,2004,parlement-wallon
PS,4,97343,Circonscription de Charleroi,2004,parlement-wallon
CDF,0,1482,Circonscription de Charleroi,2004,parlement-wallon
R.W.F.,0,2610,Circonscription de Charleroi,2004,parlement-wallon
FNB,0,3414,Circonscription de Charleroi,2004,parlement-wallon
PTB+,0,2628,Circonscription de Charleroi,2004,parlement-wallon
La LIGUE,0,520,Circonscription de Charleroi,2004,parlement-wallon
WALLON,0,2693,Circonscription de Charleroi,2004,parlement-wallon
VIVANT,0,2411,Circonscription de Charleroi,2004,parlement-wallon
CDH,1,22313,Circonscription de Dinant-Philippeville,2004,parlement-wallon
FN,0,8039,Circonscription de Dinant-Philippeville,2004,parlement-wallon
MR,1,30449,Circonscription de Dinant-Philippeville,2004,parlement-wallon
ECOLO,0,8242,Circonscription de Dinant-Philippeville,2004,parlement-wallon
PS,2,33056,Circonscription de Dinant-Philippeville,2004,parlement-wallon
CDF,0,673,Circonscription de Dinant-Philippeville,2004,parlement-wallon
R.W.F.,0,959,Circonscription de Dinant-Philippeville,2004,parlement-wallon
MS-CW,0,221,Circonscription de Dinant-Philippeville,2004,parlement-wallon
CDH,0,15100,Circonscription de Huy-Waremme,2004,parlement-wallon
FN,0,6446,Circonscription de Huy-Waremme,2004,parlement-wallon
MR,2,30099,Circonscription de Huy-Waremme,2004,parlement-wallon
ECOLO,0,12120,Circonscription de Huy-Waremme,2004,parlement-wallon
PS,2,45064,Circonscription de Huy-Waremme,2004,parlement-wallon
CDF,0,599,Circonscription de Huy-Waremme,2004,parlement-wallon
R.W.F.,0,1158,Circonscription de Huy-Waremme,2004,parlement-wallon
Q.i.,0,502,Circonscription de Huy-Waremme,2004,parlement-wallon
MS-CW,0,510,Circonscription de Huy-Waremme,2004,parlement-wallon
CDH,2,50022,Circonscription de Liège,2004,parlement-wallon
FN,1,24516,Circonscription de Liège,2004,parlement-wallon
MR,3,73889,Circonscription de Liège,2004,parlement-wallon
ECOLO,1,27991,Circonscription de Liège,2004,parlement-wallon
PS,6,138195,Circonscription de Liège,2004,parlement-wallon
CDF,0,2057,Circonscription de Liège,2004,parlement-wallon
R.W.F.,0,2514,Circonscription de Liège,2004,parlement-wallon
PTB+,0,4977,Circonscription de Liège,2004,parlement-wallon
FRANCE,0,1176,Circonscription de Liège,2004,parlement-wallon
MS-CW,0,667,Circonscription de Liège,2004,parlement-wallon
BLOC NATIONAL,0,1536,Circonscription de Liège,2004,parlement-wallon
ISAGORIA,0,583,Circonscription de Liège,2004,parlement-wallon
VIVANT,0,3088,Circonscription de Liège,2004,parlement-wallon
CDH,1,18338,Circonscription de Mons,2004,parlement-wallon
FN,1,14911,Circonscription de Mons,2004,parlement-wallon
MR,1,25150,Circonscription de Mons,2004,parlement-wallon
ECOLO,0,9930,Circonscription de Mons,2004,parlement-wallon
PS,3,62877,Circonscription de Mons,2004,parlement-wallon
CDF,0,906,Circonscription de Mons,2004,parlement-wallon
R.W.F.,0,1625,Circonscription de Mons,2004,parlement-wallon
FNB,0,2246,Circonscription de Mons,2004,parlement-wallon
PTB+,0,1399,Circonscription de Mons,2004,parlement-wallon
VIVANT,0,1338,Circonscription de Mons,2004,parlement-wallon
CDH,1,34451,Circonscription de Namur,2004,parlement-wallon
FN,0,12715,Circonscription de Namur,2004,parlement-wallon
MR,2,39382,Circonscription de Namur,2004,parlement-wallon
ECOLO,0,18842,Circonscription de Namur,2004,parlement-wallon
PS,3,65387,Circonscription de Namur,2004,parlement-wallon
CDF,0,1380,Circonscription de Namur,2004,parlement-wallon
R.W.F.,0,1739,Circonscription de Namur,2004,parlement-wallon
PTB+,0,982,Circonscription de Namur,2004,parlement-wallon
MS-CW,0,291,Circonscription de Namur,2004,parlement-wallon
