Parti,Nombre de sièges,Nombre de voix,circonscription-électorale,date,election
FNB,0,2815,Circonscription de Namur,2004,parlement-wallon
CDH,1,17733,Circonscription de Neufchâteau-Virton,2004,parlement-wallon
MR,0,19771,Circonscription de Neufchâteau-Virton,2004,parlement-wallon
ECOLO,0,4953,Circonscription de Neufchâteau-Virton,2004,parlement-wallon
PS,1,20127,Circonscription de Neufchâteau-Virton,2004,parlement-wallon
CDF,0,823,Circonscription de Neufchâteau-Virton,2004,parlement-wallon
R.W.F.,0,1122,Circonscription de Neufchâteau-Virton,2004,parlement-wallon
MS-CW,0,187,Circonscription de Neufchâteau-Virton,2004,parlement-wallon
VIVANT,0,988,Circonscription de Neufchâteau-Virton,2004,parlement-wallon
CDH,1,35425,Circonscription de Nivelles,2004,parlement-wallon
FN,0,13277,Circonscription de Nivelles,2004,parlement-wallon
MR,4,83766,Circonscription de Nivelles,2004,parlement-wallon
ECOLO,1,23848,Circonscription de Nivelles,2004,parlement-wallon
PS,2,52247,Circonscription de Nivelles,2004,parlement-wallon
VIVANT,0,2142,Circonscription de Nivelles,2004,parlement-wallon
CDF,0,2270,Circonscription de Nivelles,2004,parlement-wallon
MS-CW,0,185,Circonscription de Nivelles,2004,parlement-wallon
R.W.F.,0,2436,Circonscription de Nivelles,2004,parlement-wallon
BELG.UNIE-BUB,0,753,Circonscription de Nivelles,2004,parlement-wallon
PTB+,0,963,Circonscription de Nivelles,2004,parlement-wallon
CDH,1,16800,Circonscription de Soignies,2004,parlement-wallon
FN,0,9412,Circonscription de Soignies,2004,parlement-wallon
MR,1,21596,Circonscription de Soignies,2004,parlement-wallon
ECOLO,0,6638,Circonscription de Soignies,2004,parlement-wallon
PS,2,40533,Circonscription de Soignies,2004,parlement-wallon
CDF,0,749,Circonscription de Soignies,2004,parlement-wallon
R.W.F.,0,958,Circonscription de Soignies,2004,parlement-wallon
PTB+,0,1267,Circonscription de Soignies,2004,parlement-wallon
WALLON,0,1100,Circonscription de Soignies,2004,parlement-wallon
VIVANT,0,868,Circonscription de Soignies,2004,parlement-wallon
CDH,0,15628,Circonscription de Thuin,2004,parlement-wallon
FN,0,9697,Circonscription de Thuin,2004,parlement-wallon
MR,0,19000,Circonscription de Thuin,2004,parlement-wallon
ECOLO,0,5522,Circonscription de Thuin,2004,parlement-wallon
PS,3,34374,Circonscription de Thuin,2004,parlement-wallon
R.W.F.,0,1482,Circonscription de Thuin,2004,parlement-wallon
WALLON,0,1298,Circonscription de Thuin,2004,parlement-wallon
CDH,2,31384,Circonscription de Tournai-Ath-Mouscron,2004,parlement-wallon
FN,0,12665,Circonscription de Tournai-Ath-Mouscron,2004,parlement-wallon
MR,2,38774,Circonscription de Tournai-Ath-Mouscron,2004,parlement-wallon
ECOLO,0,14280,Circonscription de Tournai-Ath-Mouscron,2004,parlement-wallon
PS,3,68045,Circonscription de Tournai-Ath-Mouscron,2004,parlement-wallon
CDF,0,1273,Circonscription de Tournai-Ath-Mouscron,2004,parlement-wallon
R.W.F.,0,1333,Circonscription de Tournai-Ath-Mouscron,2004,parlement-wallon
FNB,0,2091,Circonscription de Tournai-Ath-Mouscron,2004,parlement-wallon
VIVANT,0,1473,Circonscription de Tournai-Ath-Mouscron,2004,parlement-wallon
FRANCE,0,781,Circonscription de Tournai-Ath-Mouscron,2004,parlement-wallon
CDH,2,36439,Circonscription de Verviers,2004,parlement-wallon
FN,0,10604,Circonscription de Verviers,2004,parlement-wallon
MR,1,38419,Circonscription de Verviers,2004,parlement-wallon
ECOLO,1,13238,Circonscription de Verviers,2004,parlement-wallon
PS,2,42738,Circonscription de Verviers,2004,parlement-wallon
R.W.F.,0,1455,Circonscription de Verviers,2004,parlement-wallon
PJU-PDB,0,3183,Circonscription de Verviers,2004,parlement-wallon
FRANCE,0,823,Circonscription de Verviers,2004,parlement-wallon
MS-CW,0,265,Circonscription de Verviers,2004,parlement-wallon
VIVANT,0,3370,Circonscription de Verviers,2004,parlement-wallon
