Parti,Nombre de sièges,Nombre de voix,province,date,election
La LIGUE,0,520,Province de Hainaut,2004,parlement-wallon
FRANCE,0,781,Province de Hainaut,2004,parlement-wallon
CDF,0,4410,Province de Hainaut,2004,parlement-wallon
PTB+,0,5294,Province de Hainaut,2004,parlement-wallon
WALLON,0,5091,Province de Hainaut,2004,parlement-wallon
VIVANT,0,6090,Province de Hainaut,2004,parlement-wallon
R.W.F.,0,8008,Province de Hainaut,2004,parlement-wallon
FNB,0,7751,Province de Hainaut,2004,parlement-wallon
ECOLO,0,52029,Province de Hainaut,2004,parlement-wallon
CDH,5,109760,Province de Hainaut,2004,parlement-wallon
MR,6,141300,Province de Hainaut,2004,parlement-wallon
FN,3,79656,Province de Hainaut,2004,parlement-wallon
PS,15,303172,Province de Hainaut,2004,parlement-wallon
ISAGORIA,0,583,Province de Liège,2004,parlement-wallon
Q.i.,0,502,Province de Liège,2004,parlement-wallon
MS-CW,0,1442,Province de Liège,2004,parlement-wallon
BLOC NATIONAL,0,1536,Province de Liège,2004,parlement-wallon
FRANCE,0,1999,Province de Liège,2004,parlement-wallon
CDF,0,2656,Province de Liège,2004,parlement-wallon
PJU-PDB,0,3183,Province de Liège,2004,parlement-wallon
PTB+,0,4977,Province de Liège,2004,parlement-wallon
R.W.F.,0,5127,Province de Liège,2004,parlement-wallon
VIVANT,0,6458,Province de Liège,2004,parlement-wallon
ECOLO,2,53349,Province de Liège,2004,parlement-wallon
FN,1,41566,Province de Liège,2004,parlement-wallon
CDH,4,101561,Province de Liège,2004,parlement-wallon
MR,6,142407,Province de Liège,2004,parlement-wallon
PS,10,225997,Province de Liège,2004,parlement-wallon
PH,0,162,Province de Luxembourg,2004,parlement-wallon
MS-CW,0,319,Province de Luxembourg,2004,parlement-wallon
CDF,0,1492,Province de Luxembourg,2004,parlement-wallon
VIVANT,0,1591,Province de Luxembourg,2004,parlement-wallon
R.W.F.,0,1750,Province de Luxembourg,2004,parlement-wallon
FN,0,4877,Province de Luxembourg,2004,parlement-wallon
ECOLO,0,11606,Province de Luxembourg,2004,parlement-wallon
CDH,2,43838,Province de Luxembourg,2004,parlement-wallon
MR,1,41695,Province de Luxembourg,2004,parlement-wallon
PS,2,47922,Province de Luxembourg,2004,parlement-wallon
MS-CW,0,512,Province de Namur,2004,parlement-wallon
PTB+,0,982,Province de Namur,2004,parlement-wallon
CDF,0,2053,Province de Namur,2004,parlement-wallon
R.W.F.,0,2698,Province de Namur,2004,parlement-wallon
FNB,0,2815,Province de Namur,2004,parlement-wallon
FN,0,20754,Province de Namur,2004,parlement-wallon
ECOLO,0,27084,Province de Namur,2004,parlement-wallon
CDH,2,56764,Province de Namur,2004,parlement-wallon
MR,3,69831,Province de Namur,2004,parlement-wallon
PS,5,98443,Province de Namur,2004,parlement-wallon
MS-CW,0,185,Province du Brabant wallon,2004,parlement-wallon
BELG.UNIE-BUB,0,753,Province du Brabant wallon,2004,parlement-wallon
PTB+,0,963,Province du Brabant wallon,2004,parlement-wallon
CDF,0,2270,Province du Brabant wallon,2004,parlement-wallon
VIVANT,0,2142,Province du Brabant wallon,2004,parlement-wallon
R.W.F.,0,2436,Province du Brabant wallon,2004,parlement-wallon
FN,0,13277,Province du Brabant wallon,2004,parlement-wallon
CDH,1,35425,Province du Brabant wallon,2004,parlement-wallon
ECOLO,1,23848,Province du Brabant wallon,2004,parlement-wallon
PS,2,52247,Province du Brabant wallon,2004,parlement-wallon
MR,4,83766,Province du Brabant wallon,2004,parlement-wallon
