Parti,Nombre de sièges,Nombre de voix,arrondissement,date,election
CVP,1.0,69503,Alost-Audenarde,1981,sénat
SP,1.0,54023,Alost-Audenarde,1981,sénat
PVV,2.0,69313,Alost-Audenarde,1981,sénat
AGALEV,,7043,Alost-Audenarde,1981,sénat
VU,,41126,Alost-Audenarde,1981,sénat
VLAAMS BLOK,,3496,Alost-Audenarde,1981,sénat
RAL,,1069,Alost-Audenarde,1981,sénat
KPB,,3938,Alost-Audenarde,1981,sénat
PVDA,,904,Alost-Audenarde,1981,sénat
CVP,3.0,164583,Anvers,1981,sénat
SP,3.0,131999,Anvers,1981,sénat
PVV,2.0,108706,Anvers,1981,sénat
AGALEV,1.0,35922,Anvers,1981,sénat
VU,1.0,89389,Anvers,1981,sénat
VLAAMS BLOK,,24312,Anvers,1981,sénat
RAL,,2838,Anvers,1981,sénat
RAD,,14595,Anvers,1981,sénat
KPB,,10350,Anvers,1981,sénat
PVDA,,12678,Anvers,1981,sénat
PSC,1.0,45256,Arlon,1981,sénat
PS,,32419,Arlon,1981,sénat
PRL,1.0,38437,Arlon,1981,sénat
ECOLO,,8398,Arlon,1981,sénat
FDF-RW,,3647,Arlon,1981,sénat
UDRT,,7506,Arlon,1981,sénat
PTB,,206,Arlon,1981,sénat
LRT-PLS,,328,Arlon,1981,sénat
CVP,1.0,55237,Bruges,1981,sénat
SP,1.0,33567,Bruges,1981,sénat
PVV,1.0,31627,Bruges,1981,sénat
AGALEV,,6907,Bruges,1981,sénat
VU,,26025,Bruges,1981,sénat
VLAAMS BLOK,,1782,Bruges,1981,sénat
RAL,,558,Bruges,1981,sénat
RAD,,2791,Bruges,1981,sénat
KPB,,2080,Bruges,1981,sénat
PVDA,,1071,Bruges,1981,sénat
PAIX,,611,Bruges,1981,sénat
CVP,3.0,109377,Bruxelles,1981,sénat
SP,1.0,53409,Bruxelles,1981,sénat
PVV,2.0,88645,Bruxelles,1981,sénat
AGALEV,,9996,Bruxelles,1981,sénat
VU,2.0,63807,Bruxelles,1981,sénat
VLAAMS BLOK,,8389,Bruxelles,1981,sénat
PSC,1.0,54549,Bruxelles,1981,sénat
PS,1.0,80644,Bruxelles,1981,sénat
PRL,2.0,106920,Bruxelles,1981,sénat
ECOLO,1.0,34966,Bruxelles,1981,sénat
FDF-RW,3.0,148928,Bruxelles,1981,sénat
RAD/UDRT,1.0,59730,Bruxelles,1981,sénat
KPB/PCB,,16789,Bruxelles,1981,sénat
PVDA/PTB,,2163,Bruxelles,1981,sénat
LRT-PLS,,1859,Bruxelles,1981,sénat
PFU,,1052,Bruxelles,1981,sénat
FNK,,5317,Bruxelles,1981,sénat
DD,,2295,Bruxelles,1981,sénat
UNF,,2721,Bruxelles,1981,sénat
PSC,1.0,52267,Charleroi-Thuin,1981,sénat
PS,4.0,130533,Charleroi-Thuin,1981,sénat
PRL,1.0,55052,Charleroi-Thuin,1981,sénat
ECOLO,1.0,16008,Charleroi-Thuin,1981,sénat
FDF-RW,,16858,Charleroi-Thuin,1981,sénat
UDRT,,9506,Charleroi-Thuin,1981,sénat
FN,,1506,Charleroi-Thuin,1981,sénat
PCB,,18005,Charleroi-Thuin,1981,sénat
PTB,,863,Charleroi-Thuin,1981,sénat
LRT-PLS,,518,Charleroi-Thuin,1981,sénat
WALLON,,19514,Charleroi-Thuin,1981,sénat
BELGE,,1326,Charleroi-Thuin,1981,sénat
CVP,1.0,88176,Courtrai-Ypres,1981,sénat
SP,1.0,51523,Courtrai-Ypres,1981,sénat
PVV,1.0,50904,Courtrai-Ypres,1981,sénat
VU,1.0,38108,Courtrai-Ypres,1981,sénat
VLAAMS BLOK,,2868,Courtrai-Ypres,1981,sénat
KPB,,3715,Courtrai-Ypres,1981,sénat
PVDA,,3639,Courtrai-Ypres,1981,sénat
CVP,1.0,38896,Furnes-Dixmude-Ostende,1981,sénat
SP,,35300,Furnes-Dixmude-Ostende,1981,sénat
PVV,1.0,39518,Furnes-Dixmude-Ostende,1981,sénat
