Parti,Nombre de sièges,Nombre de voix,province,date,election
PVV,12.0,114506,Anvers,1974,conseils-provinciaux
BSP,23.0,211957,Anvers,1974,conseils-provinciaux
VU,18.0,171495,Anvers,1974,conseils-provinciaux
KP,1.0,20641,Anvers,1974,conseils-provinciaux
CVP,36.0,323740,Anvers,1974,conseils-provinciaux
andere/autres,,12684,Anvers,1974,conseils-provinciaux
PVV,6.0,89088,Brabant,1974,conseils-provinciaux
PSC,11.0,122032,Brabant,1974,conseils-provinciaux
FDF-PLDP,24.0,280033,Brabant,1974,conseils-provinciaux
PSB,14.0,171624,Brabant,1974,conseils-provinciaux
VU,9.0,115488,Brabant,1974,conseils-provinciaux
PCB/BKP,,30407,Brabant,1974,conseils-provinciaux
BSP,7.0,89406,Brabant,1974,conseils-provinciaux
PLP-PVV,3.0,31974,Brabant,1974,conseils-provinciaux
CVP,12.0,156448,Brabant,1974,conseils-provinciaux
PRS,,209,Brabant,1974,conseils-provinciaux
URB,,2746,Brabant,1974,conseils-provinciaux
ONTHAAL,,1610,Brabant,1974,conseils-provinciaux
BRU,,398,Brabant,1974,conseils-provinciaux
FR,,503,Brabant,1974,conseils-provinciaux
PDP,,5320,Brabant,1974,conseils-provinciaux
BKP,,3402,Brabant,1974,conseils-provinciaux
PMO,,640,Brabant,1974,conseils-provinciaux
PLP,1.0,19253,Brabant,1974,conseils-provinciaux
RW,3.0,38087,Brabant,1974,conseils-provinciaux
UDP,,5006,Brabant,1974,conseils-provinciaux
PVV,12.0,87598,Flandre occidentale,1974,conseils-provinciaux
BSP,19.0,129451,Flandre occidentale,1974,conseils-provinciaux
VU,15.0,107736,Flandre occidentale,1974,conseils-provinciaux
KP,,5886,Flandre occidentale,1974,conseils-provinciaux
CVP,44.0,259329,Flandre occidentale,1974,conseils-provinciaux
andere/autres,,1131,Flandre occidentale,1974,conseils-provinciaux
PVV,18.0,157379,Flandre orientale,1974,conseils-provinciaux
BSP,20.0,162757,Flandre orientale,1974,conseils-provinciaux
VU,15.0,129963,Flandre orientale,1974,conseils-provinciaux
KP,,15042,Flandre orientale,1974,conseils-provinciaux
CVP,37.0,289982,Flandre orientale,1974,conseils-provinciaux
andere/autres,,4723,Flandre orientale,1974,conseils-provinciaux
PLP,13.0,93065,Hainaut,1974,conseils-provinciaux
PSB,42.0,274085,Hainaut,1974,conseils-provinciaux
PSC,16.0,125330,Hainaut,1974,conseils-provinciaux
RW,15.0,114561,Hainaut,1974,conseils-provinciaux
UDP-PC,4.0,55625,Hainaut,1974,conseils-provinciaux
PLW,,5984,Hainaut,1974,conseils-provinciaux
ISOLE,,174,Hainaut,1974,conseils-provinciaux
PLP,13.0,77195,Liège,1974,conseils-provinciaux
PSB,36.0,200220,Liège,1974,conseils-provinciaux
PSC,21.0,118705,Liège,1974,conseils-provinciaux
RW,15.0,90136,Liège,1974,conseils-provinciaux
PC,4.0,31130,Liège,1974,conseils-provinciaux
AUTRE,1.0,9818,Liège,1974,conseils-provinciaux
PVV,9.0,43063,Limbourg,1974,conseils-provinciaux
BSP,16.0,73164,Limbourg,1974,conseils-provinciaux
VU,10.0,49262,Limbourg,1974,conseils-provinciaux
CVP,35.0,155104,Limbourg,1974,conseils-provinciaux
RLiège,,1285,Limbourg,1974,conseils-provinciaux
andere/autres,,1052,Limbourg,1974,conseils-provinciaux
PLP,10.0,26607,Luxembourg,1974,conseils-provinciaux
PSB,12.0,28841,Luxembourg,1974,conseils-provinciaux
PSC,23.0,47976,Luxembourg,1974,conseils-provinciaux
RW,5.0,16481,Luxembourg,1974,conseils-provinciaux
IND.,,50,Luxembourg,1974,conseils-provinciaux
PLP,10.0,35612,Namur,1974,conseils-provinciaux
PSB,20.0,69385,Namur,1974,conseils-provinciaux
PSC,18.0,59721,Namur,1974,conseils-provinciaux
RW,12.0,42995,Namur,1974,conseils-provinciaux
UDP-DN,,3188,Namur,1974,conseils-provinciaux
