Parti,Nombre de sièges,Nombre de voix,arrondissement,date,election
PVV,4.0,35472,Alost,1974,conseils-provinciaux
BSP,4.0,36213,Alost,1974,conseils-provinciaux
VU,3.0,26756,Alost,1974,conseils-provinciaux
KP,,3792,Alost,1974,conseils-provinciaux
CVP,7.0,52964,Alost,1974,conseils-provinciaux
andere/autres,,1039,Alost,1974,conseils-provinciaux
PVV,7.0,67959,Anvers,1974,conseils-provinciaux
BSP,15.0,139907,Anvers,1974,conseils-provinciaux
VU,11.0,108297,Anvers,1974,conseils-provinciaux
KP,1.0,17776,Anvers,1974,conseils-provinciaux
CVP,19.0,173273,Anvers,1974,conseils-provinciaux
andere/autres,,9588,Anvers,1974,conseils-provinciaux
PLP,2.0,4564,Arlon,1974,conseils-provinciaux
PSB,4.0,7648,Arlon,1974,conseils-provinciaux
PSC,4.0,9417,Arlon,1974,conseils-provinciaux
RW,1.0,3176,Arlon,1974,conseils-provinciaux
PLP,2.0,11555,Ath,1974,conseils-provinciaux
PSB,2.0,16935,Ath,1974,conseils-provinciaux
PSC,1.0,7495,Ath,1974,conseils-provinciaux
RW,,5351,Ath,1974,conseils-provinciaux
UDP-PC,,1890,Ath,1974,conseils-provinciaux
PVV,2.0,19121,Audenarde,1974,conseils-provinciaux
BSP,2.0,14420,Audenarde,1974,conseils-provinciaux
VU,,5765,Audenarde,1974,conseils-provinciaux
CVP,4.0,25795,Audenarde,1974,conseils-provinciaux
andere/autres,,2233,Audenarde,1974,conseils-provinciaux
PLP,3.0,7402,Bastogne,1974,conseils-provinciaux
PSB,1.0,3266,Bastogne,1974,conseils-provinciaux
PSC,4.0,7513,Bastogne,1974,conseils-provinciaux
RW,,1398,Bastogne,1974,conseils-provinciaux
PVV,3.0,20537,Bruges,1974,conseils-provinciaux
BSP,5.0,30845,Bruges,1974,conseils-provinciaux
VU,3.0,22169,Bruges,1974,conseils-provinciaux
KP,,1544,Bruges,1974,conseils-provinciaux
CVP,10.0,59721,Bruges,1974,conseils-provinciaux
andere/autres,,953,Bruges,1974,conseils-provinciaux
PVV,2.0,34660,Bruxelles,1974,conseils-provinciaux
PSC,8.0,93066,Bruxelles,1974,conseils-provinciaux
FDF-PLDP,24.0,280033,Bruxelles,1974,conseils-provinciaux
PSB,11.0,133114,Bruxelles,1974,conseils-provinciaux
VU,7.0,85181,Bruxelles,1974,conseils-provinciaux
PCB/BKP,,30407,Bruxelles,1974,conseils-provinciaux
BSP,3.0,38113,Bruxelles,1974,conseils-provinciaux
PLP-PVV,3.0,31974,Bruxelles,1974,conseils-provinciaux
CVP,6.0,79878,Bruxelles,1974,conseils-provinciaux
PRS,,209,Bruxelles,1974,conseils-provinciaux
URB,,2000,Bruxelles,1974,conseils-provinciaux
ONTHAAL,,1610,Bruxelles,1974,conseils-provinciaux
BRU,,398,Bruxelles,1974,conseils-provinciaux
FR,,503,Bruxelles,1974,conseils-provinciaux
PLP,3.0,21824,Charleroi,1974,conseils-provinciaux
PSB,16.0,97229,Charleroi,1974,conseils-provinciaux
PSC,4.0,36628,Charleroi,1974,conseils-provinciaux
RW,8.0,53180,Charleroi,1974,conseils-provinciaux
UDP-PC,,13011,Charleroi,1974,conseils-provinciaux
PLW,,1993,Charleroi,1974,conseils-provinciaux
ISOLE,,174,Charleroi,1974,conseils-provinciaux
PVV,3.0,18365,Courtrai,1974,conseils-provinciaux
BSP,5.0,35913,Courtrai,1974,conseils-provinciaux
VU,3.0,23312,Courtrai,1974,conseils-provinciaux
KP,,2591,Courtrai,1974,conseils-provinciaux
CVP,11.0,70470,Courtrai,1974,conseils-provinciaux
PLP,3.0,9861,Dinant,1974,conseils-provinciaux
PSB,3.0,11509,Dinant,1974,conseils-provinciaux
PSC,5.0,15780,Dinant,1974,conseils-provinciaux
RW,3.0,10190,Dinant,1974,conseils-provinciaux
UDP-DN,,198,Dinant,1974,conseils-provinciaux
PVV,1.0,4815,Dixsmude,1974,conseils-provinciaux
BSP,,4013,Dixsmude,1974,conseils-provinciaux
VU,1.0,5054,Dixsmude,1974,conseils-provinciaux
CVP,2.0,11911,Dixsmude,1974,conseils-provinciaux
PVV,1.0,8479,Eeklo,1974,conseils-provinciaux
BSP,1.0,9012,Eeklo,1974,conseils-provinciaux
VU,1.0,7260,Eeklo,1974,conseils-provinciaux
KP,,576,Eeklo,1974,conseils-provinciaux
CVP,3.0,23269,Eeklo,1974,conseils-provinciaux
PVV,1.0,5973,Furnes,1974,conseils-provinciaux
BSP,1.0,6533,Furnes,1974,conseils-provinciaux
VU,1.0,4858,Furnes,1974,conseils-provinciaux
CVP,1.0,9025,Furnes,1974,conseils-provinciaux
andere/autres,,178,Furnes,1974,conseils-provinciaux
PVV,7.0,60362,Gand,1974,conseils-provinciaux
BSP,7.0,55719,Gand,1974,conseils-provinciaux
VU,6.0,50317,Gand,1974,conseils-provinciaux
KP,,6356,Gand,1974,conseils-provinciaux
CVP,12.0,98621,Gand,1974,conseils-provinciaux
andere/autres,,592,Gand,1974,conseils-provinciaux
PVV,4.0,20788,Hasselt,1974,conseils-provinciaux
BSP,9.0,39156,Hasselt,1974,conseils-provinciaux
VU,5.0,23326,Hasselt,1974,conseils-provinciaux
CVP,16.0,72567,Hasselt,1974,conseils-provinciaux
andere/autres,,577,Hasselt,1974,conseils-provinciaux
PLP,1.0,5943,Huy,1974,conseils-provinciaux
PSB,4.0,24987,Huy,1974,conseils-provinciaux
PSC,2.0,11761,Huy,1974,conseils-provinciaux
RW,1.0,6851,Huy,1974,conseils-provinciaux
PC,,3001,Huy,1974,conseils-provinciaux
PLP,7.0,41650,Liège,1974,conseils-provinciaux
PSB,23.0,126597,Liège,1974,conseils-provinciaux
PSC,11.0,59312,Liège,1974,conseils-provinciaux
RW,11.0,62819,Liège,1974,conseils-provinciaux
PC,4.0,23967,Liège,1974,conseils-provinciaux
AUTRE,,399,Liège,1974,conseils-provinciaux
PVV,4.0,54428,Louvain,1974,conseils-provinciaux
VU,2.0,30307,Louvain,1974,conseils-provinciaux
BSP,4.0,51293,Louvain,1974,conseils-provinciaux
CVP,6.0,76570,Louvain,1974,conseils-provinciaux
PDP,,5320,Louvain,1974,conseils-provinciaux
BKP,,3402,Louvain,1974,conseils-provinciaux
PMO,,640,Louvain,1974,conseils-provinciaux
PVV,2.0,8741,Maaseik,1974,conseils-provinciaux
BSP,3.0,15218,Maaseik,1974,conseils-provinciaux
VU,3.0,14790,Maaseik,1974,conseils-provinciaux
CVP,10.0,41596,Maaseik,1974,conseils-provinciaux
PVV,2.0,20476,Malines,1974,conseils-provinciaux
BSP,4.0,41373,Malines,1974,conseils-provinciaux
VU,4.0,34156,Malines,1974,conseils-provinciaux
KP,,1704,Malines,1974,conseils-provinciaux
CVP,7.0,67281,Malines,1974,conseils-provinciaux
andere/autres,,690,Malines,1974,conseils-provinciaux
PLP,1.0,3958,Marche-en-Famenne,1974,conseils-provinciaux
PSB,2.0,5367,Marche-en-Famenne,1974,conseils-provinciaux
PSC,4.0,9159,Marche-en-Famenne,1974,conseils-provinciaux
RW,2.0,4110,Marche-en-Famenne,1974,conseils-provinciaux
PLP,2.0,15825,Mons,1974,conseils-provinciaux
PSB,9.0,58502,Mons,1974,conseils-provinciaux
PSC,3.0,20563,Mons,1974,conseils-provinciaux
RW,2.0,16174,Mons,1974,conseils-provinciaux
UDP-PC,2.0,18308,Mons,1974,conseils-provinciaux
PLW,,2777,Mons,1974,conseils-provinciaux
PLP,1.0,6138,Mouscron,1974,conseils-provinciaux
PSB,2.0,11004,Mouscron,1974,conseils-provinciaux
PSC,2.0,13202,Mouscron,1974,conseils-provinciaux
RW,,3774,Mouscron,1974,conseils-provinciaux
UDP-PC,,3140,Mouscron,1974,conseils-provinciaux
PLP,5.0,19948,Namur,1974,conseils-provinciaux
PSB,14.0,47560,Namur,1974,conseils-provinciaux
PSC,10.0,33638,Namur,1974,conseils-provinciaux
RW,8.0,27548,Namur,1974,conseils-provinciaux
UDP-DN,,2803,Namur,1974,conseils-provinciaux
PLP,2.0,5799,Neufchâteau,1974,conseils-provinciaux
PSB,2.0,6014,Neufchâteau,1974,conseils-provinciaux
PSC,6.0,13318,Neufchâteau,1974,conseils-provinciaux
RW,2.0,4804,Neufchâteau,1974,conseils-provinciaux
PSC,3.0,28966,Nivelles,1974,conseils-provinciaux
PSB,3.0,38510,Nivelles,1974,conseils-provinciaux
URB,,746,Nivelles,1974,conseils-provinciaux
PLP,1.0,19253,Nivelles,1974,conseils-provinciaux
RW,3.0,38087,Nivelles,1974,conseils-provinciaux
UDP,,5006,Nivelles,1974,conseils-provinciaux
PVV,3.0,16767,Ostende,1974,conseils-provinciaux
BSP,3.0,17931,Ostende,1974,conseils-provinciaux
VU,2.0,15557,Ostende,1974,conseils-provinciaux
KP,,1751,Ostende,1974,conseils-provinciaux
CVP,3.0,19227,Ostende,1974,conseils-provinciaux
PLP,2.0,5803,Phillippeville,1974,conseils-provinciaux
PSB,3.0,10316,Phillippeville,1974,conseils-provinciaux
PSC,3.0,10303,Phillippeville,1974,conseils-provinciaux
RW,1.0,5257,Phillippeville,1974,conseils-provinciaux
UDP-DN,,187,Phillippeville,1974,conseils-provinciaux
PVV,,7595,Roeselare,1974,conseils-provinciaux
BSP,2.0,15807,Roeselare,1974,conseils-provinciaux
VU,3.0,17916,Roeselare,1974,conseils-provinciaux
CVP,7.0,38406,Roeselare,1974,conseils-provinciaux
