Parti,Nombre de sièges,Nombre de voix,district,date,election
PVV,2.0,14701,Alost,1974,conseils-provinciaux
BSP,1.0,12245,Alost,1974,conseils-provinciaux
VU,1.0,11900,Alost,1974,conseils-provinciaux
KP,,1796,Alost,1974,conseils-provinciaux
CVP,3.0,20548,Alost,1974,conseils-provinciaux
PLP,,1962,Andenne,1974,conseils-provinciaux
PSB,1.0,4840,Andenne,1974,conseils-provinciaux
PSC,1.0,2166,Andenne,1974,conseils-provinciaux
RW,1.0,1776,Andenne,1974,conseils-provinciaux
UDP-DN,,284,Andenne,1974,conseils-provinciaux
FDF-PLDP,2.0,27548,Anderlecht,1974,conseils-provinciaux
PSB,2.0,21318,Anderlecht,1974,conseils-provinciaux
VU,1.0,8979,Anderlecht,1974,conseils-provinciaux
PCB/BKP,,4613,Anderlecht,1974,conseils-provinciaux
BSP,,3127,Anderlecht,1974,conseils-provinciaux
PLP-PVV,,3060,Anderlecht,1974,conseils-provinciaux
CVP,1.0,11986,Anderlecht,1974,conseils-provinciaux
URB,,506,Anderlecht,1974,conseils-provinciaux
PVV,2.0,21617,Anvers,1974,conseils-provinciaux
BSP,5.0,52147,Anvers,1974,conseils-provinciaux
VU,3.0,28802,Anvers,1974,conseils-provinciaux
KP,1.0,6925,Anvers,1974,conseils-provinciaux
CVP,5.0,40692,Anvers,1974,conseils-provinciaux
andere/autres,,4703,Anvers,1974,conseils-provinciaux
PLP,2.0,4564,Arlon,1974,conseils-provinciaux
PSB,4.0,7648,Arlon,1974,conseils-provinciaux
PSC,4.0,9417,Arlon,1974,conseils-provinciaux
RW,1.0,3176,Arlon,1974,conseils-provinciaux
PLP,2.0,11555,Ath,1974,conseils-provinciaux
PSB,2.0,16935,Ath,1974,conseils-provinciaux
PSC,1.0,7495,Ath,1974,conseils-provinciaux
RW,,5351,Ath,1974,conseils-provinciaux
UDP-PC,,1890,Ath,1974,conseils-provinciaux
PLP,2.0,3785,Bastogne,1974,conseils-provinciaux
PSB,,1218,Bastogne,1974,conseils-provinciaux
PSC,3.0,4731,Bastogne,1974,conseils-provinciaux
RW,,1045,Bastogne,1974,conseils-provinciaux
PVV,1.0,6090,Beringen,1974,conseils-provinciaux
BSP,2.0,8673,Beringen,1974,conseils-provinciaux
VU,2.0,6492,Beringen,1974,conseils-provinciaux
CVP,4.0,19638,Beringen,1974,conseils-provinciaux
PVV,,1728,Bilzen,1974,conseils-provinciaux
BSP,1.0,2733,Bilzen,1974,conseils-provinciaux
VU,1.0,4769,Bilzen,1974,conseils-provinciaux
CVP,2.0,9696,Bilzen,1974,conseils-provinciaux
PLP,1.0,5407,Binche,1974,conseils-provinciaux
PSB,3.0,18231,Binche,1974,conseils-provinciaux
PSC,1.0,7873,Binche,1974,conseils-provinciaux
RW,1.0,7441,Binche,1974,conseils-provinciaux
UDP-PC,,3220,Binche,1974,conseils-provinciaux
PVV,1.0,8428,Boom,1974,conseils-provinciaux
BSP,2.0,19166,Boom,1974,conseils-provinciaux
VU,1.0,13214,Boom,1974,conseils-provinciaux
KP,,1591,Boom,1974,conseils-provinciaux
CVP,3.0,29641,Boom,1974,conseils-provinciaux
andere/autres,,643,Boom,1974,conseils-provinciaux
PVV,2.0,22523,Borgerhout,1974,conseils-provinciaux
BSP,5.0,45286,Borgerhout,1974,conseils-provinciaux
VU,4.0,41633,Borgerhout,1974,conseils-provinciaux
KP,,5957,Borgerhout,1974,conseils-provinciaux
CVP,6.0,52315,Borgerhout,1974,conseils-provinciaux
andere/autres,,3180,Borgerhout,1974,conseils-provinciaux
PLP,1.0,2248,Bouillon,1974,conseils-provinciaux
PSB,1.0,3081,Bouillon,1974,conseils-provinciaux
PSC,2.0,5827,Bouillon,1974,conseils-provinciaux
RW,1.0,2295,Bouillon,1974,conseils-provinciaux
PLP,1.0,5641,Boussu,1974,conseils-provinciaux
PSB,3.0,24526,Boussu,1974,conseils-provinciaux
PSC,1.0,6976,Boussu,1974,conseils-provinciaux
RW,1.0,5335,Boussu,1974,conseils-provinciaux
UDP-PC,1.0,5985,Boussu,1974,conseils-provinciaux
PLW,,653,Boussu,1974,conseils-provinciaux
PVV,,1216,Bree,1974,conseils-provinciaux
BSP,,1963,Bree,1974,conseils-provinciaux
VU,1.0,3497,Bree,1974,conseils-provinciaux
CVP,2.0,7633,Bree,1974,conseils-provinciaux
PVV,3.0,20537,Bruges,1974,conseils-provinciaux
BSP,5.0,30845,Bruges,1974,conseils-provinciaux
