Parti,Nombre de sièges,Nombre de voix,province,date,election
Cath/Kath,9.0,190936,Flandre orientale,1908,sénat
Socialist,,18267,Flandre orientale,1908,sénat
Liberal/Liberaal,4.0,88901,Flandre orientale,1908,sénat
Cath/Kath,5.0,155976,Hainaut,1908,sénat
Socialist,6.0,180348,Hainaut,1908,sénat
Liberal/Liberaal,3.0,99358,Hainaut,1908,sénat
Cath/Kath,4.0,90258,Liège,1908,sénat
Socialist,2.0,59830,Liège,1908,sénat
Liberal/Liberaal,4.0,103847,Liège,1908,sénat
Cath/Kath,3.0,55041,Limbourg,1908,sénat
Liberal/Liberaal,,16176,Limbourg,1908,sénat
