Parti,Nombre de sièges,Nombre de voix,canton,date,election
Cath/Kath,,5234,Aarschot,1902,chambre-des-représentants
Social,,648,Aarschot,1902,chambre-des-représentants
Liberal/Liberaal,,1466,Aarschot,1902,chambre-des-représentants
Cath/Kath,,4064,Andenne,1902,chambre-des-représentants
Social,,2897,Andenne,1902,chambre-des-représentants
Liberal/Liberaal,,1468,Andenne,1902,chambre-des-représentants
Cath/Kath,,4998,Anderlecht,1902,chambre-des-représentants
Social,,4463,Anderlecht,1902,chambre-des-représentants
Liberal/Liberaal,,2795,Anderlecht,1902,chambre-des-représentants
christ democr,,682,Anderlecht,1902,chambre-des-représentants
onafh/indép,,265,Anderlecht,1902,chambre-des-représentants
commercants/handelaars,,754,Anderlecht,1902,chambre-des-représentants
Cath/Kath,,28782,Anvers,1902,chambre-des-représentants
Social,,9427,Anvers,1902,chambre-des-représentants
Liberal/Liberaal,,27655,Anvers,1902,chambre-des-représentants
christ democr,,1975,Anvers,1902,chambre-des-représentants
Cath/Kath,,3604,Ardooie,1902,chambre-des-représentants
Liberal/Liberaal,,463,Ardooie,1902,chambre-des-représentants
Cath/Kath,,3779,Arendonk,1902,chambre-des-représentants
Liberal/Liberaal,,229,Arendonk,1902,chambre-des-représentants
Cath/Kath,,4099,Arlon,1902,chambre-des-représentants
Social,,617,Arlon,1902,chambre-des-représentants
Liberal/Liberaal,,3710,Arlon,1902,chambre-des-représentants
Cath/Kath,,9743,Asse,1902,chambre-des-représentants
Social,,254,Asse,1902,chambre-des-représentants
Liberal/Liberaal,,1069,Asse,1902,chambre-des-représentants
christ democr,,1392,Asse,1902,chambre-des-représentants
onafh/indép,,102,Asse,1902,chambre-des-représentants
commercants/handelaars,,358,Asse,1902,chambre-des-représentants
Cath/Kath,,3258,Avelgem,1902,chambre-des-représentants
Social,,174,Avelgem,1902,chambre-des-représentants
Liberal/Liberaal,,1094,Avelgem,1902,chambre-des-représentants
christ democr,,290,Avelgem,1902,chambre-des-représentants
Cath/Kath,,2284,Bastogne,1902,chambre-des-représentants
Social,,217,Bastogne,1902,chambre-des-représentants
Liberal/Liberaal,,809,Bastogne,1902,chambre-des-représentants
Cath/Kath,,3355,Beauraing,1902,chambre-des-représentants
Social,,1373,Beauraing,1902,chambre-des-représentants
Liberal/Liberaal,,1040,Beauraing,1902,chambre-des-représentants
christ democr,,12,Beauraing,1902,chambre-des-représentants
Cath/Kath,,5226,Boom,1902,chambre-des-représentants
Social,,1791,Boom,1902,chambre-des-représentants
Liberal/Liberaal,,2512,Boom,1902,chambre-des-représentants
christ democr,,656,Boom,1902,chambre-des-représentants
Cath/Kath,,11953,Borgerhout,1902,chambre-des-représentants
Social,,1995,Borgerhout,1902,chambre-des-représentants
Liberal/Liberaal,,5174,Borgerhout,1902,chambre-des-représentants
christ democr,,1139,Borgerhout,1902,chambre-des-représentants
Cath/Kath,,1762,Bouillon,1902,chambre-des-représentants
Social,,281,Bouillon,1902,chambre-des-représentants
Liberal/Liberaal,,1103,Bouillon,1902,chambre-des-représentants
Cath/Kath,,5763,Brecht,1902,chambre-des-représentants
Social,,181,Brecht,1902,chambre-des-représentants
Liberal/Liberaal,,688,Brecht,1902,chambre-des-représentants
christ democr,,267,Brecht,1902,chambre-des-représentants
Cath/Kath,,22302,Bruges,1902,chambre-des-représentants
Liberal/Liberaal,,10333,Bruges,1902,chambre-des-représentants
christ democr,,4673,Bruges,1902,chambre-des-représentants
Cath/Kath,,12268,Bruxelles,1902,chambre-des-représentants
Social,,13929,Bruxelles,1902,chambre-des-représentants
Liberal/Liberaal,,16479,Bruxelles,1902,chambre-des-représentants
christ democr,,1881,Bruxelles,1902,chambre-des-représentants
onafh/indép,,2680,Bruxelles,1902,chambre-des-représentants
commercants/handelaars,,222,Bruxelles,1902,chambre-des-représentants
Cath/Kath,,5553,Ciney,1902,chambre-des-représentants
Social,,2024,Ciney,1902,chambre-des-représentants
Liberal/Liberaal,,1231,Ciney,1902,chambre-des-représentants
christ democr,,82,Ciney,1902,chambre-des-représentants
Cath/Kath,,14494,Courtrai,1902,chambre-des-représentants
Social,,720,Courtrai,1902,chambre-des-représentants
Liberal/Liberaal,,4801,Courtrai,1902,chambre-des-représentants
christ democr,,1655,Courtrai,1902,chambre-des-représentants
Cath/Kath,,3652,Couvin,1902,chambre-des-représentants
Social,,2415,Couvin,1902,chambre-des-représentants
Liberal/Liberaal,,1377,Couvin,1902,chambre-des-représentants
christ democr,,28,Couvin,1902,chambre-des-représentants
Cath/Kath,,5327,Diest,1902,chambre-des-représentants
Social,,708,Diest,1902,chambre-des-représentants
Liberal/Liberaal,,2133,Diest,1902,chambre-des-représentants
Cath/Kath,,5722,Dinant,1902,chambre-des-représentants
Social,,2579,Dinant,1902,chambre-des-représentants
Liberal/Liberaal,,1621,Dinant,1902,chambre-des-représentants
christ democr,,46,Dinant,1902,chambre-des-représentants
Cath/Kath,,12182,Dixmude,1902,chambre-des-représentants
Liberal/Liberaal,,3687,Dixmude,1902,chambre-des-représentants
Cath/Kath,,5886,Duffel,1902,chambre-des-représentants
Social,,404,Duffel,1902,chambre-des-représentants
Liberal/Liberaal,,1167,Duffel,1902,chambre-des-représentants
Cath/Kath,,1953,Durbuy,1902,chambre-des-représentants
Social,,227,Durbuy,1902,chambre-des-représentants
Liberal/Liberaal,,1220,Durbuy,1902,chambre-des-représentants
Cath/Kath,,5329,Eghezée,1902,chambre-des-représentants
Social,,2520,Eghezée,1902,chambre-des-représentants
Liberal/Liberaal,,1300,Eghezée,1902,chambre-des-représentants
Cath/Kath,,6209,Ekeren,1902,chambre-des-représentants
Social,,469,Ekeren,1902,chambre-des-représentants
Liberal/Liberaal,,2122,Ekeren,1902,chambre-des-représentants
christ democr,,611,Ekeren,1902,chambre-des-représentants
Cath/Kath,,1974,Erezée,1902,chambre-des-représentants
Social,,95,Erezée,1902,chambre-des-représentants
Liberal/Liberaal,,509,Erezée,1902,chambre-des-représentants
Cath/Kath,,2679,Etalle,1902,chambre-des-représentants
Social,,260,Etalle,1902,chambre-des-représentants
Liberal/Liberaal,,2382,Etalle,1902,chambre-des-représentants
Cath/Kath,,635,Fauvillers,1902,chambre-des-représentants
Social,,30,Fauvillers,1902,chambre-des-représentants
Liberal/Liberaal,,204,Fauvillers,1902,chambre-des-représentants
Cath/Kath,,2882,Florennes,1902,chambre-des-représentants
Social,,1576,Florennes,1902,chambre-des-représentants
Liberal/Liberaal,,1325,Florennes,1902,chambre-des-représentants
christ democr,,24,Florennes,1902,chambre-des-représentants
Cath/Kath,,2423,Florenville,1902,chambre-des-représentants
Social,,49,Florenville,1902,chambre-des-représentants
Liberal/Liberaal,,2033,Florenville,1902,chambre-des-représentants
Cath/Kath,,8247,Fosses-la-Ville,1902,chambre-des-représentants
Social,,6803,Fosses-la-Ville,1902,chambre-des-représentants
Liberal/Liberaal,,3096,Fosses-la-Ville,1902,chambre-des-représentants
Cath/Kath,,5693,Furnes,1902,chambre-des-représentants
Liberal/Liberaal,,2742,Furnes,1902,chambre-des-représentants
Cath/Kath,,2981,Gedinne,1902,chambre-des-représentants
Social,,996,Gedinne,1902,chambre-des-représentants
Liberal/Liberaal,,861,Gedinne,1902,chambre-des-représentants
christ democr,,34,Gedinne,1902,chambre-des-représentants
Cath/Kath,,5856,Gembloux,1902,chambre-des-représentants
Social,,3376,Gembloux,1902,chambre-des-représentants
Liberal/Liberaal,,2417,Gembloux,1902,chambre-des-représentants
Cath/Kath,,3395,Genappe,1902,chambre-des-représentants
Social,,2179,Genappe,1902,chambre-des-représentants
Liberal/Liberaal,,2300,Genappe,1902,chambre-des-représentants
Cath/Kath,,6682,Gistel,1902,chambre-des-représentants
Liberal/Liberaal,,2399,Gistel,1902,chambre-des-représentants
Cath/Kath,,3491,Glabbeek,1902,chambre-des-représentants
Social,,246,Glabbeek,1902,chambre-des-représentants
Liberal/Liberaal,,888,Glabbeek,1902,chambre-des-représentants
Cath/Kath,,5597,Haacht,1902,chambre-des-représentants
Social,,946,Haacht,1902,chambre-des-représentants
Liberal/Liberaal,,1222,Haacht,1902,chambre-des-représentants
Cath/Kath,,7869,Hal,1902,chambre-des-représentants
Social,,2348,Hal,1902,chambre-des-représentants
Liberal/Liberaal,,1348,Hal,1902,chambre-des-représentants
christ democr,,800,Hal,1902,chambre-des-représentants
onafh/indép,,223,Hal,1902,chambre-des-représentants
commercants/handelaars,,63,Hal,1902,chambre-des-représentants
Cath/Kath,,5259,Harelbeke,1902,chambre-des-représentants
Social,,137,Harelbeke,1902,chambre-des-représentants
Liberal/Liberaal,,1518,Harelbeke,1902,chambre-des-représentants
christ democr,,443,Harelbeke,1902,chambre-des-représentants
Cath/Kath,,6255,Heist-op-den-Berg,1902,chambre-des-représentants
Social,,382,Heist-op-den-Berg,1902,chambre-des-représentants
Liberal/Liberaal,,1038,Heist-op-den-Berg,1902,chambre-des-représentants
Cath/Kath,,6857,Herentals,1902,chambre-des-représentants
Liberal/Liberaal,,1449,Herentals,1902,chambre-des-représentants
Cath/Kath,,4952,Hooglede,1902,chambre-des-représentants
Liberal/Liberaal,,800,Hooglede,1902,chambre-des-représentants
Cath/Kath,,3687,Hoogstraten,1902,chambre-des-représentants
Liberal/Liberaal,,624,Hoogstraten,1902,chambre-des-représentants
Cath/Kath,,2285,Houffalize,1902,chambre-des-représentants
Social,,174,Houffalize,1902,chambre-des-représentants
Liberal/Liberaal,,835,Houffalize,1902,chambre-des-représentants
Cath/Kath,,7873,Ixelles,1902,chambre-des-représentants
Social,,5478,Ixelles,1902,chambre-des-représentants
Liberal/Liberaal,,8374,Ixelles,1902,chambre-des-représentants
christ democr,,851,Ixelles,1902,chambre-des-représentants
onafh/indép,,1783,Ixelles,1902,chambre-des-représentants
commercants/handelaars,,166,Ixelles,1902,chambre-des-représentants
Cath/Kath,,7404,Izegem,1902,chambre-des-représentants
Liberal/Liberaal,,901,Izegem,1902,chambre-des-représentants
Cath/Kath,,5636,Jodoigne,1902,chambre-des-représentants
Social,,3417,Jodoigne,1902,chambre-des-représentants
Liberal/Liberaal,,3352,Jodoigne,1902,chambre-des-représentants
Cath/Kath,,6640,Kontich,1902,chambre-des-représentants
Social,,298,Kontich,1902,chambre-des-représentants
Liberal/Liberaal,,2121,Kontich,1902,chambre-des-représentants
christ democr,,285,Kontich,1902,chambre-des-représentants
Cath/Kath,,3184,Léau,1902,chambre-des-représentants
Social,,346,Léau,1902,chambre-des-représentants
Liberal/Liberaal,,898,Léau,1902,chambre-des-représentants
Cath/Kath,,2802,La Roche-en-Ardenne,1902,chambre-des-représentants
Social,,290,La Roche-en-Ardenne,1902,chambre-des-représentants
Liberal/Liberaal,,769,La Roche-en-Ardenne,1902,chambre-des-représentants
Cath/Kath,,3493,Laken,1902,chambre-des-représentants
Social,,3470,Laken,1902,chambre-des-représentants
Liberal/Liberaal,,2515,Laken,1902,chambre-des-représentants
christ democr,,458,Laken,1902,chambre-des-représentants
onafh/indép,,367,Laken,1902,chambre-des-représentants
commercants/handelaars,,545,Laken,1902,chambre-des-représentants
Cath/Kath,,5540,Lierre,1902,chambre-des-représentants
Social,,518,Lierre,1902,chambre-des-représentants
Liberal/Liberaal,,2429,Lierre,1902,chambre-des-représentants
Cath/Kath,,17348,Louvain,1902,chambre-des-représentants
Social,,7954,Louvain,1902,chambre-des-représentants
Liberal/Liberaal,,6435,Louvain,1902,chambre-des-représentants
Cath/Kath,,11622,Malines,1902,chambre-des-représentants
Social,,2905,Malines,1902,chambre-des-représentants
Liberal/Liberaal,,8890,Malines,1902,chambre-des-représentants
Cath/Kath,,2146,Marche-en-Famenne,1902,chambre-des-représentants
Social,,799,Marche-en-Famenne,1902,chambre-des-représentants
Liberal/Liberaal,,1160,Marche-en-Famenne,1902,chambre-des-représentants
Cath/Kath,,6050,Menin,1902,chambre-des-représentants
Social,,1322,Menin,1902,chambre-des-représentants
Liberal/Liberaal,,1794,Menin,1902,chambre-des-représentants
christ democr,,868,Menin,1902,chambre-des-représentants
Cath/Kath,,2231,Messancy,1902,chambre-des-représentants
Social,,309,Messancy,1902,chambre-des-représentants
Liberal/Liberaal,,2037,Messancy,1902,chambre-des-représentants
Cath/Kath,,3669,Messines,1902,chambre-des-représentants
Liberal/Liberaal,,2441,Messines,1902,chambre-des-représentants
Cath/Kath,,4413,Meulebeke,1902,chambre-des-représentants
Liberal/Liberaal,,570,Meulebeke,1902,chambre-des-représentants
Cath/Kath,,7141,Mol,1902,chambre-des-représentants
Liberal/Liberaal,,2566,Mol,1902,chambre-des-représentants
Cath/Kath,,3778,Molenbeek-Saint-Jean,1902,chambre-des-représentants
Social,,7147,Molenbeek-Saint-Jean,1902,chambre-des-représentants
Liberal/Liberaal,,4417,Molenbeek-Saint-Jean,1902,chambre-des-représentants
christ democr,,657,Molenbeek-Saint-Jean,1902,chambre-des-représentants
onafh/indép,,343,Molenbeek-Saint-Jean,1902,chambre-des-représentants
commercants/handelaars,,1643,Molenbeek-Saint-Jean,1902,chambre-des-représentants
Cath/Kath,,3301,Moorsele,1902,chambre-des-représentants
Social,,137,Moorsele,1902,chambre-des-représentants
Liberal/Liberaal,,438,Moorsele,1902,chambre-des-représentants
christ democr,,218,Moorsele,1902,chambre-des-représentants
Cath/Kath,,4868,Mouscron,1902,chambre-des-représentants
Social,,1641,Mouscron,1902,chambre-des-représentants
Liberal/Liberaal,,2389,Mouscron,1902,chambre-des-représentants
christ democr,,333,Mouscron,1902,chambre-des-représentants
Cath/Kath,,13140,Namur,1902,chambre-des-représentants
Social,,8778,Namur,1902,chambre-des-représentants
Liberal/Liberaal,,5286,Namur,1902,chambre-des-représentants
Cath/Kath,,916,Nassogne,1902,chambre-des-représentants
Social,,359,Nassogne,1902,chambre-des-représentants
Liberal/Liberaal,,379,Nassogne,1902,chambre-des-représentants
Cath/Kath,,4286,Neufchâteau,1902,chambre-des-représentants
Social,,571,Neufchâteau,1902,chambre-des-représentants
Liberal/Liberaal,,1769,Neufchâteau,1902,chambre-des-représentants
Cath/Kath,,2030,Nieuport,1902,chambre-des-représentants
Liberal/Liberaal,,984,Nieuport,1902,chambre-des-représentants
Cath/Kath,,7947,Nivelles,1902,chambre-des-représentants
Social,,7494,Nivelles,1902,chambre-des-représentants
Liberal/Liberaal,,4582,Nivelles,1902,chambre-des-représentants
Cath/Kath,,3714,Oostrozebeke,1902,chambre-des-représentants
Liberal/Liberaal,,315,Oostrozebeke,1902,chambre-des-représentants
Cath/Kath,,5771,Ostende,1902,chambre-des-représentants
Liberal/Liberaal,,6695,Ostende,1902,chambre-des-représentants
Cath/Kath,,2660,Paliseul,1902,chambre-des-représentants
Social,,160,Paliseul,1902,chambre-des-représentants
Liberal/Liberaal,,772,Paliseul,1902,chambre-des-représentants
Cath/Kath,,1711,Passendale,1902,chambre-des-représentants
Liberal/Liberaal,,486,Passendale,1902,chambre-des-représentants
Cath/Kath,,4044,Perwez,1902,chambre-des-représentants
Social,,2001,Perwez,1902,chambre-des-représentants
Liberal/Liberaal,,2016,Perwez,1902,chambre-des-représentants
Cath/Kath,,2607,Philippeville,1902,chambre-des-représentants
Social,,1061,Philippeville,1902,chambre-des-représentants
Liberal/Liberaal,,1075,Philippeville,1902,chambre-des-représentants
christ democr,,24,Philippeville,1902,chambre-des-représentants
Cath/Kath,,3302,Poperinge,1902,chambre-des-représentants
Liberal/Liberaal,,1175,Poperinge,1902,chambre-des-représentants
Cath/Kath,,7080,Puurs,1902,chambre-des-représentants
Social,,455,Puurs,1902,chambre-des-représentants
Liberal/Liberaal,,907,Puurs,1902,chambre-des-représentants
Cath/Kath,,3740,Rochefort,1902,chambre-des-représentants
Social,,1115,Rochefort,1902,chambre-des-représentants
Liberal/Liberaal,,993,Rochefort,1902,chambre-des-représentants
christ democr,,32,Rochefort,1902,chambre-des-représentants
