Parti,Nombre de sièges,Nombre de voix,province,date,election
Cath/Kath,14.0,140421,Anvers,1902,chambre-des-représentants
Social,1.0,18967,Anvers,1902,chambre-des-représentants
Liberal/Liberaal,5.0,62776,Anvers,1902,chambre-des-représentants
christ democr,,5237,Anvers,1902,chambre-des-représentants
Cath/Kath,15.0,171311,Brabant,1902,chambre-des-représentants
Social,7.0,90583,Brabant,1902,chambre-des-représentants
Liberal/Liberaal,8.0,94538,Brabant,1902,chambre-des-représentants
christ democr,1.0,11779,Brabant,1902,chambre-des-représentants
onafh/indép,,9821,Brabant,1902,chambre-des-représentants
commercants/handelaars,,6027,Brabant,1902,chambre-des-représentants
Cath/Kath,16.0,167538,Flandre occidentale,1902,chambre-des-représentants
Social,,4131,Flandre occidentale,1902,chambre-des-représentants
Liberal/Liberaal,4.0,57913,Flandre occidentale,1902,chambre-des-représentants
christ democr,,9102,Flandre occidentale,1902,chambre-des-représentants
Cath/Kath,3.0,46035,Luxembourg,1902,chambre-des-représentants
Social,,5761,Luxembourg,1902,chambre-des-représentants
Liberal/Liberaal,2.0,26706,Luxembourg,1902,chambre-des-représentants
Cath/Kath,6.0,71077,Namur,1902,chambre-des-représentants
Social,2.0,39928,Namur,1902,chambre-des-représentants
Liberal/Liberaal,1.0,24958,Namur,1902,chambre-des-représentants
christ democr,,317,Namur,1902,chambre-des-représentants
