Parti,Nombre de sièges,Nombre de voix,district,date,election
Socialist,2.0,15984,Alost,1958,conseils-provinciaux
CVP,3.0,26576,Alost,1958,conseils-provinciaux
Liberal,2.0,13671,Alost,1958,conseils-provinciaux
Volksunie,,3574,Alost,1958,conseils-provinciaux
Socialist,2.0,6084,Andenne,1958,conseils-provinciaux
PSC,1.0,4666,Andenne,1958,conseils-provinciaux
Liberal,,1359,Andenne,1958,conseils-provinciaux
Socialist,3.0,38030,Anderlecht,1958,conseils-provinciaux
PSC/CVP,2.0,24909,Anderlecht,1958,conseils-provinciaux
Liberal,1.0,9123,Anderlecht,1958,conseils-provinciaux
Communist,,2244,Anderlecht,1958,conseils-provinciaux
Volksunie,,1168,Anderlecht,1958,conseils-provinciaux
autres/andere,,1165,Anderlecht,1958,conseils-provinciaux
Socialist,10.0,83873,Anvers,1958,conseils-provinciaux
CVP,9.0,73754,Anvers,1958,conseils-provinciaux
Liberal,2.0,22155,Anvers,1958,conseils-provinciaux
Communist,,4648,Anvers,1958,conseils-provinciaux
Volksunie,1.0,6914,Anvers,1958,conseils-provinciaux
ANDERE,,694,Anvers,1958,conseils-provinciaux
Socialist,2.0,6226,Arlon,1958,conseils-provinciaux
PSC,5.0,11935,Arlon,1958,conseils-provinciaux
Liberal,2.0,5118,Arlon,1958,conseils-provinciaux
Socialist,3.0,21139,Ath,1958,conseils-provinciaux
PSC,2.0,14918,Ath,1958,conseils-provinciaux
Liberal,1.0,11108,Ath,1958,conseils-provinciaux
Communist,,2355,Ath,1958,conseils-provinciaux
PSC,4.0,8716,Bastogne,1958,conseils-provinciaux
CARTEL LIB/SOC,1.0,2844,Bastogne,1958,conseils-provinciaux
CVP,5.0,23124,Beringen,1958,conseils-provinciaux
Volksunie,,448,Beringen,1958,conseils-provinciaux
KARTEL,2.0,9658,Beringen,1958,conseils-provinciaux
CVP,6.0,13035,Bilzen,1958,conseils-provinciaux
Volksunie,,506,Bilzen,1958,conseils-provinciaux
KARTEL,2.0,5604,Bilzen,1958,conseils-provinciaux
Socialist,4.0,25833,Binche,1958,conseils-provinciaux
PSC,2.0,14176,Binche,1958,conseils-provinciaux
Liberal,,4368,Binche,1958,conseils-provinciaux
Communist,,3513,Binche,1958,conseils-provinciaux
AUTRE,,342,Binche,1958,conseils-provinciaux
Socialist,3.0,25095,Boom,1958,conseils-provinciaux
CVP,4.0,32292,Boom,1958,conseils-provinciaux
Liberal,,4507,Boom,1958,conseils-provinciaux
Communist,,501,Boom,1958,conseils-provinciaux
Volksunie,,1591,Boom,1958,conseils-provinciaux
Socialist,6.0,62821,Borgerhout,1958,conseils-provinciaux
CVP,7.0,71604,Borgerhout,1958,conseils-provinciaux
Liberal,2.0,12609,Borgerhout,1958,conseils-provinciaux
Communist,,1917,Borgerhout,1958,conseils-provinciaux
Volksunie,1.0,7300,Borgerhout,1958,conseils-provinciaux
PSC,4.0,9727,Bouillon,1958,conseils-provinciaux
CARTEL LIB/SOC,2.0,4615,Bouillon,1958,conseils-provinciaux
Socialist,5.0,34091,Boussu,1958,conseils-provinciaux
PSC,2.0,13110,Boussu,1958,conseils-provinciaux
Liberal,,3965,Boussu,1958,conseils-provinciaux
Communist,,5263,Boussu,1958,conseils-provinciaux
CVP,5.0,20409,Bree,1958,conseils-provinciaux
Volksunie,,606,Bree,1958,conseils-provinciaux
KARTEL,,2796,Bree,1958,conseils-provinciaux
Socialist,5.0,41268,Bruges,1958,conseils-provinciaux
CVP,10.0,69518,Bruges,1958,conseils-provinciaux
Liberal,1.0,11241,Bruges,1958,conseils-provinciaux
Volksunie,,2764,Bruges,1958,conseils-provinciaux
ANDERE,,458,Bruges,1958,conseils-provinciaux
Socialist,4.0,41709,Bruxelles,1958,conseils-provinciaux
PSC/CVP,3.0,32415,Bruxelles,1958,conseils-provinciaux
Liberal,2.0,19808,Bruxelles,1958,conseils-provinciaux
Communist,,3456,Bruxelles,1958,conseils-provinciaux
Volksunie,,1020,Bruxelles,1958,conseils-provinciaux
autres/andere,,2094,Bruxelles,1958,conseils-provinciaux
Socialist,6.0,39509,Châtelet,1958,conseils-provinciaux
PSC,3.0,18833,Châtelet,1958,conseils-provinciaux
Liberal,,4081,Châtelet,1958,conseils-provinciaux
Communist,,2404,Châtelet,1958,conseils-provinciaux
AUTRE,,1182,Châtelet,1958,conseils-provinciaux
Socialist,7.0,48948,Charleroi,1958,conseils-provinciaux
PSC,2.0,20647,Charleroi,1958,conseils-provinciaux
Liberal,1.0,9215,Charleroi,1958,conseils-provinciaux
Communist,,4285,Charleroi,1958,conseils-provinciaux
AUTRE,,1009,Charleroi,1958,conseils-provinciaux
Socialist,2.0,7087,Ciney,1958,conseils-provinciaux
PSC,3.0,12388,Ciney,1958,conseils-provinciaux
Liberal,1.0,2425,Ciney,1958,conseils-provinciaux
Socialist,3.0,21989,Courtrai,1958,conseils-provinciaux
CVP,7.0,59322,Courtrai,1958,conseils-provinciaux
Liberal,1.0,6351,Courtrai,1958,conseils-provinciaux
Volksunie,,1540,Courtrai,1958,conseils-provinciaux
Socialist,1.0,7261,Deinze,1958,conseils-provinciaux
CVP,3.0,29181,Deinze,1958,conseils-provinciaux
Liberal,1.0,4024,Deinze,1958,conseils-provinciaux
Volksunie,,3818,Deinze,1958,conseils-provinciaux
Socialist,1.0,17461,Diest,1958,conseils-provinciaux
PSC/CVP,3.0,36361,Diest,1958,conseils-provinciaux
Liberal,1.0,12059,Diest,1958,conseils-provinciaux
Communist,,420,Diest,1958,conseils-provinciaux
Volksunie,,1695,Diest,1958,conseils-provinciaux
Socialist,2.0,8060,Dinant,1958,conseils-provinciaux
PSC,5.0,15186,Dinant,1958,conseils-provinciaux
Liberal,1.0,4938,Dinant,1958,conseils-provinciaux
Socialist,3.0,18204,Dison,1958,conseils-provinciaux
PSC,5.0,31693,Dison,1958,conseils-provinciaux
Liberal,1.0,4030,Dison,1958,conseils-provinciaux
Communist,,756,Dison,1958,conseils-provinciaux
AUTRE,,782,Dison,1958,conseils-provinciaux
Socialist,1.0,4934,Dixsmude,1958,conseils-provinciaux
CVP,3.0,17205,Dixsmude,1958,conseils-provinciaux
Liberal,,3523,Dixsmude,1958,conseils-provinciaux
Volksunie,,830,Dixsmude,1958,conseils-provinciaux
Socialist,5.0,26388,Dour,1958,conseils-provinciaux
PSC,1.0,11241,Dour,1958,conseils-provinciaux
Liberal,,3431,Dour,1958,conseils-provinciaux
Communist,,4487,Dour,1958,conseils-provinciaux
Socialist,1.0,11388,Eeklo,1958,conseils-provinciaux
CVP,5.0,31780,Eeklo,1958,conseils-provinciaux
Liberal,,4607,Eeklo,1958,conseils-provinciaux
Volksunie,,1074,Eeklo,1958,conseils-provinciaux
Socialist,1.0,4934,Eghezée,1958,conseils-provinciaux
PSC,2.0,6137,Eghezée,1958,conseils-provinciaux
Liberal,,1223,Eghezée,1958,conseils-provinciaux
Socialist,3.0,27796,Ekeren,1958,conseils-provinciaux
CVP,6.0,62495,Ekeren,1958,conseils-provinciaux
Liberal,1.0,5238,Ekeren,1958,conseils-provinciaux
Communist,,1053,Ekeren,1958,conseils-provinciaux
Volksunie,,3235,Ekeren,1958,conseils-provinciaux
Socialist,2.0,11428,Evergem,1958,conseils-provinciaux
CVP,4.0,35665,Evergem,1958,conseils-provinciaux
Liberal,,2790,Evergem,1958,conseils-provinciaux
Volksunie,,2067,Evergem,1958,conseils-provinciaux
Socialist,3.0,15542,Fexhe-Slens,1958,conseils-provinciaux
PSC,2.0,13384,Fexhe-Slens,1958,conseils-provinciaux
Liberal,,3313,Fexhe-Slens,1958,conseils-provinciaux
Communist,,1543,Fexhe-Slens,1958,conseils-provinciaux
AUTRE,,418,Fexhe-Slens,1958,conseils-provinciaux
Socialist,4.0,25155,Fléron,1958,conseils-provinciaux
PSC,2.0,15285,Fléron,1958,conseils-provinciaux
Liberal,1.0,5330,Fléron,1958,conseils-provinciaux
Communist,,2997,Fléron,1958,conseils-provinciaux
AUTRE,,626,Fléron,1958,conseils-provinciaux
Socialist,3.0,7438,Florennes,1958,conseils-provinciaux
PSC,2.0,8577,Florennes,1958,conseils-provinciaux
Liberal,,1653,Florennes,1958,conseils-provinciaux
Socialist,1.0,2226,Florenville,1958,conseils-provinciaux
PSC,3.0,7617,Florenville,1958,conseils-provinciaux
Liberal,1.0,3162,Florenville,1958,conseils-provinciaux
AUTRE,,81,Florenville,1958,conseils-provinciaux
Socialist,4.0,35563,Fontaine-l'Evêque,1958,conseils-provinciaux
PSC,2.0,14523,Fontaine-l'Evêque,1958,conseils-provinciaux
Liberal,1.0,4819,Fontaine-l'Evêque,1958,conseils-provinciaux
Communist,,4019,Fontaine-l'Evêque,1958,conseils-provinciaux
AUTRE,,855,Fontaine-l'Evêque,1958,conseils-provinciaux
Socialist,5.0,14457,Fosses-la-Ville,1958,conseils-provinciaux
PSC,3.0,11478,Fosses-la-Ville,1958,conseils-provinciaux
Liberal,1.0,3010,Fosses-la-Ville,1958,conseils-provinciaux
AUTRE,,157,Fosses-la-Ville,1958,conseils-provinciaux
Socialist,1.0,6675,Furnes,1958,conseils-provinciaux
CVP,3.0,15330,Furnes,1958,conseils-provinciaux
Liberal,,3090,Furnes,1958,conseils-provinciaux
Volksunie,,765,Furnes,1958,conseils-provinciaux
Socialist,5.0,43361,Gand,1958,conseils-provinciaux
CVP,7.0,50658,Gand,1958,conseils-provinciaux
Liberal,2.0,15570,Gand,1958,conseils-provinciaux
Volksunie,,4845,Gand,1958,conseils-provinciaux
ANDERE,,141,Gand,1958,conseils-provinciaux
Socialist,2.0,9013,Gembloux,1958,conseils-provinciaux
PSC,2.0,7147,Gembloux,1958,conseils-provinciaux
Liberal,1.0,2210,Gembloux,1958,conseils-provinciaux
Socialist,2.0,16093,Grammont,1958,conseils-provinciaux
CVP,3.0,21624,Grammont,1958,conseils-provinciaux
Liberal,1.0,8024,Grammont,1958,conseils-provinciaux
Volksunie,,1847,Grammont,1958,conseils-provinciaux
Socialist,2.0,17802,Hal,1958,conseils-provinciaux
PSC/CVP,3.0,34812,Hal,1958,conseils-provinciaux
Liberal,,6428,Hal,1958,conseils-provinciaux
Communist,,574,Hal,1958,conseils-provinciaux
Volksunie,,1313,Hal,1958,conseils-provinciaux
autres/andere,,130,Hal,1958,conseils-provinciaux
CVP,9.0,36191,Hasselt,1958,conseils-provinciaux
Volksunie,,1210,Hasselt,1958,conseils-provinciaux
KARTEL,3.0,13486,Hasselt,1958,conseils-provinciaux
Socialist,1.0,8069,Herentals,1958,conseils-provinciaux
CVP,5.0,40606,Herentals,1958,conseils-provinciaux
Liberal,,2798,Herentals,1958,conseils-provinciaux
Volksunie,,1371,Herentals,1958,conseils-provinciaux
CVP,3.0,13120,Herk-la-Ville,1958,conseils-provinciaux
Volksunie,,627,Herk-la-Ville,1958,conseils-provinciaux
KARTEL,1.0,2396,Herk-la-Ville,1958,conseils-provinciaux
