Parti,Nombre de sièges,Nombre de voix,circonscription-électorale,date,election
open vld,2,111505,Circonscription d'Anvers,2019,chambre-des-représentants
N-VA,8,361022,Circonscription d'Anvers,2019,chambre-des-représentants
VLAAMS BELANG,5,217333,Circonscription d'Anvers,2019,chambre-des-représentants
CD&V,3,128036,Circonscription d'Anvers,2019,chambre-des-représentants
PVDA,2,88430,Circonscription d'Anvers,2019,chambre-des-représentants
GROEN,2,127131,Circonscription d'Anvers,2019,chambre-des-représentants
SP.A,2,93114,Circonscription d'Anvers,2019,chambre-des-représentants
Volt,0,1669,Circonscription d'Anvers,2019,chambre-des-représentants
DierAnimal,0,13544,Circonscription d'Anvers,2019,chambre-des-représentants
PV&S,0,3217,Circonscription d'Anvers,2019,chambre-des-représentants
D-SA,0,3605,Circonscription d'Anvers,2019,chambre-des-représentants
Piratenpartij,0,7521,Circonscription d'Anvers,2019,chambre-des-représentants
ECOLO,4,108144,Circonscription de Bruxelles-Capitale,2019,chambre-des-représentants
open vld,0,11511,Circonscription de Bruxelles-Capitale,2019,chambre-des-représentants
CDH,1,29161,Circonscription de Bruxelles-Capitale,2019,chambre-des-représentants
MR,3,87594,Circonscription de Bruxelles-Capitale,2019,chambre-des-représentants
Parti Populaire,0,8455,Circonscription de Bruxelles-Capitale,2019,chambre-des-représentants
N-VA,0,15983,Circonscription de Bruxelles-Capitale,2019,chambre-des-représentants
VLAAMS BELANG,0,7824,Circonscription de Bruxelles-Capitale,2019,chambre-des-représentants
CD&V,0,6580,Circonscription de Bruxelles-Capitale,2019,chambre-des-représentants
DéFI,2,51544,Circonscription de Bruxelles-Capitale,2019,chambre-des-représentants
PTB*PVDA,2,61589,Circonscription de Bruxelles-Capitale,2019,chambre-des-représentants
LISTES DESTEXHE,0,12879,Circonscription de Bruxelles-Capitale,2019,chambre-des-représentants
PS,3,100195,Circonscription de Bruxelles-Capitale,2019,chambre-des-représentants
open vld,2,105192,Circonscription de Flandre occidentale,2019,chambre-des-représentants
N-VA,4,172751,Circonscription de Flandre occidentale,2019,chambre-des-représentants
VLAAMS BELANG,4,164427,Circonscription de Flandre occidentale,2019,chambre-des-représentants
CD&V,3,142512,Circonscription de Flandre occidentale,2019,chambre-des-représentants
PVDA,0,29205,Circonscription de Flandre occidentale,2019,chambre-des-représentants
GROEN,1,63870,Circonscription de Flandre occidentale,2019,chambre-des-représentants
SP.A,2,118512,Circonscription de Flandre occidentale,2019,chambre-des-représentants
DierAnimal,0,9926,Circonscription de Flandre occidentale,2019,chambre-des-représentants
open vld,4,178349,Circonscription de Flandre orientale,2019,chambre-des-représentants
N-VA,5,218023,Circonscription de Flandre orientale,2019,chambre-des-représentants
VLAAMS BELANG,4,200173,Circonscription de Flandre orientale,2019,chambre-des-représentants
CD&V,2,127024,Circonscription de Flandre orientale,2019,chambre-des-représentants
PVDA,1,55209,Circonscription de Flandre orientale,2019,chambre-des-représentants
GROEN,2,103061,Circonscription de Flandre orientale,2019,chambre-des-représentants
SP.A,2,101447,Circonscription de Flandre orientale,2019,chambre-des-représentants
DierAnimal,0,11801,Circonscription de Flandre orientale,2019,chambre-des-représentants
de coöperatie,0,1732,Circonscription de Flandre orientale,2019,chambre-des-représentants
B.U.B,0,2098,Circonscription de Flandre orientale,2019,chambre-des-représentants
ECOLO,3,89898,Circonscription de Hainaut,2019,chambre-des-représentants
CDH,1,58695,Circonscription de Hainaut,2019,chambre-des-représentants
MR,3,116528,Circonscription de Hainaut,2019,chambre-des-représentants
Parti Populaire,0,24719,Circonscription de Hainaut,2019,chambre-des-représentants
VLAAMS BELANG,0,8246,Circonscription de Hainaut,2019,chambre-des-représentants
