Parti,Nombre de sièges,Nombre de voix,arrondissement,date,election
Parti Liberale/Liberale,1.0,45199,Anvers,1958,sénat
Volksunie,,16460,Anvers,1958,sénat
PSB/BSP,4.0,206801,Anvers,1958,sénat
PSC/CVP,5.0,243661,Anvers,1958,sénat
KARTEL,1.0,46742,Arlon,1958,sénat
PSC/CVP,2.0,76394,Arlon,1958,sénat
Parti Liberale/Liberale,1.0,41755,Audenarde - Alost,1958,sénat
Volksunie,,8545,Audenarde - Alost,1958,sénat
PSB/BSP,1.0,65127,Audenarde - Alost,1958,sénat
PSC/CVP,2.0,110614,Audenarde - Alost,1958,sénat
Parti Liberale/Liberale,,11052,Bruges,1958,sénat
Volksunie,,2099,Bruges,1958,sénat
onafh/isolés,,227,Bruges,1958,sénat
PSB/BSP,1.0,41287,Bruges,1958,sénat
PSC/CVP,1.0,70178,Bruges,1958,sénat
Parti Liberale/Liberale,3.0,138114,Bruxelles-Hal-Vilvorde,1958,sénat
Volksunie,,9295,Bruxelles-Hal-Vilvorde,1958,sénat
PSB/BSP,6.0,332959,Bruxelles-Hal-Vilvorde,1958,sénat
PSC/CVP,7.0,321468,Bruxelles-Hal-Vilvorde,1958,sénat
Democratische partij der,,5176,Bruxelles-Hal-Vilvorde,1958,sénat
KPB/PCB,,19584,Bruxelles-Hal-Vilvorde,1958,sénat
Onafhankelijk/indépendan,,5172,Bruxelles-Hal-Vilvorde,1958,sénat
Parti Liberale/Liberale,1.0,24016,Charleroi-Thuin,1958,sénat
PSB/BSP,4.0,58508,Charleroi-Thuin,1958,sénat
PSC/CVP,2.0,48473,Charleroi-Thuin,1958,sénat
KPB/PCB,,8230,Charleroi-Thuin,1958,sénat
Parti Liberale/Liberale,1.0,3793,Courtrai-Ypres,1958,sénat
Volksunie,,3122,Courtrai-Ypres,1958,sénat
PSB/BSP,2.0,25487,Courtrai-Ypres,1958,sénat
PSC/CVP,2.0,90302,Courtrai-Ypres,1958,sénat
Parti Liberale/Liberale,,17865,Furnes-Dixmude-Ostende,1958,sénat
Volksunie,,3079,Furnes-Dixmude-Ostende,1958,sénat
PSB/BSP,,35286,Furnes-Dixmude-Ostende,1958,sénat
PSC/CVP,2.0,63476,Furnes-Dixmude-Ostende,1958,sénat
Parti Liberale/Liberale,1.0,35891,Gand-Eeklo,1958,sénat
Volksunie,,12885,Gand-Eeklo,1958,sénat
PSB/BSP,2.0,92721,Gand-Eeklo,1958,sénat
PSC/CVP,4.0,187337,Gand-Eeklo,1958,sénat
Volksunie,,8102,Hasselt,1958,sénat
KARTEL,1.0,64557,Hasselt,1958,sénat
PSC/CVP,4.0,191041,Hasselt,1958,sénat
Parti Liberale/Liberale,,9063,Huy-Waremme,1958,sénat
