Parti,Nombre de sièges,Nombre de voix,canton,date,election
Parti Liberale/Liberale,,4437,Aarschot,1958,sénat
Volksunie,,282,Aarschot,1958,sénat
PSB/BSP,,4534,Aarschot,1958,sénat
PSC/CVP,,12219,Aarschot,1958,sénat
KPB/PCB,,186,Aarschot,1958,sénat
Parti Liberale/Liberale,,11462,Alost,1958,sénat
Volksunie,,3733,Alost,1958,sénat
PSB/BSP,,17189,Alost,1958,sénat
PSC/CVP,,27135,Alost,1958,sénat
Parti Liberale/Liberale,,1201,Andenne,1958,sénat
PSB/BSP,,6170,Andenne,1958,sénat
PSC/CVP,,4566,Andenne,1958,sénat
Parti Liberale/Liberale,,8961,Anderlecht,1958,sénat
Volksunie,,960,Anderlecht,1958,sénat
PSB/BSP,,38898,Anderlecht,1958,sénat
PSC/CVP,,24764,Anderlecht,1958,sénat
Democratische partij der,,570,Anderlecht,1958,sénat
KPB/PCB,,2244,Anderlecht,1958,sénat
Onafhankelijk/indépendan,,495,Anderlecht,1958,sénat
Parti Liberale/Liberale,,1456,Antoing,1958,sénat
PSB/BSP,,6940,Antoing,1958,sénat
PSC/CVP,,5373,Antoing,1958,sénat
Onafhankelijk/indépendan,,1251,Antoing,1958,sénat
Parti Liberale/Liberale,,22873,Anvers,1958,sénat
Volksunie,,6173,Anvers,1958,sénat
PSB/BSP,,88225,Anvers,1958,sénat
PSC/CVP,,74701,Anvers,1958,sénat
Parti Liberale/Liberale,,213,Ardooie,1958,sénat
Volksunie,,195,Ardooie,1958,sénat
PSB/BSP,,1539,Ardooie,1958,sénat
PSC/CVP,,6371,Ardooie,1958,sénat
Parti Liberale/Liberale,,138,Arendonk,1958,sénat
Volksunie,,169,Arendonk,1958,sénat
PSB/BSP,,2379,Arendonk,1958,sénat
PSC/CVP,,11927,Arendonk,1958,sénat
KARTEL,,6228,Arlon,1958,sénat
PSC/CVP,,7521,Arlon,1958,sénat
Parti Liberale/Liberale,,3965,Asse,1958,sénat
Volksunie,,997,Asse,1958,sénat
PSB/BSP,,7215,Asse,1958,sénat
PSC/CVP,,22785,Asse,1958,sénat
Democratische partij der,,83,Asse,1958,sénat
KPB/PCB,,170,Asse,1958,sénat
Onafhankelijk/indépendan,,56,Asse,1958,sénat
Parti Liberale/Liberale,,1122,Assenede,1958,sénat
Volksunie,,308,Assenede,1958,sénat
PSB/BSP,,5387,Assenede,1958,sénat
PSC/CVP,,8248,Assenede,1958,sénat
Parti Liberale/Liberale,,2063,Ath,1958,sénat
PSB/BSP,,5801,Ath,1958,sénat
PSC/CVP,,3528,Ath,1958,sénat
Onafhankelijk/indépendan,,571,Ath,1958,sénat
Parti Liberale/Liberale,,463,Aubel,1958,sénat
PSB/BSP,,2337,Aubel,1958,sénat
PSC/CVP,,7756,Aubel,1958,sénat
KPB/PCB,,28,Aubel,1958,sénat
Onafhankelijk/indépendan,,58,Aubel,1958,sénat
Parti Liberale/Liberale,,4551,Audenarde,1958,sénat
Volksunie,,393,Audenarde,1958,sénat
PSB/BSP,,6069,Audenarde,1958,sénat
PSC/CVP,,12895,Audenarde,1958,sénat
Parti Liberale/Liberale,,1177,Avelgem,1958,sénat
Volksunie,,111,Avelgem,1958,sénat
PSB/BSP,,3038,Avelgem,1958,sénat
PSC/CVP,,5732,Avelgem,1958,sénat
KARTEL,,1659,Bastogne,1958,sénat
PSC/CVP,,4877,Bastogne,1958,sénat
Parti Liberale/Liberale,,969,Beaumont,1958,sénat
PSB/BSP,,2047,Beaumont,1958,sénat
PSC/CVP,,3667,Beaumont,1958,sénat
Democratische partij der,,89,Beaumont,1958,sénat
Onafhankelijk/indépendan,,120,Beaumont,1958,sénat
Parti Liberale/Liberale,,1155,Beauraing,1958,sénat
PSB/BSP,,2250,Beauraing,1958,sénat
PSC/CVP,,3945,Beauraing,1958,sénat
Parti Liberale/Liberale,,6343,Berchem,1958,sénat
Volksunie,,2510,Berchem,1958,sénat
PSB/BSP,,21463,Berchem,1958,sénat
PSC/CVP,,31139,Berchem,1958,sénat
Volksunie,,437,Beringen,1958,sénat
KARTEL,,9394,Beringen,1958,sénat
PSC/CVP,,23120,Beringen,1958,sénat
Parti Liberale/Liberale,,345,Beveren,1958,sénat
PSB/BSP,,3833,Beveren,1958,sénat
PSC/CVP,,12608,Beveren,1958,sénat
Volksunie,,1591,Bilzen,1958,sénat
KARTEL,,1691,Bilzen,1958,sénat
PSC/CVP,,12106,Bilzen,1958,sénat
Parti Liberale/Liberale,,3531,Binche,1958,sénat
PSB/BSP,,21269,Binche,1958,sénat
PSC/CVP,,10352,Binche,1958,sénat
Democratische partij der,,486,Binche,1958,sénat
Onafhankelijk/indépendan,,2802,Binche,1958,sénat
Parti Liberale/Liberale,,2577,Boom,1958,sénat
Volksunie,,329,Boom,1958,sénat
PSB/BSP,,17745,Boom,1958,sénat
PSC/CVP,,13990,Boom,1958,sénat
Parti Liberale/Liberale,,6499,Borgerhout,1958,sénat
Volksunie,,3548,Borgerhout,1958,sénat
PSB/BSP,,42762,Borgerhout,1958,sénat
PSC/CVP,,42128,Borgerhout,1958,sénat
KARTEL,,1624,Bouillon,1958,sénat
PSC/CVP,,2484,Bouillon,1958,sénat
Parti Liberale/Liberale,,2449,Boussu,1958,sénat
PSB/BSP,,25674,Boussu,1958,sénat
PSC/CVP,,7758,Boussu,1958,sénat
Democratische partij der,,132,Boussu,1958,sénat
Onafhankelijk/indépendan,,4550,Boussu,1958,sénat
Parti Liberale/Liberale,,573,Brecht,1958,sénat
Volksunie,,403,Brecht,1958,sénat
PSB/BSP,,4944,Brecht,1958,sénat
PSC/CVP,,19730,Brecht,1958,sénat
Volksunie,,207,Bree,1958,sénat
KARTEL,,983,Bree,1958,sénat
PSC/CVP,,10283,Bree,1958,sénat
Parti Liberale/Liberale,,10210,Bruges,1958,sénat
Volksunie,,1915,Bruges,1958,sénat
onafh/isolés,,188,Bruges,1958,sénat
PSB/BSP,,37059,Bruges,1958,sénat
PSC/CVP,,60875,Bruges,1958,sénat
Parti Liberale/Liberale,,19882,Bruxelles,1958,sénat
Volksunie,,937,Bruxelles,1958,sénat
PSB/BSP,,42457,Bruxelles,1958,sénat
PSC/CVP,,32240,Bruxelles,1958,sénat
Democratische partij der,,921,Bruxelles,1958,sénat
KPB/PCB,,3424,Bruxelles,1958,sénat
Onafhankelijk/indépendan,,1048,Bruxelles,1958,sénat
Parti Liberale/Liberale,,1126,Celles,1958,sénat
PSB/BSP,,2689,Celles,1958,sénat
PSC/CVP,,3414,Celles,1958,sénat
Onafhankelijk/indépendan,,169,Celles,1958,sénat
Parti Liberale/Liberale,,1758,Châtelet,1958,sénat
PSB/BSP,,22436,Châtelet,1958,sénat
PSC/CVP,,9623,Châtelet,1958,sénat
Democratische partij der,,784,Châtelet,1958,sénat
Onafhankelijk/indépendan,,1752,Châtelet,1958,sénat
Parti Liberale/Liberale,,9328,Charleroi,1958,sénat
PSB/BSP,,48939,Charleroi,1958,sénat
PSC/CVP,,20727,Charleroi,1958,sénat
Democratische partij der,,882,Charleroi,1958,sénat
Onafhankelijk/indépendan,,4331,Charleroi,1958,sénat
Parti Liberale/Liberale,,1708,Chièvres,1958,sénat
PSB/BSP,,4491,Chièvres,1958,sénat
PSC/CVP,,3237,Chièvres,1958,sénat
Onafhankelijk/indépendan,,466,Chièvres,1958,sénat
Parti Liberale/Liberale,,1221,Chimay,1958,sénat
PSB/BSP,,2288,Chimay,1958,sénat
PSC/CVP,,4410,Chimay,1958,sénat
Democratische partij der,,120,Chimay,1958,sénat
Onafhankelijk/indépendan,,89,Chimay,1958,sénat
Parti Liberale/Liberale,,1143,Ciney,1958,sénat
PSB/BSP,,4352,Ciney,1958,sénat
PSC/CVP,,7623,Ciney,1958,sénat
Parti Liberale/Liberale,,4718,Courtrai,1958,sénat
Volksunie,,953,Courtrai,1958,sénat
PSB/BSP,,15163,Courtrai,1958,sénat
PSC/CVP,,39226,Courtrai,1958,sénat
Parti Liberale/Liberale,,1356,Couvin,1958,sénat
PSB/BSP,,3454,Couvin,1958,sénat
PSC/CVP,,5002,Couvin,1958,sénat
Parti Liberale/Liberale,,1158,Dalhem,1958,sénat
onafh/isolés,,137,Dalhem,1958,sénat
PSB/BSP,,4803,Dalhem,1958,sénat
PSC/CVP,,5532,Dalhem,1958,sénat
KPB/PCB,,345,Dalhem,1958,sénat
Onafhankelijk/indépendan,,133,Dalhem,1958,sénat
Parti Liberale/Liberale,,1627,Deinze,1958,sénat
Volksunie,,1045,Deinze,1958,sénat
PSB/BSP,,3866,Deinze,1958,sénat
PSC/CVP,,11863,Deinze,1958,sénat
Parti Liberale/Liberale,,6484,Diest,1958,sénat
Volksunie,,230,Diest,1958,sénat
PSB/BSP,,5293,Diest,1958,sénat
PSC/CVP,,12509,Diest,1958,sénat
KPB/PCB,,150,Diest,1958,sénat
Parti Liberale/Liberale,,2256,Dinant,1958,sénat
PSB/BSP,,4966,Dinant,1958,sénat
PSC/CVP,,7176,Dinant,1958,sénat
Parti Liberale/Liberale,,819,Dison,1958,sénat
PSB/BSP,,6414,Dison,1958,sénat
PSC/CVP,,3962,Dison,1958,sénat
KPB/PCB,,369,Dison,1958,sénat
Onafhankelijk/indépendan,,222,Dison,1958,sénat
Parti Liberale/Liberale,,3111,Dixmude,1958,sénat
Volksunie,,726,Dixmude,1958,sénat
PSB/BSP,,4862,Dixmude,1958,sénat
PSC/CVP,,18144,Dixmude,1958,sénat
Parti Liberale/Liberale,,1810,Dour,1958,sénat
PSB/BSP,,10683,Dour,1958,sénat
PSC/CVP,,4858,Dour,1958,sénat
Democratische partij der,,60,Dour,1958,sénat
Onafhankelijk/indépendan,,2106,Dour,1958,sénat
Parti Liberale/Liberale,,835,Duffel,1958,sénat
Volksunie,,1275,Duffel,1958,sénat
PSB/BSP,,6916,Duffel,1958,sénat
PSC/CVP,,17246,Duffel,1958,sénat
KARTEL,,1761,Durbuy,1958,sénat
PSC/CVP,,2907,Durbuy,1958,sénat
Parti Liberale/Liberale,,2354,Eeklo,1958,sénat
Volksunie,,625,Eeklo,1958,sénat
PSB/BSP,,5101,Eeklo,1958,sénat
PSC/CVP,,15684,Eeklo,1958,sénat
Parti Liberale/Liberale,,909,Eghezée,1958,sénat
PSB/BSP,,5657,Eghezée,1958,sénat
PSC/CVP,,5785,Eghezée,1958,sénat
Parti Liberale/Liberale,,3558,Ekeren,1958,sénat
Volksunie,,1500,Ekeren,1958,sénat
PSB/BSP,,17776,Ekeren,1958,sénat
PSC/CVP,,24648,Ekeren,1958,sénat
Parti Liberale/Liberale,,1261,Enghien,1958,sénat
PSB/BSP,,3335,Enghien,1958,sénat
PSC/CVP,,4424,Enghien,1958,sénat
Democratische partij der,,63,Enghien,1958,sénat
Onafhankelijk/indépendan,,167,Enghien,1958,sénat
KARTEL,,922,Erezée,1958,sénat
PSC/CVP,,2513,Erezée,1958,sénat
KARTEL,,2961,Etalle,1958,sénat
PSC/CVP,,4153,Etalle,1958,sénat
Parti Liberale/Liberale,,728,Eupen,1958,sénat
PSB/BSP,,2549,Eupen,1958,sénat
PSC/CVP,,9793,Eupen,1958,sénat
KPB/PCB,,51,Eupen,1958,sénat
Onafhankelijk/indépendan,,28,Eupen,1958,sénat
Parti Liberale/Liberale,,2275,Evergem,1958,sénat
Volksunie,,1230,Evergem,1958,sénat
PSB/BSP,,7738,Evergem,1958,sénat
PSC/CVP,,18911,Evergem,1958,sénat
KARTEL,,214,Fauvillers,1958,sénat
PSC/CVP,,846,Fauvillers,1958,sénat
Parti Liberale/Liberale,,244,Ferrières,1958,sénat
PSB/BSP,,963,Ferrières,1958,sénat
PSC/CVP,,1226,Ferrières,1958,sénat
KPB/PCB,,64,Ferrières,1958,sénat
Onafhankelijk/indépendan,,34,Ferrières,1958,sénat
Parti Liberale/Liberale,,1974,Fexhe-Slins,1958,sénat
onafh/isolés,,380,Fexhe-Slins,1958,sénat
