Parti,Nombre de sièges,Nombre de voix,province,date,election
AGALEV,3.0,136087,Anvers,1999,chambre-des-représentants
SP,3.0,135285,Anvers,1999,chambre-des-représentants
VLD,5.0,210477,Anvers,1999,chambre-des-représentants
VLAAMS BLOK,6.0,220393,Anvers,1999,chambre-des-représentants
VU-ID,2.0,97444,Anvers,1999,chambre-des-représentants
CVP,5.0,212794,Anvers,1999,chambre-des-représentants
W.O.W.,,6343,Anvers,1999,chambre-des-représentants
PNPB,,2466,Anvers,1999,chambre-des-représentants
VIVANT,,22831,Anvers,1999,chambre-des-représentants
SOLIDE,,1308,Anvers,1999,chambre-des-représentants
PVDA-AE,,8958,Anvers,1999,chambre-des-représentants
N.P.,,943,Anvers,1999,chambre-des-représentants
V.I.C.,,636,Anvers,1999,chambre-des-représentants
AGALEV,1.0,39779,Brabant flamand,1999,chambre-des-représentants
SP,1.0,49739,Brabant flamand,1999,chambre-des-représentants
VLD,2.0,81571,Brabant flamand,1999,chambre-des-représentants
VLAAMS BLOK,1.0,36021,Brabant flamand,1999,chambre-des-représentants
VU-ID,1.0,26936,Brabant flamand,1999,chambre-des-représentants
CVP,1.0,56753,Brabant flamand,1999,chambre-des-représentants
PNPB,,1208,Brabant flamand,1999,chambre-des-représentants
VIVANT,,7831,Brabant flamand,1999,chambre-des-représentants
BIZON,,1488,Brabant flamand,1999,chambre-des-représentants
PVDA-AE,,1463,Brabant flamand,1999,chambre-des-représentants
ECOLO,1.0,43006,Brabant wallon,1999,chambre-des-représentants
PRL-FDF,2.0,75688,Brabant wallon,1999,chambre-des-représentants
PS,1.0,39704,Brabant wallon,1999,chambre-des-représentants
PSC,1.0,31409,Brabant wallon,1999,chambre-des-représentants
FN,,5982,Brabant wallon,1999,chambre-des-représentants
FNB,,1282,Brabant wallon,1999,chambre-des-représentants
RAD/UDRT,,1039,Brabant wallon,1999,chambre-des-représentants
PSD,,133,Brabant wallon,1999,chambre-des-représentants
PNPB,,1138,Brabant wallon,1999,chambre-des-représentants
VIVANT.,,5646,Brabant wallon,1999,chambre-des-représentants
PTB-UA,,679,Brabant wallon,1999,chambre-des-représentants
A.,,631,Brabant wallon,1999,chambre-des-représentants
AGALEV,1.0,70885,Flandre occidentale,1999,chambre-des-représentants
SP,4.0,144723,Flandre occidentale,1999,chambre-des-représentants
VLD,4.0,161791,Flandre occidentale,1999,chambre-des-représentants
VLAAMS BLOK,2.0,84116,Flandre occidentale,1999,chambre-des-représentants
VU-ID,1.0,61691,Flandre occidentale,1999,chambre-des-représentants
CVP,5.0,212863,Flandre occidentale,1999,chambre-des-représentants
PNPB,,2512,Flandre occidentale,1999,chambre-des-représentants
VIVANT,,13422,Flandre occidentale,1999,chambre-des-représentants
PVDA-AE,,2966,Flandre occidentale,1999,chambre-des-représentants
V.N.P.,,656,Flandre occidentale,1999,chambre-des-représentants
AGALEV,2.0,102356,Flandre orientale,1999,chambre-des-représentants
SP,3.0,131609,Flandre orientale,1999,chambre-des-représentants
VLD,6.0,237500,Flandre orientale,1999,chambre-des-représentants
VLAAMS BLOK,3.0,142075,Flandre orientale,1999,chambre-des-représentants
VU-ID,2.0,79644,Flandre orientale,1999,chambre-des-représentants
CVP,5.0,199898,Flandre orientale,1999,chambre-des-représentants
W.O.W.,,1053,Flandre orientale,1999,chambre-des-représentants
PNPB,,1817,Flandre orientale,1999,chambre-des-représentants
VIVANT,,18469,Flandre orientale,1999,chambre-des-représentants
LEEF,,1703,Flandre orientale,1999,chambre-des-représentants
PVDA-AE,,5197,Flandre orientale,1999,chambre-des-représentants
W.I.T.,,1610,Flandre orientale,1999,chambre-des-représentants
A,,1173,Flandre orientale,1999,chambre-des-représentants
MLINKS,,438,Flandre orientale,1999,chambre-des-représentants
ECOLO,3.0,115362,Hainaut,1999,chambre-des-représentants
PRL-FDF,4.0,144545,Hainaut,1999,chambre-des-représentants
PS,8.0,243809,Hainaut,1999,chambre-des-représentants
PSC,3.0,102875,Hainaut,1999,chambre-des-représentants
FN,1.0,37962,Hainaut,1999,chambre-des-représentants
FNB,,8452,Hainaut,1999,chambre-des-représentants
RAD/UDRT,,8699,Hainaut,1999,chambre-des-représentants
PSD,,276,Hainaut,1999,chambre-des-représentants
WALLON,,11863,Hainaut,1999,chambre-des-représentants
LC,,242,Hainaut,1999,chambre-des-représentants
FRANCE,,1630,Hainaut,1999,chambre-des-représentants
PNPB,,2500,Hainaut,1999,chambre-des-représentants
UDDU.,,465,Hainaut,1999,chambre-des-représentants
VIVANT.,,16836,Hainaut,1999,chambre-des-représentants
FNBP,,671,Hainaut,1999,chambre-des-représentants
PCN,,399,Hainaut,1999,chambre-des-représentants
PTB-UA,,3596,Hainaut,1999,chambre-des-représentants
A.,,442,Hainaut,1999,chambre-des-représentants
FN-FW,,859,Hainaut,1999,chambre-des-représentants
ECOLO,3.0,112288,Liège,1999,chambre-des-représentants
PRL-FDF,4.0,140196,Liège,1999,chambre-des-représentants
PS,5.0,167828,Liège,1999,chambre-des-représentants
PSC,3.0,92673,Liège,1999,chambre-des-représentants
FN,,19287,Liège,1999,chambre-des-représentants
FNB,,4483,Liège,1999,chambre-des-représentants
RAD/UDRT,,8067,Liège,1999,chambre-des-représentants
PMTJ,,704,Liège,1999,chambre-des-représentants
A.V.D.B.,,1597,Liège,1999,chambre-des-représentants
REF,,601,Liège,1999,chambre-des-représentants
FRANCE,,3727,Liège,1999,chambre-des-représentants
PNPB,,3797,Liège,1999,chambre-des-représentants
VIVANT.,,15671,Liège,1999,chambre-des-représentants
PJU-PDB,,2945,Liège,1999,chambre-des-représentants
PTB-UA,,3418,Liège,1999,chambre-des-représentants
AGALEV,1.0,49985,Limbourg,1999,chambre-des-représentants
SP,2.0,94404,Limbourg,1999,chambre-des-représentants
VLD,3.0,111016,Limbourg,1999,chambre-des-représentants
VLAAMS BLOK,1.0,63374,Limbourg,1999,chambre-des-représentants
VU-ID,1.0,46307,Limbourg,1999,chambre-des-représentants
CVP,3.0,118263,Limbourg,1999,chambre-des-représentants
PNPB,,4018,Limbourg,1999,chambre-des-représentants
VIVANT,,7398,Limbourg,1999,chambre-des-représentants
SOLIDE,,1315,Limbourg,1999,chambre-des-représentants
PVDA-AE,,3586,Limbourg,1999,chambre-des-représentants
ECOLO,,25003,Luxembourg,1999,chambre-des-représentants
PRL-FDF,1.0,40857,Luxembourg,1999,chambre-des-représentants
PS,1.0,28989,Luxembourg,1999,chambre-des-représentants
PSC,1.0,41301,Luxembourg,1999,chambre-des-représentants
FN,,3496,Luxembourg,1999,chambre-des-représentants
FNB,,361,Luxembourg,1999,chambre-des-représentants
RAD/UDRT,,657,Luxembourg,1999,chambre-des-représentants
P.A.P,,105,Luxembourg,1999,chambre-des-représentants
FRANCE,,810,Luxembourg,1999,chambre-des-représentants
PNPB,,548,Luxembourg,1999,chambre-des-représentants
UDDU.,,233,Luxembourg,1999,chambre-des-représentants
VIVANT.,,2448,Luxembourg,1999,chambre-des-représentants
PTB-UA,,234,Luxembourg,1999,chambre-des-représentants
ECOLO,1.0,51748,Namur,1999,chambre-des-représentants
PRL-FDF,2.0,67958,Namur,1999,chambre-des-représentants
PS,2.0,73770,Namur,1999,chambre-des-représentants
PSC,1.0,51190,Namur,1999,chambre-des-représentants
FN,,10887,Namur,1999,chambre-des-représentants
FNB,,1246,Namur,1999,chambre-des-représentants
RAD/UDRT,,1281,Namur,1999,chambre-des-représentants
FRANCE,,1326,Namur,1999,chambre-des-représentants
PNPB,,798,Namur,1999,chambre-des-représentants
VIVANT.,,6141,Namur,1999,chambre-des-représentants
PTB-UA,,833,Namur,1999,chambre-des-représentants
A.,,522,Namur,1999,chambre-des-représentants
