Parti,Nombre de sièges,Nombre de voix,circonscription-électorale,date,election
AGALEV,,22061,Alost-Audenarde,1999,chambre-des-représentants
SP,1.0,43995,Alost-Audenarde,1999,chambre-des-représentants
VLD,3.0,77170,Alost-Audenarde,1999,chambre-des-représentants
VLAAMS BLOK,1.0,36735,Alost-Audenarde,1999,chambre-des-représentants
VU-ID,,20501,Alost-Audenarde,1999,chambre-des-représentants
CVP,1.0,52162,Alost-Audenarde,1999,chambre-des-représentants
PNPB,,419,Alost-Audenarde,1999,chambre-des-représentants
VIVANT,,4688,Alost-Audenarde,1999,chambre-des-représentants
LEEF,,1703,Alost-Audenarde,1999,chambre-des-représentants
PVDA-AE,,778,Alost-Audenarde,1999,chambre-des-représentants
AGALEV,2.0,80583,Anvers,1999,chambre-des-représentants
SP,2.0,69580,Anvers,1999,chambre-des-représentants
VLD,3.0,119323,Anvers,1999,chambre-des-représentants
VLAAMS BLOK,4.0,143217,Anvers,1999,chambre-des-représentants
VU-ID,1.0,44147,Anvers,1999,chambre-des-représentants
CVP,2.0,95768,Anvers,1999,chambre-des-représentants
W.O.W.,,3521,Anvers,1999,chambre-des-représentants
PNPB,,1104,Anvers,1999,chambre-des-représentants
VIVANT,,14192,Anvers,1999,chambre-des-représentants
SOLIDE,,1308,Anvers,1999,chambre-des-représentants
PVDA-AE,,6341,Anvers,1999,chambre-des-représentants
N.P.,,943,Anvers,1999,chambre-des-représentants
V.I.C.,,636,Anvers,1999,chambre-des-représentants
ECOLO,,25003,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1999,chambre-des-représentants
PRL-FDF,1.0,40857,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1999,chambre-des-représentants
PS,1.0,28989,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1999,chambre-des-représentants
PSC,1.0,41301,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1999,chambre-des-représentants
FN,,3496,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1999,chambre-des-représentants
FNB,,361,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1999,chambre-des-représentants
RAD/UDRT,,657,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1999,chambre-des-représentants
P.A.P,,105,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1999,chambre-des-représentants
FRANCE,,810,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1999,chambre-des-représentants
PNPB,,548,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1999,chambre-des-représentants
UDDU.,,233,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1999,chambre-des-représentants
VIVANT.,,2448,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1999,chambre-des-représentants
PTB-UA,,234,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1999,chambre-des-représentants
AGALEV,,21440,Bruges,1999,chambre-des-représentants
SP,2.0,31339,Bruges,1999,chambre-des-représentants
VLD,1.0,41941,Bruges,1999,chambre-des-représentants
VLAAMS BLOK,,23221,Bruges,1999,chambre-des-représentants
VU-ID,,14297,Bruges,1999,chambre-des-représentants
CVP,1.0,45833,Bruges,1999,chambre-des-représentants
PNPB,,602,Bruges,1999,chambre-des-représentants
VIVANT,,3956,Bruges,1999,chambre-des-représentants
PVDA-AE,,765,Bruges,1999,chambre-des-représentants
ECOLO,2.0,52244,Charleroi-Thuin,1999,chambre-des-représentants
PRL-FDF,2.0,60693,Charleroi-Thuin,1999,chambre-des-représentants
PS,3.0,98314,Charleroi-Thuin,1999,chambre-des-représentants
PSC,1.0,42627,Charleroi-Thuin,1999,chambre-des-représentants
FN,1.0,20584,Charleroi-Thuin,1999,chambre-des-représentants
FNB,,4567,Charleroi-Thuin,1999,chambre-des-représentants
RAD/UDRT,,3751,Charleroi-Thuin,1999,chambre-des-représentants
WALLON,,7311,Charleroi-Thuin,1999,chambre-des-représentants
FRANCE,,984,Charleroi-Thuin,1999,chambre-des-représentants
PNPB,,1279,Charleroi-Thuin,1999,chambre-des-représentants
UDDU.,,465,Charleroi-Thuin,1999,chambre-des-représentants
VIVANT.,,8222,Charleroi-Thuin,1999,chambre-des-représentants
FNBP,,671,Charleroi-Thuin,1999,chambre-des-représentants
PCN,,399,Charleroi-Thuin,1999,chambre-des-représentants
PTB-UA,,1758,Charleroi-Thuin,1999,chambre-des-représentants
ECOLO,3.0,109874,Circonscription Bruxelles-Hal-Vilvorde,1999,chambre-des-représentants
AGALEV,1.0,35357,Circonscription Bruxelles-Hal-Vilvorde,1999,chambre-des-représentants
SP,1.0,37612,Circonscription Bruxelles-Hal-Vilvorde,1999,chambre-des-représentants
VLD,3.0,86506,Circonscription Bruxelles-Hal-Vilvorde,1999,chambre-des-représentants
PRL-FDF,5.0,160975,Circonscription Bruxelles-Hal-Vilvorde,1999,chambre-des-représentants
VLAAMS BLOK,2.0,67420,Circonscription Bruxelles-Hal-Vilvorde,1999,chambre-des-représentants
VU-ID,1.0,33554,Circonscription Bruxelles-Hal-Vilvorde,1999,chambre-des-représentants
CVP,3.0,74884,Circonscription Bruxelles-Hal-Vilvorde,1999,chambre-des-représentants
PS,2.0,77553,Circonscription Bruxelles-Hal-Vilvorde,1999,chambre-des-représentants
PSC,1.0,45870,Circonscription Bruxelles-Hal-Vilvorde,1999,chambre-des-représentants
PNPb.,,1789,Circonscription Bruxelles-Hal-Vilvorde,1999,chambre-des-représentants
FN,,12787,Circonscription Bruxelles-Hal-Vilvorde,1999,chambre-des-représentants
VIVANT,,14008,Circonscription Bruxelles-Hal-Vilvorde,1999,chambre-des-représentants
FNB,,6667,Circonscription Bruxelles-Hal-Vilvorde,1999,chambre-des-représentants
RAD/UDRT,,3338,Circonscription Bruxelles-Hal-Vilvorde,1999,chambre-des-représentants
UDDU,,421,Circonscription Bruxelles-Hal-Vilvorde,1999,chambre-des-représentants
P.T.B.-P.V.D.A.,,2406,Circonscription Bruxelles-Hal-Vilvorde,1999,chambre-des-représentants
PSD,,1519,Circonscription Bruxelles-Hal-Vilvorde,1999,chambre-des-représentants
A..,,1233,Circonscription Bruxelles-Hal-Vilvorde,1999,chambre-des-représentants
W.O.W.,,637,Circonscription Bruxelles-Hal-Vilvorde,1999,chambre-des-représentants
PMTJ,,364,Circonscription Bruxelles-Hal-Vilvorde,1999,chambre-des-représentants
P.H.,,369,Circonscription Bruxelles-Hal-Vilvorde,1999,chambre-des-représentants
NOOR,,1244,Circonscription Bruxelles-Hal-Vilvorde,1999,chambre-des-représentants
DD,,607,Circonscription Bruxelles-Hal-Vilvorde,1999,chambre-des-représentants
STDUST,,649,Circonscription Bruxelles-Hal-Vilvorde,1999,chambre-des-représentants
AGALEV,1.0,30117,Courtrai-Roulers-Tielt,1999,chambre-des-représentants
SP,1.0,55529,Courtrai-Roulers-Tielt,1999,chambre-des-représentants
VLD,1.0,65643,Courtrai-Roulers-Tielt,1999,chambre-des-représentants
VLAAMS BLOK,1.0,36230,Courtrai-Roulers-Tielt,1999,chambre-des-représentants
VU-ID,1.0,30350,Courtrai-Roulers-Tielt,1999,chambre-des-représentants
CVP,3.0,116356,Courtrai-Roulers-Tielt,1999,chambre-des-représentants
PNPB,,1047,Courtrai-Roulers-Tielt,1999,chambre-des-représentants
VIVANT,,5787,Courtrai-Roulers-Tielt,1999,chambre-des-représentants
PVDA-AE,,1401,Courtrai-Roulers-Tielt,1999,chambre-des-représentants
AGALEV,,19328,Furnes-Dixmude-Ypres-Ostende,1999,chambre-des-représentants
SP,1.0,57855,Furnes-Dixmude-Ypres-Ostende,1999,chambre-des-représentants
VLD,2.0,54207,Furnes-Dixmude-Ypres-Ostende,1999,chambre-des-représentants
VLAAMS BLOK,1.0,24665,Furnes-Dixmude-Ypres-Ostende,1999,chambre-des-représentants
VU-ID,,17044,Furnes-Dixmude-Ypres-Ostende,1999,chambre-des-représentants
CVP,1.0,50674,Furnes-Dixmude-Ypres-Ostende,1999,chambre-des-représentants
PNPB,,863,Furnes-Dixmude-Ypres-Ostende,1999,chambre-des-représentants
VIVANT,,3679,Furnes-Dixmude-Ypres-Ostende,1999,chambre-des-représentants
PVDA-AE,,800,Furnes-Dixmude-Ypres-Ostende,1999,chambre-des-représentants
V.N.P.,,656,Furnes-Dixmude-Ypres-Ostende,1999,chambre-des-représentants
AGALEV,1.0,50397,Gand-Eeklo,1999,chambre-des-représentants
SP,1.0,49379,Gand-Eeklo,1999,chambre-des-représentants
VLD,2.0,94138,Gand-Eeklo,1999,chambre-des-représentants
VLAAMS BLOK,1.0,56447,Gand-Eeklo,1999,chambre-des-représentants
VU-ID,1.0,32075,Gand-Eeklo,1999,chambre-des-représentants
CVP,3.0,87096,Gand-Eeklo,1999,chambre-des-représentants
PNPB,,750,Gand-Eeklo,1999,chambre-des-représentants
VIVANT,,8663,Gand-Eeklo,1999,chambre-des-représentants
PVDA-AE,,2992,Gand-Eeklo,1999,chambre-des-représentants
W.I.T.,,1610,Gand-Eeklo,1999,chambre-des-représentants
A,,1173,Gand-Eeklo,1999,chambre-des-représentants
MLINKS,,438,Gand-Eeklo,1999,chambre-des-représentants
AGALEV,1.0,49985,Hasselt-Tongres-Maaseik,1999,chambre-des-représentants
SP,2.0,94404,Hasselt-Tongres-Maaseik,1999,chambre-des-représentants
VLD,3.0,111016,Hasselt-Tongres-Maaseik,1999,chambre-des-représentants
VLAAMS BLOK,1.0,63374,Hasselt-Tongres-Maaseik,1999,chambre-des-représentants
VU-ID,1.0,46307,Hasselt-Tongres-Maaseik,1999,chambre-des-représentants
CVP,3.0,118263,Hasselt-Tongres-Maaseik,1999,chambre-des-représentants
PNPB,,4018,Hasselt-Tongres-Maaseik,1999,chambre-des-représentants
VIVANT,,7398,Hasselt-Tongres-Maaseik,1999,chambre-des-représentants
SOLIDE,,1315,Hasselt-Tongres-Maaseik,1999,chambre-des-représentants
PVDA-AE,,3586,Hasselt-Tongres-Maaseik,1999,chambre-des-représentants
ECOLO,,20446,Huy-Waremme,1999,chambre-des-représentants
PRL-FDF,,24556,Huy-Waremme,1999,chambre-des-représentants
PS,1.0,36244,Huy-Waremme,1999,chambre-des-représentants
PSC,1.0,13974,Huy-Waremme,1999,chambre-des-représentants
FN,,3163,Huy-Waremme,1999,chambre-des-représentants
FNB,,351,Huy-Waremme,1999,chambre-des-représentants
RAD/UDRT,,1272,Huy-Waremme,1999,chambre-des-représentants
FRANCE,,912,Huy-Waremme,1999,chambre-des-représentants
PNPB,,728,Huy-Waremme,1999,chambre-des-représentants
VIVANT.,,3042,Huy-Waremme,1999,chambre-des-représentants
PTB-UA,,359,Huy-Waremme,1999,chambre-des-représentants
ECOLO,2.0,65556,Liège,1999,chambre-des-représentants
PRL-FDF,3.0,75598,Liège,1999,chambre-des-représentants
PS,3.0,100198,Liège,1999,chambre-des-représentants
PSC,1.0,45613,Liège,1999,chambre-des-représentants
FN,,12309,Liège,1999,chambre-des-représentants
FNB,,2527,Liège,1999,chambre-des-représentants
RAD/UDRT,,5300,Liège,1999,chambre-des-représentants
