Parti,Nombre de sièges,Nombre de voix,circonscription-électorale,date,election
PMTJ,,704,Liège,1999,chambre-des-représentants
A.V.D.B.,,1597,Liège,1999,chambre-des-représentants
REF,,601,Liège,1999,chambre-des-représentants
FRANCE,,2029,Liège,1999,chambre-des-représentants
PNPB,,2292,Liège,1999,chambre-des-représentants
VIVANT.,,7739,Liège,1999,chambre-des-représentants
PTB-UA,,2566,Liège,1999,chambre-des-représentants
AGALEV,1.0,39779,Louvain,1999,chambre-des-représentants
SP,1.0,49739,Louvain,1999,chambre-des-représentants
VLD,2.0,81571,Louvain,1999,chambre-des-représentants
VLAAMS BLOK,1.0,36021,Louvain,1999,chambre-des-représentants
VU-ID,1.0,26936,Louvain,1999,chambre-des-représentants
CVP,1.0,56753,Louvain,1999,chambre-des-représentants
PNPB,,1208,Louvain,1999,chambre-des-représentants
VIVANT,,7831,Louvain,1999,chambre-des-représentants
BIZON,,1488,Louvain,1999,chambre-des-représentants
PVDA-AE,,1463,Louvain,1999,chambre-des-représentants
AGALEV,1.0,55504,Malines-Turnhout,1999,chambre-des-représentants
SP,1.0,65705,Malines-Turnhout,1999,chambre-des-représentants
VLD,2.0,91154,Malines-Turnhout,1999,chambre-des-représentants
VLAAMS BLOK,2.0,77176,Malines-Turnhout,1999,chambre-des-représentants
VU-ID,1.0,53297,Malines-Turnhout,1999,chambre-des-représentants
CVP,3.0,117026,Malines-Turnhout,1999,chambre-des-représentants
W.O.W.,,2822,Malines-Turnhout,1999,chambre-des-représentants
PNPB,,1362,Malines-Turnhout,1999,chambre-des-représentants
VIVANT,,8639,Malines-Turnhout,1999,chambre-des-représentants
PVDA-AE,,2617,Malines-Turnhout,1999,chambre-des-représentants
ECOLO,1.0,33517,Mons-Soignies,1999,chambre-des-représentants
PRL-FDF,1.0,44991,Mons-Soignies,1999,chambre-des-représentants
PS,3.0,97783,Mons-Soignies,1999,chambre-des-représentants
PSC,1.0,28974,Mons-Soignies,1999,chambre-des-représentants
FN,,11030,Mons-Soignies,1999,chambre-des-représentants
FNB,,2518,Mons-Soignies,1999,chambre-des-représentants
RAD/UDRT,,3244,Mons-Soignies,1999,chambre-des-représentants
PSD,,276,Mons-Soignies,1999,chambre-des-représentants
WALLON,,2305,Mons-Soignies,1999,chambre-des-représentants
LC,,242,Mons-Soignies,1999,chambre-des-représentants
FRANCE,,646,Mons-Soignies,1999,chambre-des-représentants
PNPB,,531,Mons-Soignies,1999,chambre-des-représentants
VIVANT.,,3628,Mons-Soignies,1999,chambre-des-représentants
PTB-UA,,1141,Mons-Soignies,1999,chambre-des-représentants
FN-FW,,859,Mons-Soignies,1999,chambre-des-représentants
ECOLO,1.0,51748,Namur-Dinant-Philippeville,1999,chambre-des-représentants
PRL-FDF,2.0,67958,Namur-Dinant-Philippeville,1999,chambre-des-représentants
PS,2.0,73770,Namur-Dinant-Philippeville,1999,chambre-des-représentants
PSC,1.0,51190,Namur-Dinant-Philippeville,1999,chambre-des-représentants
FN,,10887,Namur-Dinant-Philippeville,1999,chambre-des-représentants
FNB,,1246,Namur-Dinant-Philippeville,1999,chambre-des-représentants
RAD/UDRT,,1281,Namur-Dinant-Philippeville,1999,chambre-des-représentants
FRANCE,,1326,Namur-Dinant-Philippeville,1999,chambre-des-représentants
PNPB,,798,Namur-Dinant-Philippeville,1999,chambre-des-représentants
VIVANT.,,6141,Namur-Dinant-Philippeville,1999,chambre-des-représentants
PTB-UA,,833,Namur-Dinant-Philippeville,1999,chambre-des-représentants
A.,,522,Namur-Dinant-Philippeville,1999,chambre-des-représentants
ECOLO,1.0,43006,Nivelles,1999,chambre-des-représentants
PRL-FDF,2.0,75688,Nivelles,1999,chambre-des-représentants
PS,1.0,39704,Nivelles,1999,chambre-des-représentants
PSC,1.0,31409,Nivelles,1999,chambre-des-représentants
FN,,5982,Nivelles,1999,chambre-des-représentants
FNB,,1282,Nivelles,1999,chambre-des-représentants
RAD/UDRT,,1039,Nivelles,1999,chambre-des-représentants
PSD,,133,Nivelles,1999,chambre-des-représentants
PNPB,,1138,Nivelles,1999,chambre-des-représentants
VIVANT.,,5646,Nivelles,1999,chambre-des-représentants
PTB-UA,,679,Nivelles,1999,chambre-des-représentants
A.,,631,Nivelles,1999,chambre-des-représentants
AGALEV,1.0,29898,Saint-Nicolas-Termonde,1999,chambre-des-représentants
SP,1.0,38235,Saint-Nicolas-Termonde,1999,chambre-des-représentants
VLD,1.0,66192,Saint-Nicolas-Termonde,1999,chambre-des-représentants
VLAAMS BLOK,1.0,48893,Saint-Nicolas-Termonde,1999,chambre-des-représentants
VU-ID,1.0,27068,Saint-Nicolas-Termonde,1999,chambre-des-représentants
CVP,1.0,60640,Saint-Nicolas-Termonde,1999,chambre-des-représentants
W.O.W.,,1053,Saint-Nicolas-Termonde,1999,chambre-des-représentants
PNPB,,648,Saint-Nicolas-Termonde,1999,chambre-des-représentants
VIVANT,,5118,Saint-Nicolas-Termonde,1999,chambre-des-représentants
PVDA-AE,,1427,Saint-Nicolas-Termonde,1999,chambre-des-représentants
ECOLO,,29601,Tournai-Ath-Mouscron,1999,chambre-des-représentants
PRL-FDF,1.0,38861,Tournai-Ath-Mouscron,1999,chambre-des-représentants
PS,2.0,47712,Tournai-Ath-Mouscron,1999,chambre-des-représentants
PSC,1.0,31274,Tournai-Ath-Mouscron,1999,chambre-des-représentants
FN,,6348,Tournai-Ath-Mouscron,1999,chambre-des-représentants
FNB,,1367,Tournai-Ath-Mouscron,1999,chambre-des-représentants
RAD/UDRT,,1704,Tournai-Ath-Mouscron,1999,chambre-des-représentants
WALLON,,2247,Tournai-Ath-Mouscron,1999,chambre-des-représentants
PNPB,,690,Tournai-Ath-Mouscron,1999,chambre-des-représentants
VIVANT.,,4986,Tournai-Ath-Mouscron,1999,chambre-des-représentants
PTB-UA,,697,Tournai-Ath-Mouscron,1999,chambre-des-représentants
A.,,442,Tournai-Ath-Mouscron,1999,chambre-des-représentants
ECOLO,1.0,26286,Verviers,1999,chambre-des-représentants
PRL-FDF,1.0,40042,Verviers,1999,chambre-des-représentants
PS,1.0,31386,Verviers,1999,chambre-des-représentants
PSC,1.0,33086,Verviers,1999,chambre-des-représentants
FN,,3815,Verviers,1999,chambre-des-représentants
FNB,,1605,Verviers,1999,chambre-des-représentants
RAD/UDRT,,1495,Verviers,1999,chambre-des-représentants
FRANCE,,786,Verviers,1999,chambre-des-représentants
PNPB,,777,Verviers,1999,chambre-des-représentants
VIVANT.,,4890,Verviers,1999,chambre-des-représentants
PJU-PDB,,2945,Verviers,1999,chambre-des-représentants
PTB-UA,,493,Verviers,1999,chambre-des-représentants
