Parti,Nombre de sièges,Nombre de voix,province,date,election
Cath/Kath,13.0,147806,Anvers,1906,chambre-des-représentants
Diss. Kath.,,2724,Anvers,1906,chambre-des-représentants
Social,1.0,14504,Anvers,1906,chambre-des-représentants
Diss. Social,,428,Anvers,1906,chambre-des-représentants
Liberal/Liberaal,5.0,61457,Anvers,1906,chambre-des-représentants
christ democr,,1169,Anvers,1906,chambre-des-représentants
COMMERCANT,,4369,Anvers,1906,chambre-des-représentants
CARTEL LIB/s,1.0,21653,Anvers,1906,chambre-des-représentants
ouvriers,,802,Anvers,1906,chambre-des-représentants
Cath/Kath,6.0,79606,Brabant,1906,chambre-des-représentants
Social,5.0,57720,Brabant,1906,chambre-des-représentants
Liberal/Liberaal,7.0,89179,Brabant,1906,chambre-des-représentants
christ democr,,8631,Brabant,1906,chambre-des-représentants
onafh/indép,,11280,Brabant,1906,chambre-des-représentants
COMMERCANT,,862,Brabant,1906,chambre-des-représentants
CARTEL LIB/s,4.0,73270,Brabant,1906,chambre-des-représentants
VL VOLKSPARTIJ,,1284,Brabant,1906,chambre-des-représentants
onafh/indép2,,660,Brabant,1906,chambre-des-représentants
CATH +OUVR,9.0,109590,Brabant,1906,chambre-des-représentants
Cath/Kath,15.0,178536,Flandre occidentale,1906,chambre-des-représentants
Liberal/Liberaal,3.0,56705,Flandre occidentale,1906,chambre-des-représentants
CARTEL LIB/s,,21112,Flandre occidentale,1906,chambre-des-représentants
Cath/Kath,3.0,47118,Luxembourg,1906,chambre-des-représentants
CARTEL LIB/s,2.0,35523,Luxembourg,1906,chambre-des-représentants
Cath/Kath,4.0,73790,Namur,1906,chambre-des-représentants
onafh/indép,,251,Namur,1906,chambre-des-représentants
CARTEL LIB/s,5.0,72799,Namur,1906,chambre-des-représentants
