Parti,Nombre de sièges,Nombre de voix,canton,date,election
MR,,10806,Canton d'Anderlecht,2014,parlement-de-la-région-de-bruxelles-capitale
GROEN,,820,Canton d'Anderlecht,2014,parlement-de-la-région-de-bruxelles-capitale
VLAAMS BELANG,,627,Canton d'Anderlecht,2014,parlement-de-la-région-de-bruxelles-capitale
FDF,,4181,Canton d'Anderlecht,2014,parlement-de-la-région-de-bruxelles-capitale
open vld,,1641,Canton d'Anderlecht,2014,parlement-de-la-région-de-bruxelles-capitale
ECOLO,,3776,Canton d'Anderlecht,2014,parlement-de-la-région-de-bruxelles-capitale
PS,,15308,Canton d'Anderlecht,2014,parlement-de-la-région-de-bruxelles-capitale
SP.A,,1776,Canton d'Anderlecht,2014,parlement-de-la-région-de-bruxelles-capitale
NVA,,1684,Canton d'Anderlecht,2014,parlement-de-la-région-de-bruxelles-capitale
CDH,,6045,Canton d'Anderlecht,2014,parlement-de-la-région-de-bruxelles-capitale
CD&V,,1192,Canton d'Anderlecht,2014,parlement-de-la-région-de-bruxelles-capitale
Parti Populaire,,1392,Canton d'Anderlecht,2014,parlement-de-la-région-de-bruxelles-capitale
PTB*PVDA-GO !,,1656,Canton d'Anderlecht,2014,parlement-de-la-région-de-bruxelles-capitale
VEGA,,153,Canton d'Anderlecht,2014,parlement-de-la-région-de-bruxelles-capitale
LA DROITE,,595,Canton d'Anderlecht,2014,parlement-de-la-région-de-bruxelles-capitale
DEBOUT LES BELGES!,,1543,Canton d'Anderlecht,2014,parlement-de-la-région-de-bruxelles-capitale
GAUCHES COMMUNES,,79,Canton d'Anderlecht,2014,parlement-de-la-région-de-bruxelles-capitale
NATION,,199,Canton d'Anderlecht,2014,parlement-de-la-région-de-bruxelles-capitale
Parti Libertarien,,55,Canton d'Anderlecht,2014,parlement-de-la-région-de-bruxelles-capitale
Égalitaires ! ,,81,Canton d'Anderlecht,2014,parlement-de-la-région-de-bruxelles-capitale
ISLAM,,1297,Canton d'Anderlecht,2014,parlement-de-la-région-de-bruxelles-capitale
